,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
32,2019-01-02 08:00:00,631.09,4071.0,1369.0,44.0,0.0,897.0,102.0
33,2019-01-02 09:00:00,640.16,4078.0,1153.0,42.0,0.0,859.0,101.0
34,2019-01-02 10:00:00,638.1,4059.0,1165.0,42.0,0.0,871.0,100.0
35,2019-01-02 11:00:00,643.94,4060.0,1160.0,42.0,0.0,815.0,101.0
36,2019-01-02 12:00:00,644.88,4079.0,1062.0,42.0,0.0,835.0,100.0
37,2019-01-02 13:00:00,637.06,4049.0,1102.0,39.0,0.0,896.0,98.0
38,2019-01-02 14:00:00,634.01,4042.0,1021.0,41.0,0.0,941.0,99.0
39,2019-01-02 15:00:00,629.5,4006.0,1064.0,43.0,1.0,962.0,98.0
40,2019-01-02 16:00:00,621.13,4031.0,1055.0,39.0,148.0,922.0,99.0
41,2019-01-02 17:00:00,591.97,4068.0,1000.0,37.0,554.0,882.0,100.0
42,2019-01-02 18:00:00,592.27,4118.0,944.0,38.0,633.0,833.0,102.0
43,2019-01-02 19:00:00,594.06,4171.0,944.0,42.0,581.0,878.0,101.0
44,2019-01-02 20:00:00,589.3,4082.0,1051.0,40.0,558.0,903.0,101.0
45,2019-01-02 21:00:00,589.01,3984.0,873.0,40.0,576.0,881.0,102.0
46,2019-01-02 22:00:00,577.53,3969.0,960.0,43.0,657.0,913.0,103.0
47,2019-01-02 23:00:00,579.87,3982.0,1069.0,42.0,602.0,926.0,100.0
48,2019-01-03 00:00:00,609.03,3960.0,1190.0,42.0,224.0,923.0,100.0
49,2019-01-03 01:00:00,622.15,3974.0,1281.0,41.0,3.0,979.0,98.0
50,2019-01-03 02:00:00,625.19,3963.0,1362.0,42.0,0.0,928.0,98.0
51,2019-01-03 03:00:00,628.16,3960.0,1372.0,42.0,0.0,894.0,97.0
52,2019-01-03 04:00:00,631.13,3941.0,1384.0,37.0,0.0,860.0,98.0
53,2019-01-03 05:00:00,622.04,3954.0,1394.0,42.0,0.0,951.0,97.0
54,2019-01-03 06:00:00,618.15,3915.0,1371.0,42.0,0.0,984.0,96.0
55,2019-01-03 07:00:00,614.42,3915.0,1287.0,39.0,0.0,1044.0,97.0
56,2019-01-03 08:00:00,614.09,3960.0,1199.0,39.0,0.0,1081.0,97.0
57,2019-01-03 09:00:00,609.78,3861.0,1309.0,41.0,0.0,1068.0,96.0
58,2019-01-03 10:00:00,607.63,3818.0,1373.0,38.0,0.0,1066.0,96.0
59,2019-01-03 11:00:00,605.87,3797.0,1298.0,40.0,0.0,1090.0,96.0
60,2019-01-03 12:00:00,604.6,3813.0,1299.0,40.0,0.0,1109.0,95.0
61,2019-01-03 13:00:00,606.32,3797.0,1258.0,38.0,0.0,1095.0,96.0
62,2019-01-03 14:00:00,598.59,3773.0,1347.0,39.0,0.0,1151.0,95.0
63,2019-01-03 15:00:00,593.61,3756.0,1383.0,37.0,1.0,1194.0,96.0
64,2019-01-03 16:00:00,576.75,3736.0,1367.0,34.0,160.0,1234.0,96.0
65,2019-01-03 17:00:00,546.25,3657.0,1254.0,39.0,575.0,1189.0,94.0
66,2019-01-03 18:00:00,536.96,3485.0,1151.0,43.0,649.0,1154.0,98.0
67,2019-01-03 19:00:00,538.89,3319.0,1138.0,39.0,602.0,1090.0,96.0
68,2019-01-03 20:00:00,557.15,3587.0,1122.0,41.0,571.0,1038.0,96.0
69,2019-01-03 21:00:00,556.05,3661.0,1111.0,42.0,608.0,1052.0,94.0
70,2019-01-03 22:00:00,552.49,3612.0,1091.0,41.0,678.0,1009.0,95.0
71,2019-01-03 23:00:00,551.71,3559.0,1089.0,46.0,633.0,1029.0,93.0
72,2019-01-04 00:00:00,588.84,3617.0,1183.0,42.0,258.0,979.0,95.0
73,2019-01-04 01:00:00,611.61,3633.0,1346.0,42.0,5.0,956.0,94.0
74,2019-01-04 02:00:00,613.14,3618.0,1426.0,40.0,0.0,926.0,96.0
75,2019-01-04 03:00:00,609.66,3594.0,1445.0,41.0,0.0,948.0,94.0
76,2019-01-04 04:00:00,609.11,3567.0,1441.0,44.0,0.0,942.0,94.0
77,2019-01-04 05:00:00,610.05,3626.0,1410.0,41.0,0.0,962.0,92.0
78,2019-01-04 06:00:00,605.15,3570.0,1408.0,41.0,0.0,993.0,94.0
79,2019-01-04 07:00:00,603.91,3621.0,1305.0,42.0,0.0,1043.0,93.0
80,2019-01-04 08:00:00,616.2,3652.0,1027.0,44.0,0.0,986.0,97.0
81,2019-01-04 09:00:00,616.4,3718.0,988.0,42.0,0.0,1016.0,94.0
82,2019-01-04 10:00:00,606.57,3705.0,959.0,41.0,0.0,1115.0,96.0
83,2019-01-04 11:00:00,610.77,3727.0,916.0,40.0,0.0,1091.0,97.0
84,2019-01-04 12:00:00,606.5,3644.0,907.0,42.0,0.0,1103.0,96.0
85,2019-01-04 13:00:00,610.55,3670.0,982.0,39.0,0.0,1061.0,97.0
86,2019-01-04 14:00:00,613.76,3676.0,1145.0,41.0,0.0,996.0,94.0
87,2019-01-04 15:00:00,610.54,3713.0,1196.0,40.0,1.0,1031.0,96.0
88,2019-01-04 16:00:00,608.81,3807.0,1144.0,40.0,172.0,931.0,97.0
89,2019-01-04 17:00:00,575.26,3757.0,1041.0,40.0,620.0,872.0,97.0
90,2019-01-04 18:00:00,567.72,3697.0,1040.0,42.0,689.0,865.0,96.0
91,2019-01-04 19:00:00,577.38,3695.0,994.0,43.0,622.0,824.0,98.0
92,2019-01-04 20:00:00,582.05,3724.0,994.0,46.0,578.0,823.0,97.0
93,2019-01-04 21:00:00,581.63,3713.0,996.0,43.0,600.0,805.0,97.0
94,2019-01-04 22:00:00,576.91,3736.0,1002.0,51.0,659.0,803.0,98.0
95,2019-01-04 23:00:00,590.54,3815.0,1102.0,49.0,615.0,711.0,98.0
96,2019-01-05 00:00:00,627.7,3811.0,1365.0,49.0,274.0,588.0,96.0
97,2019-01-05 01:00:00,644.23,3754.0,1649.0,50.0,2.0,598.0,96.0
98,2019-01-05 02:00:00,635.32,3744.0,1656.0,47.0,0.0,686.0,96.0
99,2019-01-05 03:00:00,635.42,3763.0,1671.0,50.0,0.0,684.0,94.0
100,2019-01-05 04:00:00,645.42,3775.0,1715.0,47.0,0.0,581.0,97.0
101,2019-01-05 05:00:00,644.79,3804.0,1605.0,47.0,0.0,622.0,97.0
102,2019-01-05 06:00:00,652.15,3783.0,1600.0,50.0,0.0,544.0,97.0
103,2019-01-05 07:00:00,663.87,3774.0,1471.0,47.0,0.0,470.0,96.0
104,2019-01-05 08:00:00,660.88,3775.0,1225.0,47.0,0.0,562.0,97.0
105,2019-01-05 09:00:00,652.32,3828.0,1067.0,49.0,0.0,690.0,97.0
106,2019-01-05 10:00:00,646.73,3813.0,1125.0,49.0,0.0,722.0,97.0
107,2019-01-05 11:00:00,648.88,3808.0,1121.0,46.0,0.0,705.0,96.0
108,2019-01-05 12:00:00,652.65,3794.0,1123.0,47.0,0.0,666.0,97.0
109,2019-01-05 13:00:00,648.07,3779.0,1123.0,48.0,0.0,702.0,96.0
110,2019-01-05 14:00:00,634.28,3787.0,1113.0,49.0,0.0,833.0,97.0
111,2019-01-05 15:00:00,625.18,3784.0,1054.0,48.0,0.0,933.0,96.0
112,2019-01-05 16:00:00,609.76,3790.0,1146.0,49.0,51.0,1020.0,96.0
113,2019-01-05 17:00:00,612.65,3792.0,1156.0,48.0,135.0,911.0,97.0
114,2019-01-05 18:00:00,628.32,3857.0,1117.0,49.0,188.0,733.0,97.0
115,2019-01-05 19:00:00,620.24,3903.0,1118.0,50.0,257.0,762.0,98.0
116,2019-01-05 20:00:00,612.64,3927.0,1081.0,51.0,315.0,800.0,96.0
117,2019-01-05 21:00:00,608.87,3929.0,1050.0,54.0,252.0,903.0,97.0
118,2019-01-05 22:00:00,613.5,3855.0,1208.0,51.0,180.0,868.0,98.0
119,2019-01-05 23:00:00,635.49,3857.0,1356.0,51.0,134.0,657.0,97.0
120,2019-01-06 00:00:00,660.78,3986.0,1370.0,55.0,63.0,509.0,98.0
121,2019-01-06 01:00:00,661.92,4024.0,1288.0,52.0,6.0,586.0,96.0
122,2019-01-06 02:00:00,664.07,4034.0,1233.0,54.0,0.0,587.0,98.0
123,2019-01-06 03:00:00,674.05,4049.0,1225.0,55.0,0.0,501.0,94.0
124,2019-01-06 04:00:00,659.56,4046.0,1277.0,54.0,0.0,620.0,95.0
125,2019-01-06 05:00:00,656.4,4034.0,1494.0,55.0,0.0,590.0,96.0
126,2019-01-06 06:00:00,651.65,4075.0,1320.0,52.0,0.0,694.0,95.0
127,2019-01-06 07:00:00,657.27,4132.0,1262.0,51.0,0.0,670.0,94.0
128,2019-01-06 08:00:00,664.59,4123.0,953.0,49.0,0.0,683.0,96.0
129,2019-01-06 09:00:00,668.25,4012.0,789.0,53.0,0.0,665.0,95.0
130,2019-01-06 10:00:00,673.17,4018.0,798.0,50.0,0.0,625.0,94.0
131,2019-01-06 11:00:00,643.69,3827.0,827.0,51.0,0.0,824.0,94.0
132,2019-01-06 12:00:00,631.95,3762.0,874.0,56.0,0.0,895.0,94.0
133,2019-01-06 13:00:00,618.92,3914.0,854.0,49.0,0.0,1078.0,93.0
134,2019-01-06 14:00:00,599.45,3837.0,847.0,53.0,0.0,1245.0,95.0
135,2019-01-06 15:00:00,588.07,3904.0,860.0,53.0,1.0,1388.0,92.0
136,2019-01-06 16:00:00,576.83,3968.0,782.0,51.0,19.0,1538.0,94.0
137,2019-01-06 17:00:00,562.77,3887.0,779.0,53.0,85.0,1601.0,93.0
138,2019-01-06 18:00:00,551.98,3876.0,810.0,52.0,187.0,1627.0,93.0
139,2019-01-06 19:00:00,547.1,3908.0,771.0,53.0,299.0,1602.0,93.0
140,2019-01-06 20:00:00,540.05,3949.0,763.0,53.0,386.0,1633.0,94.0
141,2019-01-06 21:00:00,542.58,3977.0,852.0,51.0,407.0,1589.0,96.0
142,2019-01-06 22:00:00,540.27,4015.0,910.0,54.0,453.0,1588.0,96.0
143,2019-01-06 23:00:00,546.18,4076.0,1116.0,52.0,398.0,1573.0,98.0
144,2019-01-07 00:00:00,560.01,4082.0,1265.0,52.0,206.0,1552.0,95.0
145,2019-01-07 01:00:00,566.23,4093.0,1324.0,55.0,2.0,1656.0,94.0
146,2019-01-07 02:00:00,565.81,4022.0,1278.0,52.0,0.0,1640.0,94.0
147,2019-01-07 03:00:00,567.85,3999.0,1247.0,53.0,0.0,1607.0,94.0
148,2019-01-07 04:00:00,573.35,4004.0,1257.0,51.0,0.0,1541.0,93.0
149,2019-01-07 05:00:00,561.95,3990.0,1314.0,52.0,0.0,1670.0,94.0
150,2019-01-07 06:00:00,556.67,3857.0,1244.0,51.0,0.0,1684.0,93.0
151,2019-01-07 07:00:00,549.9,3523.0,1237.0,54.0,0.0,1602.0,95.0
152,2019-01-07 08:00:00,560.2,3476.0,1017.0,52.0,0.0,1488.0,96.0
153,2019-01-07 09:00:00,567.68,3483.0,901.0,52.0,0.0,1425.0,96.0
154,2019-01-07 10:00:00,586.7,3713.0,895.0,52.0,0.0,1322.0,94.0
155,2019-01-07 11:00:00,584.92,3935.0,877.0,53.0,0.0,1434.0,95.0
156,2019-01-07 12:00:00,574.78,3979.0,875.0,51.0,0.0,1570.0,93.0
157,2019-01-07 13:00:00,560.35,3907.0,882.0,51.0,0.0,1707.0,91.0
158,2019-01-07 14:00:00,561.01,3942.0,1039.0,52.0,0.0,1694.0,90.0
159,2019-01-07 15:00:00,572.18,4036.0,1093.0,52.0,0.0,1592.0,90.0
160,2019-01-07 16:00:00,571.51,4059.0,1063.0,51.0,50.0,1569.0,91.0
161,2019-01-07 17:00:00,553.74,4006.0,982.0,55.0,246.0,1590.0,90.0
162,2019-01-07 18:00:00,536.2,3840.0,939.0,55.0,419.0,1575.0,90.0
163,2019-01-07 19:00:00,543.09,3785.0,923.0,52.0,484.0,1401.0,92.0
164,2019-01-07 20:00:00,543.27,3588.0,906.0,54.0,500.0,1282.0,95.0
165,2019-01-07 21:00:00,553.2,3479.0,905.0,47.0,410.0,1202.0,95.0
166,2019-01-07 22:00:00,554.16,3462.0,1004.0,50.0,431.0,1149.0,97.0
167,2019-01-07 23:00:00,573.32,3455.0,1146.0,50.0,284.0,1052.0,97.0
168,2019-01-08 00:00:00,585.13,3877.0,1301.0,52.0,103.0,1242.0,96.0
169,2019-01-08 01:00:00,591.42,4097.0,1547.0,50.0,6.0,1307.0,98.0
170,2019-01-08 02:00:00,583.57,4079.0,1634.0,51.0,0.0,1387.0,96.0
171,2019-01-08 03:00:00,589.91,4075.0,1583.0,52.0,0.0,1314.0,97.0
172,2019-01-08 04:00:00,597.57,4090.0,1628.0,53.0,0.0,1217.0,94.0
173,2019-01-08 05:00:00,605.62,4195.0,1623.0,50.0,0.0,1163.0,95.0
174,2019-01-08 06:00:00,612.09,4207.0,1567.0,50.0,0.0,1102.0,96.0
175,2019-01-08 07:00:00,629.83,4229.0,1147.0,49.0,0.0,1003.0,93.0
176,2019-01-08 08:00:00,641.71,4238.0,1047.0,52.0,0.0,904.0,95.0
177,2019-01-08 09:00:00,641.2,4244.0,903.0,49.0,0.0,948.0,91.0
178,2019-01-08 10:00:00,640.9,4263.0,831.0,49.0,0.0,974.0,95.0
179,2019-01-08 11:00:00,648.2,4263.0,833.0,50.0,0.0,901.0,91.0
180,2019-01-08 12:00:00,654.42,4261.0,877.0,48.0,0.0,832.0,93.0
181,2019-01-08 13:00:00,649.2,4266.0,1015.0,53.0,0.0,844.0,93.0
182,2019-01-08 14:00:00,635.82,4291.0,995.0,49.0,0.0,994.0,91.0
183,2019-01-08 15:00:00,640.63,4346.0,1070.0,51.0,2.0,939.0,93.0
184,2019-01-08 16:00:00,630.47,4334.0,1105.0,49.0,123.0,922.0,96.0
185,2019-01-08 17:00:00,608.16,4304.0,995.0,49.0,448.0,874.0,94.0
186,2019-01-08 18:00:00,593.58,4192.0,881.0,51.0,553.0,919.0,93.0
187,2019-01-08 19:00:00,598.58,3984.0,892.0,53.0,511.0,820.0,97.0
188,2019-01-08 20:00:00,589.22,3654.0,882.0,48.0,519.0,790.0,96.0
189,2019-01-08 21:00:00,605.23,3852.0,914.0,52.0,500.0,708.0,96.0
190,2019-01-08 22:00:00,619.56,4046.0,1010.0,51.0,512.0,597.0,96.0
191,2019-01-08 23:00:00,636.44,4177.0,1141.0,50.0,395.0,546.0,96.0
192,2019-01-09 00:00:00,669.16,4345.0,1412.0,52.0,118.0,453.0,94.0
193,2019-01-09 01:00:00,679.05,4407.0,1501.0,50.0,2.0,457.0,93.0
194,2019-01-09 02:00:00,684.11,4433.0,1651.0,51.0,0.0,371.0,93.0
195,2019-01-09 03:00:00,694.76,4433.0,1652.0,52.0,0.0,267.0,94.0
196,2019-01-09 04:00:00,700.93,4431.0,1647.0,50.0,0.0,212.0,93.0
197,2019-01-09 05:00:00,704.62,4437.0,1601.0,48.0,0.0,195.0,93.0
198,2019-01-09 06:00:00,703.58,4419.0,1421.0,49.0,0.0,256.0,93.0
199,2019-01-09 07:00:00,701.14,4331.0,1290.0,49.0,0.0,303.0,93.0
200,2019-01-09 08:00:00,700.36,4348.0,1047.0,48.0,0.0,388.0,95.0
201,2019-01-09 09:00:00,705.12,4254.0,953.0,50.0,0.0,359.0,92.0
202,2019-01-09 10:00:00,708.47,4297.0,836.0,47.0,0.0,378.0,93.0
203,2019-01-09 11:00:00,709.37,4326.0,834.0,49.0,0.0,374.0,92.0
204,2019-01-09 12:00:00,701.4,4336.0,838.0,50.0,0.0,439.0,94.0
205,2019-01-09 13:00:00,699.33,4306.0,917.0,49.0,0.0,428.0,92.0
206,2019-01-09 14:00:00,694.34,4303.0,963.0,51.0,0.0,454.0,89.0
207,2019-01-09 15:00:00,691.27,4302.0,1018.0,47.0,0.0,468.0,92.0
208,2019-01-09 16:00:00,673.85,4288.0,1089.0,50.0,59.0,542.0,92.0
209,2019-01-09 17:00:00,649.52,4231.0,963.0,50.0,221.0,638.0,91.0
210,2019-01-09 18:00:00,641.67,4101.0,905.0,48.0,287.0,632.0,93.0
211,2019-01-09 19:00:00,608.24,3705.0,855.0,47.0,398.0,738.0,97.0
212,2019-01-09 20:00:00,578.81,3452.0,853.0,50.0,475.0,858.0,96.0
213,2019-01-09 21:00:00,555.83,3270.0,880.0,50.0,535.0,955.0,99.0
214,2019-01-09 22:00:00,543.27,3121.0,993.0,49.0,632.0,913.0,99.0
215,2019-01-09 23:00:00,566.71,3477.0,1099.0,51.0,624.0,821.0,98.0
216,2019-01-10 00:00:00,617.28,3897.0,1198.0,50.0,256.0,774.0,96.0
217,2019-01-10 01:00:00,635.29,3985.0,1310.0,52.0,8.0,826.0,99.0
218,2019-01-10 02:00:00,623.27,4013.0,1431.0,48.0,0.0,943.0,96.0
219,2019-01-10 03:00:00,630.9,4093.0,1607.0,48.0,0.0,847.0,96.0
220,2019-01-10 04:00:00,646.31,4178.0,1639.0,49.0,0.0,699.0,95.0
221,2019-01-10 05:00:00,654.82,4158.0,1592.0,50.0,0.0,617.0,97.0
222,2019-01-10 06:00:00,656.33,4142.0,1353.0,47.0,0.0,662.0,93.0
223,2019-01-10 07:00:00,653.66,4144.0,1290.0,48.0,0.0,704.0,97.0
224,2019-01-10 08:00:00,657.02,4022.0,987.0,50.0,0.0,717.0,97.0
225,2019-01-10 09:00:00,653.01,3902.0,827.0,46.0,0.0,767.0,97.0
226,2019-01-10 10:00:00,654.04,3854.0,805.0,45.0,0.0,752.0,95.0
227,2019-01-10 11:00:00,662.45,3867.0,804.0,50.0,0.0,679.0,98.0
228,2019-01-10 12:00:00,672.35,3934.0,828.0,48.0,0.0,607.0,97.0
229,2019-01-10 13:00:00,671.82,4059.0,895.0,48.0,0.0,621.0,96.0
230,2019-01-10 14:00:00,671.75,4045.0,933.0,47.0,0.0,609.0,97.0
231,2019-01-10 15:00:00,662.29,4052.0,1008.0,47.0,0.0,674.0,95.0
232,2019-01-10 16:00:00,651.43,4043.0,1001.0,50.0,151.0,627.0,94.0
233,2019-01-10 17:00:00,630.18,3884.0,875.0,48.0,484.0,499.0,96.0
234,2019-01-10 18:00:00,617.37,3848.0,874.0,48.0,584.0,517.0,95.0
235,2019-01-10 19:00:00,622.66,3688.0,874.0,44.0,463.0,532.0,95.0
236,2019-01-10 20:00:00,614.35,3372.0,873.0,48.0,409.0,550.0,95.0
237,2019-01-10 21:00:00,590.69,3059.0,861.0,46.0,532.0,533.0,97.0
238,2019-01-10 22:00:00,589.03,2939.0,999.0,46.0,567.0,443.0,96.0
239,2019-01-10 23:00:00,608.78,3019.0,1188.0,48.0,433.0,390.0,96.0
240,2019-01-11 00:00:00,649.75,3497.0,1310.0,49.0,168.0,405.0,97.0
241,2019-01-11 01:00:00,667.81,3941.0,1382.0,49.0,5.0,491.0,96.0
242,2019-01-11 02:00:00,677.74,4018.0,1575.0,50.0,0.0,368.0,96.0
243,2019-01-11 03:00:00,689.38,4076.0,1634.0,47.0,0.0,260.0,96.0
244,2019-01-11 04:00:00,690.1,4079.0,1631.0,50.0,0.0,252.0,95.0
245,2019-01-11 05:00:00,691.63,4036.0,1611.0,46.0,0.0,240.0,96.0
246,2019-01-11 06:00:00,700.98,4056.0,1460.0,49.0,0.0,205.0,96.0
247,2019-01-11 07:00:00,713.5,4058.0,1371.0,48.0,0.0,130.0,97.0
248,2019-01-11 08:00:00,727.78,4058.0,1089.0,48.0,0.0,110.0,96.0
249,2019-01-11 09:00:00,721.94,4059.0,980.0,47.0,0.0,191.0,98.0
250,2019-01-11 10:00:00,723.03,4062.0,843.0,47.0,0.0,228.0,98.0
251,2019-01-11 11:00:00,718.06,4052.0,901.0,49.0,0.0,243.0,98.0
252,2019-01-11 12:00:00,726.07,3992.0,850.0,48.0,0.0,193.0,99.0
253,2019-01-11 13:00:00,735.42,3980.0,873.0,46.0,0.0,119.0,97.0
254,2019-01-11 14:00:00,732.06,4000.0,1002.0,48.0,0.0,100.0,98.0
255,2019-01-11 15:00:00,729.33,3995.0,1033.0,49.0,0.0,108.0,98.0
256,2019-01-11 16:00:00,711.85,3991.0,968.0,48.0,131.0,136.0,99.0
257,2019-01-11 17:00:00,678.19,3888.0,965.0,49.0,424.0,107.0,99.0
258,2019-01-11 18:00:00,669.69,3793.0,977.0,49.0,475.0,105.0,97.0
259,2019-01-11 19:00:00,661.62,3829.0,1170.0,46.0,477.0,132.0,96.0
260,2019-01-11 20:00:00,664.38,3772.0,1053.0,48.0,451.0,148.0,96.0
261,2019-01-11 21:00:00,650.75,3701.0,1203.0,50.0,485.0,176.0,96.0
262,2019-01-11 22:00:00,643.53,3697.0,1286.0,50.0,538.0,170.0,98.0
263,2019-01-11 23:00:00,666.53,3924.0,1304.0,47.0,416.0,132.0,98.0
264,2019-01-12 00:00:00,686.07,3992.0,1367.0,50.0,260.0,101.0,98.0
265,2019-01-12 01:00:00,708.5,3987.0,1559.0,49.0,6.0,94.0,98.0
266,2019-01-12 02:00:00,706.93,3987.0,1661.0,49.0,0.0,81.0,97.0
267,2019-01-12 03:00:00,710.42,4009.0,1617.0,49.0,0.0,69.0,97.0
268,2019-01-12 04:00:00,712.27,3989.0,1650.0,48.0,0.0,41.0,100.0
269,2019-01-12 05:00:00,712.19,3983.0,1608.0,47.0,0.0,55.0,99.0
270,2019-01-12 06:00:00,710.85,3992.0,1540.0,50.0,0.0,86.0,100.0
271,2019-01-12 07:00:00,708.08,3983.0,1484.0,48.0,0.0,127.0,98.0
272,2019-01-12 08:00:00,715.66,3983.0,1185.0,49.0,0.0,160.0,99.0
273,2019-01-12 09:00:00,717.68,4035.0,1107.0,46.0,0.0,180.0,97.0
274,2019-01-12 10:00:00,716.25,4045.0,1056.0,51.0,0.0,204.0,96.0
275,2019-01-12 11:00:00,714.12,4048.0,1062.0,49.0,0.0,221.0,99.0
276,2019-01-12 12:00:00,713.31,4020.0,1037.0,48.0,0.0,232.0,97.0
277,2019-01-12 13:00:00,710.82,4048.0,1160.0,52.0,0.0,213.0,98.0
278,2019-01-12 14:00:00,713.58,4083.0,1136.0,50.0,0.0,206.0,98.0
279,2019-01-12 15:00:00,709.56,4049.0,1275.0,49.0,0.0,190.0,96.0
280,2019-01-12 16:00:00,705.18,4016.0,1373.0,53.0,21.0,166.0,97.0
281,2019-01-12 17:00:00,698.47,4021.0,1454.0,50.0,99.0,127.0,98.0
282,2019-01-12 18:00:00,703.05,4168.0,1396.0,49.0,162.0,72.0,98.0
283,2019-01-12 19:00:00,705.03,4182.0,1231.0,49.0,213.0,60.0,98.0
284,2019-01-12 20:00:00,700.55,4110.0,1214.0,51.0,240.0,63.0,98.0
285,2019-01-12 21:00:00,696.16,4118.0,1239.0,48.0,243.0,94.0,98.0
286,2019-01-12 22:00:00,693.69,4039.0,1233.0,52.0,235.0,106.0,100.0
287,2019-01-12 23:00:00,699.27,4049.0,1231.0,50.0,203.0,94.0,101.0
288,2019-01-13 00:00:00,705.63,4207.0,1412.0,50.0,112.0,98.0,100.0
289,2019-01-13 01:00:00,713.77,4240.0,1502.0,53.0,5.0,104.0,97.0
290,2019-01-13 02:00:00,713.99,4247.0,1558.0,51.0,0.0,92.0,98.0
291,2019-01-13 03:00:00,720.02,4243.0,1441.0,48.0,0.0,81.0,97.0
292,2019-01-13 04:00:00,712.42,4214.0,1670.0,49.0,0.0,67.0,96.0
293,2019-01-13 05:00:00,714.64,4216.0,1639.0,50.0,0.0,57.0,95.0
294,2019-01-13 06:00:00,714.77,4239.0,1615.0,50.0,0.0,67.0,94.0
295,2019-01-13 07:00:00,712.96,4315.0,1600.0,52.0,0.0,97.0,96.0
296,2019-01-13 08:00:00,715.08,4321.0,1304.0,50.0,0.0,176.0,93.0
297,2019-01-13 09:00:00,709.57,4324.0,1270.0,52.0,0.0,232.0,95.0
298,2019-01-13 10:00:00,716.46,4319.0,1273.0,48.0,0.0,176.0,93.0
299,2019-01-13 11:00:00,721.58,4325.0,1289.0,51.0,0.0,126.0,94.0
300,2019-01-13 12:00:00,720.86,4203.0,1295.0,51.0,0.0,113.0,93.0
301,2019-01-13 13:00:00,718.43,4318.0,1274.0,47.0,0.0,160.0,94.0
302,2019-01-13 14:00:00,718.73,4346.0,1183.0,50.0,0.0,188.0,94.0
303,2019-01-13 15:00:00,707.64,4334.0,1341.0,50.0,0.0,230.0,92.0
304,2019-01-13 16:00:00,706.4,4324.0,1369.0,47.0,13.0,221.0,95.0
305,2019-01-13 17:00:00,710.86,4292.0,1232.0,48.0,42.0,192.0,95.0
306,2019-01-13 18:00:00,705.26,4129.0,1259.0,49.0,97.0,151.0,96.0
307,2019-01-13 19:00:00,693.99,3914.0,1236.0,47.0,167.0,149.0,98.0
308,2019-01-13 20:00:00,681.74,3743.0,1230.0,49.0,205.0,180.0,99.0
