UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-09-17 00:00:00,198.0,416.0,0.0,304.0,0.0,7.0,82.0,0.0,25.0
2023-09-17 01:00:00,198.0,416.0,0.0,313.0,0.0,10.0,81.0,0.0,25.0
2023-09-17 02:00:00,198.0,417.0,0.0,318.0,0.0,6.0,81.0,0.0,25.0
2023-09-17 03:00:00,199.0,418.0,0.0,331.0,0.0,8.0,81.0,0.0,25.0
2023-09-17 04:00:00,200.0,416.0,0.0,346.0,1.0,11.0,81.0,0.0,27.0
2023-09-17 05:00:00,199.0,415.0,0.0,346.0,10.0,20.0,81.0,0.0,27.0
2023-09-17 06:00:00,200.0,415.0,0.0,376.0,25.0,17.0,80.0,0.0,27.0
2023-09-17 07:00:00,199.0,416.0,0.0,348.0,46.0,16.0,80.0,0.0,26.0
2023-09-17 08:00:00,198.0,416.0,0.0,282.0,62.0,11.0,81.0,0.0,25.0
2023-09-17 09:00:00,197.0,415.0,0.0,247.0,70.0,38.0,81.0,0.0,23.0
2023-09-17 10:00:00,197.0,413.0,0.0,228.0,71.0,71.0,81.0,0.0,23.0
2023-09-17 11:00:00,199.0,413.0,0.0,227.0,64.0,98.0,81.0,0.0,24.0
2023-09-17 12:00:00,200.0,412.0,0.0,228.0,58.0,80.0,80.0,0.0,24.0
2023-09-17 13:00:00,199.0,411.0,0.0,258.0,48.0,76.0,80.0,0.0,23.0
2023-09-17 14:00:00,198.0,414.0,0.0,255.0,34.0,107.0,81.0,0.0,24.0
2023-09-17 15:00:00,199.0,460.0,0.0,450.0,15.0,92.0,81.0,0.0,25.0
2023-09-17 16:00:00,198.0,460.0,0.0,559.0,3.0,67.0,81.0,0.0,26.0
2023-09-17 17:00:00,198.0,461.0,0.0,561.0,0.0,48.0,81.0,0.0,27.0
2023-09-17 18:00:00,199.0,461.0,0.0,572.0,0.0,38.0,81.0,0.0,28.0
2023-09-17 19:00:00,200.0,462.0,0.0,541.0,0.0,28.0,81.0,0.0,28.0
2023-09-17 20:00:00,200.0,462.0,0.0,519.0,0.0,18.0,81.0,0.0,27.0
2023-09-17 21:00:00,198.0,460.0,0.0,512.0,0.0,20.0,82.0,0.0,26.0
2023-09-17 22:00:00,197.0,414.0,0.0,315.0,0.0,24.0,82.0,0.0,24.0
2023-09-17 23:00:00,198.0,415.0,0.0,215.0,0.0,27.0,82.0,0.0,23.0
