Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
38880,2023-06-09 00:00:00,168.92,200.0,286.0,0.0,1045.0,0.0,1.0,76.0,0.0,34.0
38881,2023-06-09 01:00:00,173.21,199.0,286.0,0.0,1002.0,0.0,0.0,76.0,0.0,34.0
38882,2023-06-09 02:00:00,171.97,199.0,285.0,0.0,1009.0,0.0,1.0,76.0,0.0,33.0
38883,2023-06-09 03:00:00,173.42,200.0,285.0,0.0,998.0,1.0,1.0,76.0,0.0,33.0
38884,2023-06-09 04:00:00,164.93,200.0,285.0,0.0,1075.0,6.0,1.0,76.0,0.0,33.0
38885,2023-06-09 05:00:00,162.68,199.0,285.0,0.0,1085.0,14.0,0.0,76.0,0.0,32.0
38886,2023-06-09 06:00:00,161.33,198.0,285.0,0.0,1087.0,25.0,1.0,75.0,0.0,33.0
38887,2023-06-09 07:00:00,167.57,197.0,285.0,0.0,1012.0,33.0,1.0,75.0,0.0,33.0
38888,2023-06-09 08:00:00,170.9,199.0,285.0,0.0,979.0,39.0,2.0,76.0,0.0,33.0
38889,2023-06-09 09:00:00,184.27,199.0,286.0,0.0,843.0,45.0,16.0,76.0,0.0,33.0
38890,2023-06-09 10:00:00,181.92,198.0,286.0,0.0,828.0,48.0,42.0,76.0,0.0,32.0
38891,2023-06-09 11:00:00,178.49,198.0,286.0,0.0,850.0,48.0,49.0,76.0,0.0,32.0
38892,2023-06-09 12:00:00,176.93,196.0,286.0,0.0,825.0,44.0,85.0,76.0,0.0,32.0
38893,2023-06-09 13:00:00,172.07,197.0,286.0,0.0,822.0,40.0,139.0,76.0,0.0,32.0
38894,2023-06-09 14:00:00,164.91,196.0,286.0,0.0,914.0,32.0,123.0,76.0,0.0,33.0
38895,2023-06-09 15:00:00,163.49,196.0,286.0,0.0,988.0,21.0,77.0,76.0,0.0,34.0
38896,2023-06-09 16:00:00,146.79,197.0,286.0,0.0,1226.0,10.0,45.0,76.0,0.0,34.0
38897,2023-06-09 17:00:00,147.24,198.0,287.0,0.0,1257.0,2.0,22.0,76.0,0.0,34.0
38898,2023-06-09 18:00:00,149.79,198.0,287.0,0.0,1231.0,0.0,18.0,76.0,0.0,34.0
38899,2023-06-09 19:00:00,150.08,198.0,286.0,0.0,1238.0,0.0,6.0,76.0,0.0,34.0
38900,2023-06-09 20:00:00,151.42,199.0,286.0,0.0,1228.0,0.0,1.0,76.0,0.0,33.0
38901,2023-06-09 21:00:00,163.64,200.0,284.0,0.0,1093.0,0.0,1.0,76.0,0.0,33.0
38902,2023-06-09 22:00:00,184.25,199.0,237.0,0.0,856.0,0.0,2.0,77.0,0.0,35.0
38903,2023-06-09 23:00:00,187.04,199.0,237.0,0.0,835.0,0.0,2.0,77.0,0.0,35.0
