Interval,UTC Time,Next Time,Time Difference
60.0,2019-03-17 21:00:00+00:00,2019-03-18 22:00:00+00:00,1 days 01:00:00
60.0,2019-04-30 20:00:00+00:00,2019-05-03 21:00:00+00:00,3 days 01:00:00
60.0,2019-05-19 20:00:00+00:00,2019-05-21 21:00:00+00:00,2 days 01:00:00
60.0,2019-05-24 20:00:00+00:00,2019-05-25 21:00:00+00:00,1 days 01:00:00
60.0,2019-05-28 20:00:00+00:00,2019-06-01 21:00:00+00:00,4 days 01:00:00
