Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
36000,2023-02-09 00:00:00,313.97,1155.0,991.0,0.0,120.0,0.0,2390.0
36001,2023-02-09 01:00:00,313.59,1151.0,992.0,0.0,102.0,0.0,2407.0
36002,2023-02-09 02:00:00,321.62,1155.0,1023.0,0.0,149.0,0.0,2265.0
36003,2023-02-09 03:00:00,321.93,1161.0,1020.0,0.0,166.0,0.0,2252.0
36004,2023-02-09 04:00:00,309.79,1183.0,1173.0,0.0,561.0,0.0,2191.0
36005,2023-02-09 05:00:00,320.39,1216.0,1822.0,0.0,867.0,19.0,2115.0
36006,2023-02-09 06:00:00,322.6,1259.0,2328.0,0.0,861.0,382.0,2095.0
36007,2023-02-09 07:00:00,302.46,1352.0,2358.0,0.0,955.0,1110.0,2025.0
36008,2023-02-09 08:00:00,288.13,1362.0,2288.0,0.0,757.0,1720.0,2050.0
36009,2023-02-09 09:00:00,279.05,1368.0,2121.0,0.0,601.0,2089.0,2034.0
36010,2023-02-09 10:00:00,287.21,1375.0,2175.0,0.0,346.0,2197.0,1993.0
36011,2023-02-09 11:00:00,282.87,1382.0,2011.0,0.0,332.0,2204.0,2018.0
36012,2023-02-09 12:00:00,286.44,1389.0,1908.0,0.0,323.0,1920.0,2110.0
36013,2023-02-09 13:00:00,294.79,1344.0,1984.0,0.0,355.0,1466.0,2223.0
36014,2023-02-09 14:00:00,286.91,860.0,2500.0,0.0,630.0,768.0,2228.0
36015,2023-02-09 15:00:00,289.66,883.0,2493.0,0.0,1195.0,127.0,2222.0
36016,2023-02-09 16:00:00,290.83,929.0,2762.0,0.0,1472.0,0.0,2319.0
36017,2023-02-09 17:00:00,304.38,1024.0,2923.0,0.0,1330.0,0.0,2378.0
36018,2023-02-09 18:00:00,311.57,1029.0,2947.0,0.0,1223.0,0.0,2320.0
36019,2023-02-09 19:00:00,309.93,1040.0,2808.0,0.0,1240.0,0.0,2280.0
36020,2023-02-09 20:00:00,324.3,1054.0,2330.0,0.0,750.0,0.0,2181.0
36021,2023-02-09 21:00:00,342.49,1067.0,2228.0,0.0,344.0,0.0,2198.0
36022,2023-02-09 22:00:00,339.69,1069.0,1705.0,0.0,181.0,0.0,2168.0
36023,2023-02-09 23:00:00,326.14,1096.0,1085.0,0.0,54.0,0.0,2230.0
