Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
38904,2023-06-10 00:00:00,386.25,297.0,2006.0,0.0,6.0,0.0,197.0
38905,2023-06-10 01:00:00,389.41,297.0,2019.0,0.0,7.0,0.0,175.0
38906,2023-06-10 02:00:00,380.47,298.0,1973.0,0.0,65.0,0.0,178.0
38907,2023-06-10 03:00:00,370.16,316.0,1835.0,0.0,117.0,51.0,164.0
38908,2023-06-10 04:00:00,297.92,345.0,1438.0,0.0,382.0,392.0,109.0
38909,2023-06-10 05:00:00,241.59,389.0,1468.0,0.0,499.0,1050.0,66.0
38910,2023-06-10 06:00:00,198.62,379.0,1358.0,0.0,492.0,1711.0,40.0
38911,2023-06-10 07:00:00,169.91,423.0,1018.0,0.0,376.0,2263.0,29.0
38912,2023-06-10 08:00:00,159.86,463.0,820.0,0.0,163.0,2632.0,21.0
38913,2023-06-10 09:00:00,155.22,461.0,849.0,0.0,156.0,2772.0,43.0
38914,2023-06-10 10:00:00,144.95,434.0,748.0,0.0,341.0,2566.0,96.0
38915,2023-06-10 11:00:00,142.67,360.0,784.0,0.0,485.0,2147.0,175.0
38916,2023-06-10 12:00:00,181.32,460.0,908.0,0.0,387.0,1802.0,224.0
38917,2023-06-10 13:00:00,188.81,427.0,960.0,0.0,468.0,1499.0,246.0
38918,2023-06-10 14:00:00,220.5,385.0,1289.0,0.0,509.0,1044.0,263.0
38919,2023-06-10 15:00:00,244.64,376.0,1526.0,0.0,820.0,559.0,195.0
38920,2023-06-10 16:00:00,271.48,314.0,1951.0,0.0,867.0,233.0,173.0
38921,2023-06-10 17:00:00,301.9,312.0,2352.0,0.0,790.0,34.0,180.0
38922,2023-06-10 18:00:00,296.71,299.0,2539.0,0.0,915.0,0.0,179.0
38923,2023-06-10 19:00:00,305.23,298.0,2559.0,0.0,783.0,0.0,204.0
38924,2023-06-10 20:00:00,344.91,298.0,2314.0,0.0,284.0,0.0,243.0
38925,2023-06-10 21:00:00,373.86,298.0,2210.0,0.0,7.0,0.0,278.0
38926,2023-06-10 22:00:00,375.72,299.0,2026.0,0.0,6.0,0.0,269.0
38927,2023-06-10 23:00:00,379.87,298.0,1816.0,0.0,6.0,0.0,245.0
