UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-08-20 00:00:00,0.0,2924.0,0.0,69.0,0.0,2304.0
2023-08-20 01:00:00,0.0,2632.0,0.0,71.0,0.0,2255.0
2023-08-20 02:00:00,0.0,2335.0,0.0,482.0,3.0,2180.0
2023-08-20 03:00:00,0.0,1660.0,0.0,873.0,6.0,2184.0
2023-08-20 04:00:00,0.0,1250.0,0.0,979.0,267.0,2251.0
2023-08-20 05:00:00,0.0,777.0,0.0,775.0,1282.0,2279.0
2023-08-20 06:00:00,0.0,710.0,0.0,734.0,2587.0,2279.0
2023-08-20 07:00:00,0.0,578.0,0.0,311.0,3637.0,2299.0
2023-08-20 08:00:00,0.0,572.0,0.0,213.0,4406.0,2262.0
2023-08-20 09:00:00,0.0,462.0,0.0,154.0,4814.0,2250.0
2023-08-20 10:00:00,0.0,462.0,0.0,169.0,4958.0,2226.0
2023-08-20 11:00:00,0.0,459.0,0.0,142.0,4837.0,2196.0
2023-08-20 12:00:00,0.0,478.0,0.0,144.0,4358.0,2198.0
2023-08-20 13:00:00,0.0,537.0,0.0,195.0,3557.0,2270.0
2023-08-20 14:00:00,0.0,720.0,0.0,415.0,2456.0,2290.0
2023-08-20 15:00:00,0.0,1584.0,0.0,988.0,1209.0,2290.0
2023-08-20 16:00:00,0.0,2260.0,0.0,1213.0,292.0,2284.0
2023-08-20 17:00:00,0.0,2538.0,0.0,1248.0,11.0,2325.0
2023-08-20 18:00:00,0.0,2692.0,0.0,1110.0,4.0,2379.0
2023-08-20 19:00:00,0.0,2641.0,0.0,1061.0,0.0,2374.0
2023-08-20 20:00:00,0.0,2467.0,0.0,903.0,0.0,2451.0
2023-08-20 21:00:00,0.0,2496.0,0.0,506.0,0.0,2599.0
2023-08-20 22:00:00,0.0,2421.0,0.0,123.0,0.0,2770.0
2023-08-20 23:00:00,0.0,1920.0,0.0,58.0,0.0,2881.0
