Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
35592,2023-01-23 00:00:00,191.93,368.0,778.0,0.0,307.0,0.0,1504.0
35593,2023-01-23 01:00:00,202.54,370.0,862.0,0.0,307.0,0.0,1424.0
35594,2023-01-23 02:00:00,224.9,383.0,1007.0,0.0,307.0,0.0,1254.0
35595,2023-01-23 03:00:00,240.05,399.0,1180.0,0.0,312.0,0.0,1191.0
35596,2023-01-23 04:00:00,214.55,385.0,976.0,0.0,533.0,0.0,1153.0
35597,2023-01-23 05:00:00,201.69,383.0,1095.0,0.0,849.0,15.0,1110.0
35598,2023-01-23 06:00:00,206.54,407.0,1408.0,0.0,817.0,289.0,1099.0
35599,2023-01-23 07:00:00,188.99,410.0,1559.0,0.0,747.0,866.0,1119.0
35600,2023-01-23 08:00:00,160.58,409.0,1217.0,0.0,669.0,1305.0,1140.0
35601,2023-01-23 09:00:00,162.35,429.0,1257.0,0.0,634.0,1423.0,1130.0
35602,2023-01-23 10:00:00,169.87,424.0,1438.0,0.0,623.0,1528.0,1016.0
35603,2023-01-23 11:00:00,193.09,425.0,1679.0,0.0,637.0,1300.0,849.0
35604,2023-01-23 12:00:00,211.24,442.0,1736.0,0.0,668.0,992.0,793.0
35605,2023-01-23 13:00:00,228.87,443.0,1847.0,0.0,757.0,630.0,780.0
35606,2023-01-23 14:00:00,245.2,445.0,1864.0,0.0,824.0,260.0,799.0
35607,2023-01-23 15:00:00,261.77,434.0,2150.0,0.0,872.0,18.0,825.0
35608,2023-01-23 16:00:00,249.54,415.0,2430.0,0.0,1130.0,0.0,892.0
35609,2023-01-23 17:00:00,252.26,414.0,2517.0,0.0,1096.0,0.0,912.0
35610,2023-01-23 18:00:00,251.05,415.0,2511.0,0.0,1153.0,0.0,878.0
35611,2023-01-23 19:00:00,258.06,420.0,2287.0,0.0,988.0,0.0,821.0
35612,2023-01-23 20:00:00,262.81,391.0,2031.0,0.0,713.0,0.0,855.0
35613,2023-01-23 21:00:00,259.96,376.0,1594.0,0.0,580.0,0.0,818.0
35614,2023-01-23 22:00:00,271.77,366.0,1393.0,0.0,413.0,0.0,748.0
35615,2023-01-23 23:00:00,291.59,379.0,1555.0,0.0,408.0,0.0,619.0
