Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
35880,2023-02-04 00:00:00,440.26,11436.0,13755.0,1948.0,0.0,4.0,6170.0,1793.0,12431.0
35881,2023-02-04 01:00:00,460.3,11392.0,11913.0,1948.0,0.0,4.0,3943.0,1860.0,10734.0
35882,2023-02-04 02:00:00,466.08,11005.0,11191.0,1948.0,0.0,4.0,3078.0,1879.0,9738.0
35883,2023-02-04 03:00:00,468.8,11274.0,12339.0,1948.0,0.0,4.0,2733.0,1867.0,9488.0
35884,2023-02-04 04:00:00,473.43,11485.0,14140.0,1945.0,0.0,4.0,2126.0,1829.0,9516.0
35885,2023-02-04 05:00:00,481.33,11477.0,15627.0,1944.0,0.0,4.0,1305.0,1841.0,10604.0
35886,2023-02-04 06:00:00,486.46,11393.0,19543.0,1944.0,0.0,4.0,637.0,1810.0,14656.0
35887,2023-02-04 07:00:00,492.72,11435.0,18994.0,1944.0,0.0,23.0,439.0,1843.0,16629.0
35888,2023-02-04 08:00:00,490.09,11459.0,19887.0,1944.0,0.0,138.0,488.0,1819.0,17036.0
35889,2023-02-04 09:00:00,485.9,11499.0,20083.0,1944.0,0.0,281.0,507.0,1864.0,15812.0
35890,2023-02-04 10:00:00,486.41,11496.0,19570.0,1944.0,0.0,392.0,555.0,1924.0,16649.0
35891,2023-02-04 11:00:00,492.32,11494.0,17737.0,1947.0,0.0,536.0,514.0,1960.0,18547.0
35892,2023-02-04 12:00:00,493.32,11464.0,16868.0,1948.0,0.0,612.0,505.0,1879.0,17900.0
35893,2023-02-04 13:00:00,488.03,11366.0,17954.0,1948.0,0.0,507.0,585.0,1897.0,16528.0
35894,2023-02-04 14:00:00,486.24,11335.0,19691.0,1948.0,0.0,364.0,614.0,1846.0,16970.0
35895,2023-02-04 15:00:00,486.62,11365.0,20952.0,1948.0,0.0,148.0,616.0,1846.0,17586.0
35896,2023-02-04 16:00:00,493.06,11408.0,20280.0,1946.0,0.0,8.0,865.0,1741.0,20730.0
35897,2023-02-04 17:00:00,493.29,11357.0,20345.0,1944.0,0.0,4.0,990.0,1787.0,22155.0
35898,2023-02-04 18:00:00,489.06,11550.0,20124.0,1944.0,0.0,4.0,1493.0,1820.0,21407.0
35899,2023-02-04 19:00:00,482.63,11578.0,20815.0,1944.0,0.0,4.0,1835.0,1830.0,19944.0
35900,2023-02-04 20:00:00,478.28,11572.0,18760.0,1944.0,0.0,4.0,2119.0,1838.0,16497.0
35901,2023-02-04 21:00:00,474.88,11582.0,17556.0,1944.0,0.0,4.0,2289.0,1808.0,14079.0
35902,2023-02-04 22:00:00,462.95,11611.0,15491.0,1944.0,0.0,4.0,3432.0,1834.0,11876.0
35903,2023-02-04 23:00:00,456.09,11583.0,13108.0,1946.0,0.0,4.0,3797.0,1831.0,8954.0
