Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
43056,2023-11-30 00:00:00,559.57,11053.0,28738.0,1939.0,0.0,4.0,829.0,1327.0,7667.0
43057,2023-11-30 01:00:00,562.03,11068.0,28899.0,1940.0,0.0,4.0,495.0,1335.0,7330.0
43058,2023-11-30 02:00:00,554.61,10988.0,28606.0,1940.0,0.0,4.0,1134.0,1346.0,7155.0
43059,2023-11-30 03:00:00,557.57,11016.0,28776.0,1940.0,0.0,4.0,916.0,1315.0,7340.0
43060,2023-11-30 04:00:00,557.08,10969.0,29091.0,1940.0,0.0,4.0,975.0,1396.0,7807.0
43061,2023-11-30 05:00:00,552.94,10997.0,28925.0,1941.0,0.0,4.0,1671.0,1408.0,8812.0
43062,2023-11-30 06:00:00,555.19,10989.0,29284.0,1940.0,0.0,4.0,1715.0,1453.0,10087.0
43063,2023-11-30 07:00:00,557.05,11247.0,30279.0,1940.0,0.0,6.0,1704.0,1454.0,10769.0
43064,2023-11-30 08:00:00,563.97,11549.0,30881.0,1940.0,0.0,40.0,1615.0,1418.0,13126.0
43065,2023-11-30 09:00:00,565.77,11586.0,30002.0,1941.0,0.0,92.0,1803.0,1435.0,14399.0
43066,2023-11-30 10:00:00,566.44,11591.0,30499.0,1937.0,0.0,141.0,2046.0,1460.0,16230.0
43067,2023-11-30 11:00:00,574.35,11601.0,31431.0,1933.0,0.0,155.0,1328.0,1279.0,17185.0
43068,2023-11-30 12:00:00,575.51,11596.0,29823.0,1932.0,0.0,110.0,1198.0,1300.0,15964.0
43069,2023-11-30 13:00:00,564.39,11593.0,30084.0,1936.0,0.0,71.0,1904.0,1329.0,13858.0
43070,2023-11-30 14:00:00,556.63,11550.0,29551.0,1937.0,0.0,29.0,2233.0,1350.0,11552.0
43071,2023-11-30 15:00:00,560.26,11499.0,29253.0,1936.0,0.0,4.0,1957.0,1236.0,11557.0
43072,2023-11-30 16:00:00,549.79,11523.0,28666.0,1940.0,0.0,4.0,3502.0,1309.0,12991.0
43073,2023-11-30 17:00:00,551.51,11502.0,29252.0,1940.0,0.0,4.0,3185.0,1415.0,13041.0
43074,2023-11-30 18:00:00,554.41,11556.0,29819.0,1940.0,0.0,4.0,2747.0,1438.0,12811.0
43075,2023-11-30 19:00:00,555.8,11231.0,29193.0,1936.0,0.0,4.0,2416.0,1443.0,12449.0
43076,2023-11-30 20:00:00,558.12,10892.0,29541.0,1937.0,0.0,4.0,1642.0,1476.0,11296.0
43077,2023-11-30 21:00:00,554.64,10653.0,29234.0,1936.0,0.0,4.0,1696.0,1485.0,10454.0
43078,2023-11-30 22:00:00,554.67,10604.0,29629.0,1937.0,0.0,4.0,1399.0,1487.0,9626.0
43079,2023-11-30 23:00:00,547.48,10431.0,29296.0,1941.0,0.0,4.0,1643.0,1516.0,8167.0
