Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
35328,2023-01-12 00:00:00,2024-07-17 00:00:00,3.1,337.9,4924.0,4290.0,1941.0,0.0,4.0,18604.0,1566.0,22169.0
35329,2023-01-12 01:00:00,2024-07-17 00:00:00,3.1,337.32,4918.0,4248.0,1944.0,0.0,4.0,18507.0,1622.0,22001.0
35330,2023-01-12 02:00:00,2024-07-17 00:00:00,3.1,338.35,4916.0,4255.0,1944.0,0.0,4.0,18038.0,1643.0,21596.0
35331,2023-01-12 03:00:00,2024-07-17 00:00:00,3.1,340.05,4953.0,4262.0,1944.0,0.0,4.0,18192.0,1624.0,22104.0
35332,2023-01-12 04:00:00,2024-07-17 00:00:00,3.1,343.65,5041.0,4303.0,1944.0,0.0,4.0,18313.0,1622.0,22942.0
35333,2023-01-12 05:00:00,2024-07-17 00:00:00,3.1,346.37,4931.0,5118.0,1944.0,0.0,4.0,18445.0,1643.0,23935.0
35334,2023-01-12 06:00:00,2024-07-17 00:00:00,3.1,364.68,6217.0,6081.0,1944.0,0.0,4.0,18404.0,1636.0,26285.0
35335,2023-01-12 07:00:00,2024-07-17 00:00:00,3.1,376.31,7765.0,6686.0,1944.0,0.0,4.0,18703.0,1628.0,27412.0
35336,2023-01-12 08:00:00,2024-07-17 00:00:00,3.1,378.35,8480.0,6989.0,1944.0,0.0,12.0,18936.0,1611.0,27134.0
35337,2023-01-12 09:00:00,2024-07-17 00:00:00,3.1,375.61,8433.0,6431.0,1944.0,0.0,77.0,18950.0,1598.0,26440.0
35338,2023-01-12 10:00:00,2024-07-17 00:00:00,3.1,373.04,8223.0,6041.0,1944.0,0.0,154.0,18889.0,1582.0,26022.0
35339,2023-01-12 11:00:00,2024-07-17 00:00:00,3.1,367.1,7856.0,5637.0,1944.0,0.0,190.0,18816.0,1544.0,24794.0
35340,2023-01-12 12:00:00,2024-07-17 00:00:00,3.1,363.17,7274.0,5434.0,1944.0,0.0,156.0,18558.0,1514.0,24211.0
35341,2023-01-12 13:00:00,2024-07-17 00:00:00,3.1,370.45,7459.0,5858.0,1944.0,0.0,88.0,18073.0,1552.0,25030.0
35342,2023-01-12 14:00:00,2024-07-17 00:00:00,3.1,375.38,8008.0,5848.0,1944.0,0.0,28.0,18024.0,1528.0,25202.0
35343,2023-01-12 15:00:00,2024-07-17 00:00:00,3.1,379.06,8043.0,5905.0,1944.0,0.0,5.0,18062.0,1559.0,26366.0
35344,2023-01-12 16:00:00,2024-07-17 00:00:00,3.1,388.99,8127.0,6630.0,1940.0,0.0,4.0,18274.0,1539.0,29966.0
35345,2023-01-12 17:00:00,2024-07-17 00:00:00,3.1,392.25,8339.0,7240.0,1943.0,0.0,4.0,18466.0,1551.0,31243.0
35346,2023-01-12 18:00:00,2024-07-17 00:00:00,3.1,391.99,8341.0,6795.0,1944.0,0.0,4.0,18629.0,1542.0,31422.0
35347,2023-01-12 19:00:00,2024-07-17 00:00:00,3.1,382.83,7540.0,5795.0,1944.0,0.0,4.0,18663.0,1533.0,29701.0
35348,2023-01-12 20:00:00,2024-07-17 00:00:00,3.1,363.13,6725.0,4845.0,1944.0,0.0,4.0,18533.0,1548.0,25001.0
35349,2023-01-12 21:00:00,2024-07-17 00:00:00,3.1,352.16,5669.0,4525.0,1942.0,0.0,4.0,18411.0,1549.0,23881.0
35350,2023-01-12 22:00:00,2024-07-17 00:00:00,3.1,351.14,5456.0,4525.0,1940.0,0.0,4.0,18056.0,1558.0,23470.0
35351,2023-01-12 23:00:00,2024-07-17 00:00:00,3.1,349.54,5486.0,4614.0,1940.0,0.0,4.0,18212.0,1549.0,23245.0
