Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
38088,2023-05-07 00:00:00,2024-07-17 00:00:00,3.1,503.56,5418.0,9367.0,1896.0,0.0,4.0,4029.0,1729.0,9183.0
38089,2023-05-07 01:00:00,2024-07-17 00:00:00,3.1,501.0,5138.0,8891.0,1896.0,0.0,4.0,3761.0,1675.0,8465.0
38090,2023-05-07 02:00:00,2024-07-17 00:00:00,3.1,497.58,4874.0,9174.0,1898.0,0.0,4.0,3849.0,1633.0,8553.0
38091,2023-05-07 03:00:00,2024-07-17 00:00:00,3.1,492.32,4847.0,8633.0,1900.0,0.0,4.0,4152.0,1651.0,8560.0
38092,2023-05-07 04:00:00,2024-07-17 00:00:00,3.1,501.2,4835.0,7545.0,1900.0,0.0,24.0,3982.0,1619.0,9429.0
38093,2023-05-07 05:00:00,2024-07-17 00:00:00,3.1,516.97,4834.0,7184.0,1900.0,0.0,131.0,3823.0,1547.0,11629.0
38094,2023-05-07 06:00:00,2024-07-17 00:00:00,3.1,538.84,4844.0,6693.0,1901.0,0.0,260.0,3819.0,1563.0,16093.0
38095,2023-05-07 07:00:00,2024-07-17 00:00:00,3.1,561.89,4864.0,6247.0,1900.0,0.0,458.0,3434.0,1561.0,20888.0
38096,2023-05-07 08:00:00,2024-07-17 00:00:00,3.1,593.24,4673.0,4939.0,1900.0,0.0,481.0,2571.0,1488.0,26751.0
38097,2023-05-07 09:00:00,2024-07-17 00:00:00,3.1,623.27,4625.0,5647.0,1900.0,0.0,621.0,875.0,1373.0,31787.0
38098,2023-05-07 10:00:00,2024-07-17 00:00:00,3.1,627.01,4478.0,5228.0,1900.0,0.0,613.0,860.0,1439.0,33954.0
38099,2023-05-07 11:00:00,2024-07-17 00:00:00,3.1,616.81,3929.0,5303.0,1900.0,0.0,867.0,993.0,1460.0,32277.0
38100,2023-05-07 12:00:00,2024-07-17 00:00:00,3.1,604.65,3814.0,5374.0,1900.0,0.0,1258.0,1171.0,1505.0,30243.0
38101,2023-05-07 13:00:00,2024-07-17 00:00:00,3.1,592.8,3930.0,5634.0,1900.0,0.0,1132.0,1411.0,1492.0,25860.0
38102,2023-05-07 14:00:00,2024-07-17 00:00:00,3.1,587.13,4452.0,7060.0,1900.0,0.0,975.0,1352.0,1516.0,22951.0
38103,2023-05-07 15:00:00,2024-07-17 00:00:00,3.1,587.71,4766.0,7997.0,1901.0,0.0,625.0,1220.0,1585.0,21183.0
38104,2023-05-07 16:00:00,2024-07-17 00:00:00,3.1,577.21,5168.0,10860.0,1900.0,0.0,508.0,1108.0,1598.0,18069.0
38105,2023-05-07 17:00:00,2024-07-17 00:00:00,3.1,566.85,5416.0,12816.0,1900.0,0.0,314.0,1105.0,1596.0,14900.0
38106,2023-05-07 18:00:00,2024-07-17 00:00:00,3.1,556.5,5436.0,12869.0,1900.0,0.0,94.0,1391.0,1591.0,12434.0
38107,2023-05-07 19:00:00,2024-07-17 00:00:00,3.1,551.68,5449.0,13139.0,1900.0,0.0,5.0,1657.0,1591.0,12028.0
38108,2023-05-07 20:00:00,2024-07-17 00:00:00,3.1,541.89,5426.0,13074.0,1900.0,0.0,4.0,2236.0,1536.0,11665.0
38109,2023-05-07 21:00:00,2024-07-17 00:00:00,3.1,523.25,5058.0,12880.0,1900.0,0.0,4.0,2772.0,1533.0,10015.0
38110,2023-05-07 22:00:00,2024-07-17 00:00:00,3.1,511.19,4969.0,11799.0,1900.0,0.0,4.0,3044.0,1529.0,8572.0
38111,2023-05-07 23:00:00,2024-07-17 00:00:00,3.1,514.33,4890.0,10561.0,1900.0,0.0,4.0,2635.0,1525.0,7962.0
