Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
36384,2023-02-25 00:00:00,2024-07-17 00:00:00,3.1,336.9,5601.0,5739.0,1943.0,0.0,4.0,15896.0,1718.0,16928.0
36385,2023-02-25 01:00:00,2024-07-17 00:00:00,3.1,332.64,5350.0,5876.0,1944.0,0.0,4.0,15225.0,1707.0,15573.0
36386,2023-02-25 02:00:00,2024-07-17 00:00:00,3.1,334.41,4819.0,5892.0,1944.0,0.0,4.0,14592.0,1707.0,15967.0
36387,2023-02-25 03:00:00,2024-07-17 00:00:00,3.1,321.05,4308.0,5321.0,1944.0,0.0,4.0,15364.0,1701.0,15565.0
36388,2023-02-25 04:00:00,2024-07-17 00:00:00,3.1,327.48,4740.0,5384.0,1944.0,0.0,4.0,15572.0,1688.0,16205.0
36389,2023-02-25 05:00:00,2024-07-17 00:00:00,3.1,345.37,5398.0,5218.0,1944.0,0.0,4.0,15158.0,1678.0,17946.0
36390,2023-02-25 06:00:00,2024-07-17 00:00:00,3.1,343.5,6020.0,4877.0,1944.0,0.0,6.0,16229.0,1697.0,18102.0
36391,2023-02-25 07:00:00,2024-07-17 00:00:00,3.1,356.92,5808.0,5029.0,1942.0,0.0,92.0,15945.0,1708.0,21183.0
36392,2023-02-25 08:00:00,2024-07-17 00:00:00,3.1,368.63,4638.0,5242.0,1940.0,0.0,422.0,14784.0,1679.0,24796.0
36393,2023-02-25 09:00:00,2024-07-17 00:00:00,3.1,366.51,3843.0,4936.0,1941.0,0.0,657.0,15263.0,1655.0,26972.0
36394,2023-02-25 10:00:00,2024-07-17 00:00:00,3.1,360.78,3682.0,4176.0,1940.0,0.0,939.0,16805.0,1693.0,28961.0
36395,2023-02-25 11:00:00,2024-07-17 00:00:00,3.1,371.56,3494.0,3634.0,1940.0,0.0,1054.0,16714.0,1694.0,32444.0
36396,2023-02-25 12:00:00,2024-07-17 00:00:00,3.1,382.35,3504.0,3629.0,1940.0,0.0,1025.0,15852.0,1684.0,34052.0
36397,2023-02-25 13:00:00,2024-07-17 00:00:00,3.1,393.69,3481.0,3611.0,1940.0,0.0,903.0,12395.0,1713.0,30246.0
36398,2023-02-25 14:00:00,2024-07-17 00:00:00,3.1,377.75,3702.0,3970.0,1941.0,0.0,672.0,14956.0,1676.0,29839.0
36399,2023-02-25 15:00:00,2024-07-17 00:00:00,3.1,374.9,5094.0,5354.0,1944.0,0.0,387.0,14571.0,1710.0,25198.0
36400,2023-02-25 16:00:00,2024-07-17 00:00:00,3.1,406.61,8306.0,7917.0,1944.0,0.0,74.0,13278.0,1677.0,25273.0
36401,2023-02-25 17:00:00,2024-07-17 00:00:00,3.1,416.93,10046.0,9069.0,1944.0,0.0,5.0,13080.0,1652.0,24886.0
36402,2023-02-25 18:00:00,2024-07-17 00:00:00,3.1,422.42,10348.0,9408.0,1944.0,0.0,4.0,12075.0,1671.0,23785.0
36403,2023-02-25 19:00:00,2024-07-17 00:00:00,3.1,428.14,10428.0,9419.0,1944.0,0.0,4.0,11130.0,1641.0,23073.0
36404,2023-02-25 20:00:00,2024-07-17 00:00:00,3.1,428.62,10466.0,8811.0,1943.0,0.0,4.0,10592.0,1674.0,21451.0
36405,2023-02-25 21:00:00,2024-07-17 00:00:00,3.1,428.78,10398.0,7655.0,1940.0,0.0,4.0,10412.0,1671.0,20657.0
36406,2023-02-25 22:00:00,2024-07-17 00:00:00,3.1,425.47,10273.0,7378.0,1940.0,0.0,4.0,10402.0,1686.0,19682.0
36407,2023-02-25 23:00:00,2024-07-17 00:00:00,3.1,428.7,9773.0,7249.0,1940.0,0.0,4.0,9322.0,1691.0,18746.0
