Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
35472,2023-01-18 00:00:00,2024-07-17 00:00:00,3.1,525.22,10987.0,16500.0,1945.0,0.0,4.0,6987.0,1535.0,13666.0
35473,2023-01-18 01:00:00,2024-07-17 00:00:00,3.1,515.34,11516.0,16269.0,1944.0,0.0,4.0,7865.0,1532.0,12389.0
35474,2023-01-18 02:00:00,2024-07-17 00:00:00,3.1,512.26,11627.0,15844.0,1944.0,0.0,4.0,8159.0,1541.0,12111.0
35475,2023-01-18 03:00:00,2024-07-17 00:00:00,3.1,512.69,11486.0,17006.0,1944.0,0.0,4.0,8255.0,1543.0,12861.0
35476,2023-01-18 04:00:00,2024-07-17 00:00:00,3.1,514.3,11380.0,19318.0,1944.0,0.0,4.0,8684.0,1506.0,14905.0
35477,2023-01-18 05:00:00,2024-07-17 00:00:00,3.1,515.88,11649.0,24607.0,1944.0,0.0,4.0,9807.0,1440.0,18676.0
35478,2023-01-18 06:00:00,2024-07-17 00:00:00,3.1,529.36,11790.0,28213.0,1944.0,0.0,4.0,9155.0,1446.0,22679.0
35479,2023-01-18 07:00:00,2024-07-17 00:00:00,3.1,526.35,11890.0,30318.0,1945.0,0.0,5.0,10186.0,1414.0,24657.0
35480,2023-01-18 08:00:00,2024-07-17 00:00:00,3.1,522.0,11915.0,30961.0,1948.0,0.0,76.0,11263.0,1418.0,26063.0
35481,2023-01-18 09:00:00,2024-07-17 00:00:00,3.1,520.69,11706.0,28750.0,1948.0,0.0,331.0,11665.0,1462.0,27313.0
35482,2023-01-18 10:00:00,2024-07-17 00:00:00,3.1,512.88,11033.0,25000.0,1948.0,0.0,568.0,12863.0,1453.0,28279.0
35483,2023-01-18 11:00:00,2024-07-17 00:00:00,3.1,511.93,10947.0,22973.0,1948.0,0.0,654.0,13613.0,1405.0,29912.0
35484,2023-01-18 12:00:00,2024-07-17 00:00:00,3.1,510.86,10947.0,22757.0,1947.0,0.0,602.0,13994.0,1413.0,30317.0
35485,2023-01-18 13:00:00,2024-07-17 00:00:00,3.1,503.26,11061.0,24676.0,1945.0,0.0,384.0,15110.0,1410.0,29371.0
35486,2023-01-18 14:00:00,2024-07-17 00:00:00,3.1,508.65,11059.0,27076.0,1944.0,0.0,117.0,15142.0,1419.0,31420.0
35487,2023-01-18 15:00:00,2024-07-17 00:00:00,3.1,520.78,11827.0,27588.0,1944.0,0.0,32.0,14590.0,1409.0,34380.0
35488,2023-01-18 16:00:00,2024-07-17 00:00:00,3.1,520.42,12065.0,27572.0,1944.0,0.0,4.0,15671.0,1422.0,36814.0
35489,2023-01-18 17:00:00,2024-07-17 00:00:00,3.1,520.03,11865.0,24080.0,1944.0,0.0,4.0,15573.0,1409.0,36059.0
35490,2023-01-18 18:00:00,2024-07-17 00:00:00,3.1,517.41,11664.0,22554.0,1945.0,0.0,4.0,15704.0,1444.0,35280.0
35491,2023-01-18 19:00:00,2024-07-17 00:00:00,3.1,506.83,11185.0,17821.0,1944.0,0.0,4.0,15694.0,1440.0,30754.0
35492,2023-01-18 20:00:00,2024-07-17 00:00:00,3.1,492.0,11557.0,13576.0,1944.0,0.0,4.0,16298.0,1474.0,25948.0
35493,2023-01-18 21:00:00,2024-07-17 00:00:00,3.1,489.39,11629.0,11756.0,1948.0,0.0,4.0,15809.0,1476.0,23861.0
35494,2023-01-18 22:00:00,2024-07-17 00:00:00,3.1,484.93,11607.0,11245.0,1948.0,0.0,4.0,15409.0,1497.0,21673.0
35495,2023-01-18 23:00:00,2024-07-17 00:00:00,3.1,468.47,10530.0,9609.0,1948.0,0.0,4.0,15333.0,1420.0,18724.0
