UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
2023-05-10 00:00:00,4816.0,14916.0,1896.0,0.0,4.0,1496.0,1337.0,7487.0
2023-05-10 01:00:00,4805.0,14437.0,1896.0,0.0,4.0,1643.0,1455.0,7592.0
2023-05-10 02:00:00,4808.0,14962.0,1900.0,0.0,4.0,2158.0,1462.0,7728.0
2023-05-10 03:00:00,4804.0,15052.0,1900.0,0.0,4.0,2571.0,1445.0,7968.0
2023-05-10 04:00:00,4976.0,17970.0,1896.0,0.0,17.0,2219.0,1435.0,10127.0
2023-05-10 05:00:00,5323.0,18943.0,1896.0,0.0,62.0,1677.0,1418.0,12634.0
2023-05-10 06:00:00,5396.0,19121.0,1896.0,0.0,148.0,1474.0,1409.0,15850.0
2023-05-10 07:00:00,5365.0,18839.0,1899.0,0.0,267.0,1378.0,1432.0,18191.0
2023-05-10 08:00:00,5354.0,19179.0,1900.0,0.0,394.0,1220.0,1463.0,20484.0
2023-05-10 09:00:00,5370.0,19217.0,1897.0,0.0,453.0,1245.0,1486.0,23136.0
2023-05-10 10:00:00,5354.0,18917.0,1893.0,0.0,596.0,1206.0,1536.0,24480.0
2023-05-10 11:00:00,5378.0,18987.0,1893.0,0.0,516.0,1060.0,1503.0,25084.0
2023-05-10 12:00:00,5337.0,18740.0,1892.0,0.0,463.0,895.0,1418.0,25402.0
2023-05-10 13:00:00,4925.0,19884.0,1892.0,0.0,535.0,890.0,1375.0,24442.0
2023-05-10 14:00:00,4783.0,20846.0,1892.0,0.0,404.0,816.0,1499.0,23087.0
2023-05-10 15:00:00,4586.0,24418.0,1892.0,0.0,373.0,657.0,1577.0,22658.0
2023-05-10 16:00:00,4432.0,26576.0,1895.0,0.0,247.0,568.0,1574.0,19823.0
2023-05-10 17:00:00,4204.0,27436.0,1896.0,0.0,154.0,455.0,1600.0,34106.0
2023-05-10 18:00:00,4544.0,28093.0,1896.0,0.0,54.0,430.0,1644.0,15068.0
2023-05-10 19:00:00,4581.0,28098.0,1896.0,0.0,4.0,376.0,1602.0,14086.0
2023-05-10 20:00:00,4589.0,27862.0,1896.0,0.0,4.0,292.0,1630.0,13092.0
2023-05-10 21:00:00,4552.0,27427.0,1896.0,0.0,4.0,366.0,1624.0,11497.0
2023-05-10 22:00:00,4369.0,26670.0,1896.0,0.0,4.0,677.0,1613.0,9987.0
2023-05-10 23:00:00,4038.0,26789.0,1896.0,0.0,4.0,422.0,1630.0,9685.0
