UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-07-20 00:00:00,9379.0,1171.0,245.0,115.0,0.0,714.0,238.0
2023-07-20 01:00:00,9093.0,1127.0,244.0,118.0,0.0,781.0,267.0
2023-07-20 02:00:00,9125.0,1134.0,244.0,132.0,12.0,842.0,283.0
2023-07-20 03:00:00,9450.0,1154.0,247.0,118.0,217.0,805.0,293.0
2023-07-20 04:00:00,10622.0,1483.0,246.0,131.0,725.0,735.0,300.0
2023-07-20 05:00:00,11414.0,1547.0,247.0,155.0,1570.0,578.0,298.0
2023-07-20 06:00:00,11610.0,1605.0,246.0,160.0,2798.0,652.0,299.0
2023-07-20 07:00:00,10975.0,1474.0,248.0,158.0,4135.0,818.0,300.0
2023-07-20 08:00:00,10398.0,1374.0,247.0,125.0,5023.0,968.0,302.0
2023-07-20 09:00:00,10045.0,1361.0,246.0,120.0,5720.0,1182.0,299.0
2023-07-20 10:00:00,9717.0,1227.0,276.0,120.0,6035.0,1488.0,298.0
2023-07-20 11:00:00,9298.0,1203.0,282.0,120.0,5785.0,2092.0,300.0
2023-07-20 12:00:00,9169.0,1155.0,284.0,119.0,5823.0,2522.0,299.0
2023-07-20 13:00:00,9062.0,1176.0,286.0,121.0,5683.0,2661.0,298.0
2023-07-20 14:00:00,9379.0,1206.0,287.0,130.0,4452.0,2918.0,298.0
2023-07-20 15:00:00,9745.0,1398.0,287.0,136.0,3314.0,2349.0,300.0
2023-07-20 16:00:00,10739.0,1451.0,284.0,150.0,1914.0,2199.0,300.0
2023-07-20 17:00:00,11701.0,1524.0,286.0,191.0,749.0,1679.0,297.0
2023-07-20 18:00:00,12162.0,1537.0,285.0,189.0,229.0,1135.0,299.0
2023-07-20 19:00:00,11928.0,1561.0,284.0,178.0,11.0,1074.0,299.0
2023-07-20 20:00:00,10676.0,1521.0,250.0,138.0,0.0,1398.0,299.0
2023-07-20 21:00:00,9915.0,1380.0,245.0,121.0,0.0,1530.0,297.0
2023-07-20 22:00:00,9010.0,1159.0,249.0,116.0,0.0,1623.0,284.0
2023-07-20 23:00:00,8860.0,1162.0,250.0,114.0,0.0,1712.0,281.0
