UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-03-04 00:00:00,8901.0,1566.0,328.0,291.0,0.0,6532.0,261.0
2023-03-04 01:00:00,8702.0,1578.0,328.0,295.0,0.0,6407.0,261.0
2023-03-04 02:00:00,8815.0,1549.0,328.0,295.0,0.0,6097.0,262.0
2023-03-04 03:00:00,8843.0,1560.0,326.0,295.0,0.0,5762.0,263.0
2023-03-04 04:00:00,8849.0,1548.0,324.0,295.0,0.0,5557.0,263.0
2023-03-04 05:00:00,8972.0,1632.0,321.0,294.0,33.0,5423.0,264.0
2023-03-04 06:00:00,9482.0,1658.0,321.0,339.0,330.0,5332.0,260.0
2023-03-04 07:00:00,10004.0,1692.0,322.0,353.0,941.0,5303.0,262.0
2023-03-04 08:00:00,10219.0,1748.0,322.0,367.0,1271.0,5626.0,261.0
2023-03-04 09:00:00,10070.0,1697.0,321.0,367.0,1373.0,6030.0,265.0
2023-03-04 10:00:00,9783.0,1624.0,322.0,327.0,1977.0,6400.0,264.0
2023-03-04 11:00:00,9291.0,1577.0,321.0,302.0,2315.0,6534.0,261.0
2023-03-04 12:00:00,9204.0,1577.0,319.0,299.0,2348.0,6577.0,262.0
2023-03-04 13:00:00,9193.0,1661.0,316.0,297.0,2041.0,6573.0,263.0
2023-03-04 14:00:00,9236.0,1676.0,314.0,296.0,1377.0,6467.0,262.0
2023-03-04 15:00:00,9975.0,1792.0,328.0,316.0,642.0,5886.0,262.0
2023-03-04 16:00:00,11440.0,2111.0,337.0,369.0,68.0,4788.0,262.0
2023-03-04 17:00:00,12714.0,2290.0,344.0,384.0,0.0,3950.0,263.0
2023-03-04 18:00:00,12379.0,2271.0,344.0,389.0,0.0,3475.0,261.0
2023-03-04 19:00:00,11809.0,2009.0,341.0,389.0,0.0,3237.0,263.0
2023-03-04 20:00:00,11456.0,1900.0,332.0,386.0,0.0,3053.0,263.0
2023-03-04 21:00:00,10976.0,1802.0,329.0,362.0,0.0,2873.0,260.0
2023-03-04 22:00:00,10076.0,1682.0,328.0,307.0,0.0,2795.0,262.0
2023-03-04 23:00:00,9589.0,1665.0,326.0,302.0,0.0,2691.0,262.0
