Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
40104,2023-07-30 00:00:00,539.93,7220.0,1273.0,255.0,125.0,0.0,2098.0,256.0
40105,2023-07-30 01:00:00,539.67,7185.0,1457.0,256.0,125.0,0.0,2031.0,256.0
40106,2023-07-30 02:00:00,545.07,7242.0,1472.0,258.0,140.0,8.0,1910.0,259.0
40107,2023-07-30 03:00:00,545.33,7255.0,1486.0,259.0,146.0,128.0,1770.0,268.0
40108,2023-07-30 04:00:00,537.07,7446.0,1382.0,257.0,158.0,719.0,1451.0,270.0
40109,2023-07-30 05:00:00,505.63,7247.0,1320.0,257.0,151.0,1935.0,895.0,260.0
40110,2023-07-30 06:00:00,451.84,7013.0,1294.0,253.0,163.0,3466.0,637.0,257.0
40111,2023-07-30 07:00:00,392.53,6514.0,1166.0,257.0,160.0,4948.0,675.0,257.0
40112,2023-07-30 08:00:00,341.14,5994.0,964.0,256.0,149.0,6316.0,769.0,256.0
40113,2023-07-30 09:00:00,326.44,6118.0,1027.0,256.0,147.0,7026.0,896.0,256.0
40114,2023-07-30 10:00:00,323.55,6220.0,1117.0,255.0,130.0,7113.0,1118.0,255.0
40115,2023-07-30 11:00:00,328.07,6315.0,1163.0,253.0,127.0,6856.0,1283.0,257.0
40116,2023-07-30 12:00:00,339.24,6248.0,1083.0,250.0,128.0,6138.0,1374.0,257.0
40117,2023-07-30 13:00:00,361.28,6407.0,1167.0,251.0,128.0,5435.0,1310.0,257.0
40118,2023-07-30 14:00:00,408.34,7021.0,1320.0,252.0,137.0,4550.0,979.0,255.0
40119,2023-07-30 15:00:00,478.37,7820.0,1367.0,252.0,178.0,2879.0,942.0,257.0
40120,2023-07-30 16:00:00,542.69,8661.0,1459.0,250.0,197.0,1561.0,927.0,256.0
40121,2023-07-30 17:00:00,582.03,8921.0,1485.0,251.0,204.0,635.0,1016.0,256.0
40122,2023-07-30 18:00:00,589.55,9139.0,1513.0,253.0,199.0,220.0,1323.0,258.0
40123,2023-07-30 19:00:00,583.19,9045.0,1501.0,255.0,188.0,10.0,1662.0,256.0
40124,2023-07-30 20:00:00,562.13,8608.0,1306.0,254.0,175.0,0.0,2081.0,257.0
40125,2023-07-30 21:00:00,559.27,8050.0,1049.0,256.0,173.0,0.0,2033.0,258.0
40126,2023-07-30 22:00:00,551.4,7945.0,1207.0,256.0,137.0,0.0,2147.0,257.0
40127,2023-07-30 23:00:00,540.85,7685.0,1239.0,255.0,133.0,0.0,2271.0,255.0
