Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
35976,2023-02-08 00:00:00,235.49,342.0,60.0,698.0,0.0,79.0,0.0,1.0,18.0
35977,2023-02-08 01:00:00,234.09,339.0,61.0,698.0,0.0,80.0,0.0,1.0,18.0
35978,2023-02-08 02:00:00,211.79,293.0,61.0,698.0,0.0,86.0,0.0,2.0,18.0
35979,2023-02-08 03:00:00,208.91,286.0,63.0,698.0,0.0,86.0,0.0,1.0,18.0
35980,2023-02-08 04:00:00,230.17,333.0,65.0,698.0,0.0,89.0,0.0,1.0,18.0
35981,2023-02-08 05:00:00,228.8,410.0,65.0,698.0,0.0,274.0,0.0,2.0,18.0
35982,2023-02-08 06:00:00,226.43,511.0,66.0,698.0,0.0,526.0,3.0,2.0,17.0
35983,2023-02-08 07:00:00,219.1,533.0,67.0,698.0,0.0,622.0,22.0,2.0,18.0
35984,2023-02-08 08:00:00,189.34,434.0,66.0,698.0,0.0,602.0,51.0,2.0,18.0
35985,2023-02-08 09:00:00,182.44,363.0,64.0,698.0,0.0,428.0,68.0,2.0,19.0
35986,2023-02-08 10:00:00,211.49,361.0,65.0,698.0,0.0,197.0,70.0,2.0,18.0
35987,2023-02-08 11:00:00,208.99,373.0,63.0,698.0,0.0,242.0,70.0,2.0,20.0
35988,2023-02-08 12:00:00,216.92,373.0,64.0,698.0,0.0,196.0,64.0,2.0,19.0
35989,2023-02-08 13:00:00,203.88,339.0,63.0,698.0,0.0,207.0,49.0,2.0,20.0
35990,2023-02-08 14:00:00,189.84,369.0,64.0,698.0,0.0,422.0,29.0,2.0,18.0
35991,2023-02-08 15:00:00,203.95,434.0,66.0,698.0,0.0,510.0,8.0,2.0,19.0
35992,2023-02-08 16:00:00,208.36,463.0,66.0,698.0,0.0,560.0,0.0,2.0,17.0
35993,2023-02-08 17:00:00,226.94,537.0,66.0,698.0,0.0,584.0,0.0,2.0,19.0
35994,2023-02-08 18:00:00,200.21,465.0,67.0,698.0,0.0,638.0,0.0,2.0,19.0
35995,2023-02-08 19:00:00,215.79,425.0,66.0,698.0,0.0,400.0,0.0,2.0,19.0
35996,2023-02-08 20:00:00,211.72,342.0,66.0,698.0,0.0,216.0,0.0,2.0,19.0
35997,2023-02-08 21:00:00,191.14,287.0,65.0,698.0,0.0,197.0,0.0,2.0,18.0
35998,2023-02-08 22:00:00,194.42,285.0,63.0,698.0,0.0,168.0,0.0,1.0,19.0
35999,2023-02-08 23:00:00,208.3,284.0,59.0,698.0,0.0,79.0,0.0,2.0,19.0
