Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
38856,2023-06-08 00:00:00,154.36,383.0,31.0,694.0,0.0,834.0,0.0,0.0,18.0
38857,2023-06-08 01:00:00,122.56,286.0,30.0,694.0,0.0,837.0,0.0,0.0,17.0
38858,2023-06-08 02:00:00,126.16,296.0,32.0,694.0,0.0,839.0,0.0,0.0,16.0
38859,2023-06-08 03:00:00,151.54,375.0,30.0,694.0,0.0,837.0,2.0,0.0,16.0
38860,2023-06-08 04:00:00,181.32,505.0,32.0,694.0,0.0,921.0,14.0,0.0,16.0
38861,2023-06-08 05:00:00,184.8,524.0,33.0,694.0,0.0,924.0,29.0,0.0,17.0
38862,2023-06-08 06:00:00,152.21,410.0,32.0,693.0,0.0,920.0,53.0,0.0,17.0
38863,2023-06-08 07:00:00,146.92,390.0,30.0,693.0,0.0,887.0,75.0,0.0,18.0
38864,2023-06-08 08:00:00,114.12,285.0,29.0,693.0,0.0,869.0,98.0,0.0,18.0
38865,2023-06-08 09:00:00,96.85,233.0,30.0,693.0,0.0,844.0,125.0,0.0,18.0
38866,2023-06-08 10:00:00,98.68,238.0,28.0,692.0,0.0,826.0,136.0,0.0,18.0
38867,2023-06-08 11:00:00,100.1,241.0,29.0,692.0,0.0,827.0,129.0,0.0,19.0
38868,2023-06-08 12:00:00,100.19,240.0,28.0,693.0,0.0,826.0,119.0,0.0,18.0
38869,2023-06-08 13:00:00,103.28,246.0,27.0,693.0,0.0,812.0,111.0,0.0,18.0
38870,2023-06-08 14:00:00,125.24,312.0,28.0,692.0,0.0,828.0,98.0,0.0,18.0
38871,2023-06-08 15:00:00,150.43,394.0,27.0,692.0,0.0,854.0,72.0,0.0,18.0
38872,2023-06-08 16:00:00,182.78,508.0,29.0,692.0,0.0,880.0,43.0,0.0,19.0
38873,2023-06-08 17:00:00,187.09,526.0,34.0,692.0,0.0,917.0,17.0,0.0,18.0
38874,2023-06-08 18:00:00,178.62,489.0,34.0,692.0,0.0,917.0,1.0,0.0,18.0
38875,2023-06-08 19:00:00,161.66,433.0,29.0,692.0,0.0,930.0,0.0,0.0,18.0
38876,2023-06-08 20:00:00,160.54,423.0,28.0,692.0,0.0,906.0,0.0,0.0,18.0
38877,2023-06-08 21:00:00,162.35,427.0,29.0,692.0,0.0,899.0,0.0,0.0,18.0
38878,2023-06-08 22:00:00,169.68,425.0,30.0,693.0,0.0,803.0,0.0,0.0,18.0
38879,2023-06-08 23:00:00,169.57,424.0,31.0,692.0,0.0,803.0,0.0,0.0,18.0
