UTC Time,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore,Wind Offshore 
2021-06-13 14:00:00+00:00,380.0,1021.0,5.0,64.0,1.0,29.0,602.0,353.0,0.0
2021-06-13 15:00:00+00:00,373.0,1187.0,4.0,57.0,1.0,28.0,546.0,552.0,1.0
2021-06-13 16:00:00+00:00,373.0,1250.0,5.0,63.0,1.0,29.0,455.0,681.0,2.0
2021-06-13 17:00:00+00:00,368.0,1481.0,5.0,477.0,1.0,29.0,283.0,1004.0,3.0
2021-06-13 18:00:00+00:00,364.0,1959.0,5.0,881.0,58.0,29.0,117.0,833.0,4.0
2021-06-13 19:00:00+00:00,368.0,2053.0,5.0,1907.0,183.0,29.0,19.0,862.0,9.0
2021-06-13 20:00:00+00:00,368.0,2154.0,5.0,2002.0,650.0,28.0,0.0,594.0,14.0
2021-06-13 21:00:00+00:00,369.0,2219.0,5.0,1965.0,374.0,29.0,0.0,425.0,15.0
2021-06-13 22:00:00+00:00,366.0,2378.0,4.0,1451.0,107.0,29.0,0.0,435.0,5.0
2021-06-13 23:00:00+00:00,358.0,2352.0,5.0,657.0,19.0,28.0,0.0,520.0,2.0
2021-06-14 00:00:00+00:00,362.0,2455.0,5.0,363.0,1.0,29.0,0.0,565.0,1.0
2021-06-14 01:00:00+00:00,356.0,2489.0,5.0,355.0,1.0,27.0,0.0,625.0,1.0
2021-06-14 02:00:00+00:00,359.0,2495.0,5.0,552.0,21.0,29.0,0.0,621.0,2.0
2021-06-14 03:00:00+00:00,363.0,2676.0,5.0,528.0,24.0,28.0,0.0,611.0,2.0
2021-06-14 04:00:00+00:00,357.0,2670.0,5.0,686.0,310.0,28.0,0.0,537.0,0.0
2021-06-14 05:00:00+00:00,356.0,2633.0,5.0,1750.0,179.0,28.0,14.0,500.0,0.0
2021-06-14 06:00:00+00:00,354.0,2841.0,4.0,1734.0,525.0,29.0,102.0,572.0,0.0
2021-06-14 07:00:00+00:00,350.0,2819.0,5.0,1616.0,650.0,29.0,272.0,407.0,0.0
2021-06-14 08:00:00+00:00,354.0,2866.0,5.0,1662.0,558.0,27.0,453.0,215.0,0.0
2021-06-14 09:00:00+00:00,354.0,2823.0,5.0,1486.0,475.0,29.0,593.0,112.0,0.0
2021-06-14 10:00:00+00:00,354.0,2804.0,5.0,1632.0,591.0,31.0,677.0,107.0,0.0
2021-06-14 11:00:00+00:00,352.0,2810.0,5.0,1629.0,382.0,31.0,696.0,99.0,0.0
2021-06-14 12:00:00+00:00,358.0,2854.0,5.0,1665.0,320.0,32.0,689.0,98.0,0.0
2021-06-14 13:00:00+00:00,358.0,2857.0,5.0,1501.0,324.0,31.0,659.0,113.0,1.0
2021-06-14 14:00:00+00:00,361.0,2891.0,5.0,1444.0,336.0,31.0,631.0,189.0,2.0
2021-06-14 15:00:00+00:00,366.0,2879.0,5.0,1338.0,336.0,32.0,567.0,359.0,3.0
2021-06-14 16:00:00+00:00,367.0,2921.0,6.0,1441.0,783.0,31.0,463.0,572.0,3.0
2021-06-14 17:00:00+00:00,366.0,2973.0,6.0,1421.0,1016.0,31.0,305.0,619.0,7.0
2021-06-14 18:00:00+00:00,366.0,3219.0,6.0,1469.0,1024.0,31.0,123.0,647.0,6.0
2021-06-14 19:00:00+00:00,370.0,3135.0,10.0,1477.0,1104.0,30.0,19.0,739.0,5.0
2021-06-14 20:00:00+00:00,370.0,3174.0,12.0,1474.0,830.0,31.0,0.0,857.0,4.0
2021-06-14 21:00:00+00:00,367.0,3040.0,13.0,1170.0,424.0,31.0,0.0,708.0,2.0
2021-06-14 22:00:00+00:00,370.0,3161.0,15.0,763.0,357.0,30.0,0.0,849.0,2.0
2021-06-14 23:00:00+00:00,372.0,3059.0,16.0,349.0,329.0,31.0,0.0,1056.0,2.0
2021-06-15 00:00:00+00:00,374.0,3063.0,16.0,281.0,360.0,30.0,0.0,1100.0,2.0
2021-06-15 01:00:00+00:00,375.0,2979.0,49.0,242.0,506.0,31.0,0.0,1037.0,0.0
2021-06-15 02:00:00+00:00,373.0,2955.0,122.0,94.0,211.0,30.0,0.0,1237.0,0.0
2021-06-15 03:00:00+00:00,363.0,2970.0,200.0,75.0,100.0,30.0,0.0,1460.0,0.0
2021-06-15 04:00:00+00:00,363.0,3054.0,260.0,111.0,175.0,30.0,0.0,1533.0,0.0
2021-06-15 05:00:00+00:00,368.0,3070.0,278.0,318.0,420.0,31.0,11.0,1493.0,0.0
2021-06-15 06:00:00+00:00,367.0,3164.0,289.0,576.0,579.0,32.0,93.0,1402.0,0.0
2021-06-15 07:00:00+00:00,376.0,3154.0,270.0,877.0,715.0,31.0,214.0,1229.0,0.0
2021-06-15 08:00:00+00:00,376.0,3174.0,292.0,834.0,586.0,31.0,369.0,802.0,0.0
2021-06-15 09:00:00+00:00,384.0,3148.0,297.0,1013.0,611.0,31.0,490.0,460.0,0.0
2021-06-15 10:00:00+00:00,380.0,3123.0,298.0,1144.0,725.0,30.0,585.0,280.0,0.0
2021-06-15 11:00:00+00:00,382.0,3104.0,299.0,1131.0,714.0,31.0,618.0,179.0,0.0
2021-06-15 12:00:00+00:00,383.0,3113.0,300.0,1579.0,424.0,31.0,603.0,126.0,0.0
2021-06-15 13:00:00+00:00,383.0,3056.0,247.0,1636.0,369.0,31.0,565.0,142.0,1.0
2021-06-15 14:00:00+00:00,384.0,3227.0,254.0,1103.0,327.0,31.0,565.0,273.0,2.0
2021-06-15 15:00:00+00:00,382.0,3321.0,269.0,1210.0,452.0,30.0,502.0,406.0,3.0
2021-06-15 16:00:00+00:00,370.0,3374.0,260.0,1190.0,488.0,30.0,363.0,705.0,3.0
2021-06-15 17:00:00+00:00,361.0,3332.0,289.0,1720.0,575.0,30.0,231.0,1335.0,6.0
2021-06-15 18:00:00+00:00,365.0,3304.0,287.0,1650.0,737.0,29.0,84.0,1502.0,9.0
2021-06-15 19:00:00+00:00,366.0,3351.0,291.0,1737.0,750.0,29.0,11.0,1692.0,3.0
2021-06-15 20:00:00+00:00,376.0,3444.0,291.0,1372.0,452.0,29.0,0.0,1974.0,1.0
2021-06-15 21:00:00+00:00,383.0,3407.0,256.0,1138.0,408.0,30.0,0.0,1511.0,3.0
2021-06-15 22:00:00+00:00,394.0,3359.0,262.0,898.0,655.0,30.0,0.0,1048.0,5.0
2021-06-15 23:00:00+00:00,386.0,3225.0,235.0,600.0,676.0,30.0,0.0,882.0,6.0
2021-06-16 00:00:00+00:00,383.0,3270.0,207.0,91.0,274.0,31.0,0.0,1496.0,2.0
2021-06-16 01:00:00+00:00,384.0,3064.0,205.0,58.0,94.0,30.0,0.0,1991.0,0.0
2021-06-16 02:00:00+00:00,389.0,3040.0,204.0,59.0,94.0,30.0,0.0,2142.0,0.0
2021-06-16 03:00:00+00:00,394.0,3061.0,228.0,198.0,354.0,31.0,0.0,1690.0,0.0
2021-06-16 04:00:00+00:00,396.0,3046.0,232.0,471.0,649.0,30.0,0.0,1273.0,0.0
2021-06-16 05:00:00+00:00,399.0,3245.0,262.0,746.0,215.0,31.0,5.0,1458.0,3.0
2021-06-16 06:00:00+00:00,396.0,3572.0,290.0,1263.0,530.0,32.0,46.0,1371.0,1.0
2021-06-16 07:00:00+00:00,396.0,3602.0,272.0,1310.0,716.0,32.0,113.0,835.0,2.0
2021-06-16 08:00:00+00:00,398.0,3558.0,324.0,964.0,713.0,29.0,201.0,427.0,22.0
2021-06-16 09:00:00+00:00,398.0,3573.0,423.0,1143.0,673.0,26.0,279.0,303.0,20.0
2021-06-16 10:00:00+00:00,403.0,3571.0,399.0,914.0,387.0,29.0,401.0,275.0,18.0
2021-06-16 11:00:00+00:00,404.0,3519.0,422.0,664.0,188.0,29.0,479.0,265.0,11.0
2021-06-16 12:00:00+00:00,403.0,3515.0,422.0,449.0,185.0,29.0,479.0,317.0,6.0
2021-06-16 13:00:00+00:00,398.0,3451.0,418.0,279.0,115.0,31.0,473.0,381.0,4.0
2021-06-16 14:00:00+00:00,393.0,3260.0,337.0,244.0,230.0,31.0,472.0,323.0,2.0
2021-06-16 15:00:00+00:00,397.0,3559.0,331.0,440.0,974.0,30.0,453.0,264.0,1.0
2021-06-16 16:00:00+00:00,400.0,3515.0,373.0,791.0,1015.0,30.0,357.0,236.0,0.0
2021-06-16 17:00:00+00:00,398.0,3550.0,348.0,784.0,1067.0,30.0,241.0,224.0,0.0
2021-06-16 18:00:00+00:00,398.0,3518.0,331.0,1290.0,1001.0,29.0,95.0,250.0,0.0
2021-06-16 19:00:00+00:00,400.0,3530.0,348.0,1176.0,573.0,28.0,16.0,236.0,0.0
2021-06-16 20:00:00+00:00,404.0,3518.0,293.0,1194.0,495.0,27.0,0.0,241.0,0.0
2021-06-16 21:00:00+00:00,406.0,3401.0,316.0,643.0,317.0,29.0,0.0,232.0,0.0
2021-06-16 22:00:00+00:00,401.0,3495.0,298.0,756.0,701.0,29.0,0.0,241.0,2.0
2021-06-16 23:00:00+00:00,406.0,3404.0,212.0,559.0,333.0,29.0,0.0,193.0,1.0
2021-06-17 00:00:00+00:00,396.0,3363.0,203.0,336.0,262.0,29.0,0.0,137.0,1.0
2021-06-17 01:00:00+00:00,394.0,3373.0,203.0,331.0,172.0,29.0,0.0,73.0,0.0
2021-06-17 02:00:00+00:00,392.0,3405.0,205.0,393.0,69.0,29.0,0.0,51.0,0.0
2021-06-17 03:00:00+00:00,394.0,3391.0,206.0,520.0,176.0,30.0,0.0,46.0,0.0
2021-06-17 04:00:00+00:00,394.0,3434.0,232.0,555.0,459.0,31.0,0.0,87.0,0.0
2021-06-17 05:00:00+00:00,395.0,3421.0,250.0,873.0,437.0,32.0,6.0,109.0,0.0
2021-06-17 06:00:00+00:00,391.0,3617.0,276.0,1029.0,921.0,32.0,55.0,109.0,0.0
2021-06-17 07:00:00+00:00,384.0,3607.0,387.0,1222.0,640.0,32.0,105.0,114.0,2.0
2021-06-17 08:00:00+00:00,379.0,3579.0,420.0,1115.0,119.0,32.0,130.0,180.0,8.0
2021-06-17 09:00:00+00:00,380.0,3553.0,422.0,939.0,79.0,31.0,147.0,289.0,13.0
2021-06-17 10:00:00+00:00,385.0,3554.0,423.0,893.0,79.0,32.0,213.0,459.0,19.0
2021-06-17 11:00:00+00:00,384.0,3485.0,339.0,739.0,77.0,32.0,289.0,661.0,22.0
2021-06-17 12:00:00+00:00,380.0,3310.0,200.0,279.0,68.0,31.0,344.0,739.0,25.0
2021-06-17 13:00:00+00:00,380.0,3168.0,200.0,259.0,68.0,31.0,343.0,888.0,25.0
2021-06-17 14:00:00+00:00,382.0,3097.0,202.0,195.0,73.0,31.0,354.0,1024.0,25.0
2021-06-17 15:00:00+00:00,377.0,3427.0,216.0,188.0,73.0,31.0,320.0,1174.0,25.0
2021-06-17 16:00:00+00:00,378.0,3466.0,260.0,686.0,328.0,32.0,295.0,1255.0,25.0
2021-06-17 17:00:00+00:00,381.0,3486.0,290.0,1014.0,844.0,32.0,202.0,1262.0,25.0
2021-06-17 18:00:00+00:00,383.0,3432.0,290.0,1375.0,965.0,32.0,89.0,1264.0,25.0
2021-06-17 19:00:00+00:00,387.0,3449.0,291.0,1482.0,657.0,32.0,13.0,1198.0,25.0
2021-06-17 20:00:00+00:00,386.0,3455.0,291.0,1262.0,361.0,32.0,0.0,1015.0,25.0
2021-06-17 21:00:00+00:00,384.0,3168.0,245.0,875.0,160.0,32.0,0.0,881.0,25.0
2021-06-17 22:00:00+00:00,383.0,3486.0,225.0,741.0,87.0,32.0,0.0,854.0,25.0
2021-06-17 23:00:00+00:00,384.0,3296.0,142.0,565.0,68.0,31.0,0.0,709.0,25.0
2021-06-18 00:00:00+00:00,386.0,3290.0,106.0,381.0,68.0,31.0,0.0,566.0,25.0
2021-06-18 01:00:00+00:00,387.0,3435.0,120.0,351.0,68.0,31.0,0.0,390.0,25.0
2021-06-18 02:00:00+00:00,392.0,3335.0,109.0,271.0,68.0,32.0,0.0,333.0,25.0
2021-06-18 03:00:00+00:00,393.0,3353.0,109.0,347.0,135.0,32.0,0.0,292.0,25.0
2021-06-18 04:00:00+00:00,391.0,3360.0,109.0,630.0,293.0,32.0,0.0,351.0,25.0
2021-06-18 05:00:00+00:00,389.0,3393.0,108.0,1074.0,813.0,32.0,7.0,348.0,25.0
2021-06-18 06:00:00+00:00,384.0,3519.0,104.0,1320.0,992.0,31.0,61.0,349.0,25.0
2021-06-18 07:00:00+00:00,385.0,3552.0,129.0,1521.0,684.0,32.0,146.0,311.0,25.0
2021-06-18 08:00:00+00:00,389.0,3539.0,200.0,1378.0,274.0,31.0,222.0,303.0,25.0
2021-06-18 09:00:00+00:00,389.0,3474.0,191.0,1340.0,224.0,32.0,329.0,344.0,25.0
2021-06-18 10:00:00+00:00,387.0,3490.0,88.0,1348.0,207.0,32.0,449.0,455.0,25.0
2021-06-18 11:00:00+00:00,387.0,3506.0,15.0,1079.0,68.0,31.0,518.0,498.0,25.0
2021-06-18 12:00:00+00:00,391.0,3344.0,10.0,691.0,65.0,32.0,546.0,440.0,25.0
2021-06-18 13:00:00+00:00,394.0,3307.0,10.0,228.0,69.0,31.0,554.0,361.0,17.0
2021-06-18 14:00:00+00:00,393.0,3180.0,9.0,203.0,69.0,31.0,539.0,372.0,3.0
2021-06-18 15:00:00+00:00,392.0,3306.0,6.0,134.0,71.0,31.0,477.0,449.0,5.0
2021-06-18 16:00:00+00:00,379.0,3426.0,6.0,500.0,215.0,32.0,315.0,669.0,13.0
2021-06-18 17:00:00+00:00,380.0,3510.0,7.0,784.0,787.0,32.0,200.0,785.0,24.0
2021-06-18 18:00:00+00:00,374.0,3466.0,6.0,934.0,387.0,31.0,92.0,887.0,20.0
2021-06-18 19:00:00+00:00,366.0,3475.0,6.0,802.0,267.0,31.0,14.0,986.0,25.0
2021-06-18 20:00:00+00:00,367.0,3500.0,6.0,962.0,180.0,31.0,0.0,839.0,25.0
2021-06-18 21:00:00+00:00,391.0,3463.0,6.0,713.0,182.0,31.0,0.0,911.0,25.0
2021-06-18 22:00:00+00:00,403.0,3231.0,5.0,644.0,140.0,31.0,0.0,700.0,21.0
2021-06-18 23:00:00+00:00,401.0,2369.0,5.0,708.0,164.0,31.0,0.0,615.0,15.0
2021-06-19 00:00:00+00:00,404.0,2235.0,5.0,696.0,161.0,30.0,0.0,529.0,14.0
2021-06-19 01:00:00+00:00,406.0,2289.0,8.0,715.0,215.0,30.0,0.0,491.0,13.0
2021-06-19 02:00:00+00:00,400.0,2204.0,8.0,748.0,178.0,30.0,0.0,486.0,13.0
2021-06-19 03:00:00+00:00,401.0,2045.0,6.0,739.0,292.0,30.0,0.0,428.0,11.0
2021-06-19 04:00:00+00:00,397.0,2037.0,6.0,703.0,217.0,30.0,0.0,359.0,7.0
2021-06-19 05:00:00+00:00,399.0,2172.0,5.0,575.0,327.0,30.0,7.0,360.0,5.0
2021-06-19 06:00:00+00:00,403.0,2143.0,5.0,642.0,442.0,31.0,64.0,365.0,3.0
2021-06-19 07:00:00+00:00,399.0,2207.0,5.0,634.0,617.0,31.0,172.0,327.0,2.0
2021-06-19 08:00:00+00:00,402.0,2245.0,6.0,730.0,399.0,30.0,285.0,294.0,0.0
2021-06-19 09:00:00+00:00,401.0,2007.0,9.0,943.0,444.0,31.0,359.0,295.0,0.0
2021-06-19 10:00:00+00:00,399.0,1852.0,7.0,841.0,640.0,29.0,391.0,365.0,0.0
2021-06-19 11:00:00+00:00,398.0,1848.0,6.0,838.0,774.0,30.0,421.0,462.0,1.0
2021-06-19 12:00:00+00:00,398.0,1649.0,5.0,585.0,596.0,31.0,406.0,662.0,0.0
2021-06-19 13:00:00+00:00,393.0,1417.0,4.0,287.0,158.0,32.0,414.0,828.0,0.0
2021-06-19 14:00:00+00:00,393.0,1378.0,5.0,209.0,218.0,31.0,431.0,1071.0,0.0
2021-06-19 15:00:00+00:00,394.0,1415.0,5.0,183.0,177.0,31.0,361.0,1268.0,1.0
2021-06-19 16:00:00+00:00,396.0,1452.0,5.0,516.0,291.0,32.0,313.0,1352.0,1.0
2021-06-19 17:00:00+00:00,399.0,1451.0,5.0,783.0,510.0,32.0,232.0,1433.0,2.0
2021-06-19 18:00:00+00:00,400.0,1463.0,5.0,655.0,529.0,32.0,82.0,1526.0,2.0
2021-06-19 19:00:00+00:00,397.0,1522.0,5.0,657.0,533.0,31.0,14.0,1528.0,6.0
2021-06-19 20:00:00+00:00,400.0,1519.0,5.0,646.0,592.0,32.0,0.0,1490.0,15.0
2021-06-19 21:00:00+00:00,400.0,1405.0,5.0,393.0,301.0,31.0,0.0,1495.0,23.0
2021-06-19 22:00:00+00:00,396.0,1179.0,5.0,232.0,145.0,31.0,0.0,1651.0,25.0
2021-06-19 23:00:00+00:00,401.0,592.0,5.0,276.0,186.0,32.0,0.0,1883.0,25.0
2021-06-20 00:00:00+00:00,396.0,347.0,6.0,273.0,118.0,31.0,0.0,2070.0,25.0
2021-06-20 01:00:00+00:00,391.0,341.0,7.0,246.0,1.0,29.0,0.0,2204.0,25.0
2021-06-20 02:00:00+00:00,391.0,336.0,5.0,241.0,36.0,29.0,0.0,2507.0,24.0
2021-06-20 03:00:00+00:00,395.0,336.0,5.0,271.0,38.0,27.0,0.0,2869.0,6.0
2021-06-20 04:00:00+00:00,399.0,338.0,5.0,174.0,1.0,28.0,0.0,2918.0,0.0
2021-06-20 05:00:00+00:00,398.0,334.0,5.0,145.0,1.0,29.0,3.0,2837.0,1.0
2021-06-20 06:00:00+00:00,400.0,332.0,4.0,147.0,1.0,30.0,31.0,2588.0,3.0
2021-06-20 07:00:00+00:00,398.0,329.0,5.0,198.0,62.0,30.0,90.0,2328.0,4.0
2021-06-20 08:00:00+00:00,399.0,330.0,5.0,334.0,13.0,29.0,172.0,2361.0,11.0
2021-06-20 09:00:00+00:00,401.0,328.0,5.0,503.0,1.0,28.0,250.0,2479.0,15.0
2021-06-20 10:00:00+00:00,403.0,330.0,5.0,569.0,1.0,29.0,352.0,2549.0,19.0
2021-06-20 11:00:00+00:00,403.0,333.0,4.0,483.0,1.0,31.0,416.0,2735.0,20.0
2021-06-20 12:00:00+00:00,402.0,332.0,5.0,216.0,1.0,29.0,491.0,2933.0,22.0
2021-06-20 13:00:00+00:00,402.0,329.0,4.0,228.0,1.0,29.0,505.0,3001.0,24.0
2021-06-20 14:00:00+00:00,404.0,330.0,5.0,198.0,1.0,31.0,508.0,3140.0,25.0
2021-06-20 15:00:00+00:00,404.0,331.0,4.0,207.0,1.0,31.0,470.0,3212.0,24.0
2021-06-20 16:00:00+00:00,401.0,329.0,5.0,188.0,1.0,30.0,399.0,3257.0,24.0
2021-06-20 17:00:00+00:00,399.0,330.0,5.0,190.0,1.0,30.0,254.0,3108.0,21.0
2021-06-20 18:00:00+00:00,394.0,329.0,5.0,396.0,37.0,28.0,112.0,3086.0,22.0
2021-06-20 19:00:00+00:00,398.0,326.0,5.0,585.0,138.0,31.0,20.0,3010.0,21.0
2021-06-20 20:00:00+00:00,383.0,272.0,5.0,816.0,217.0,30.0,0.0,2861.0,22.0
2021-06-20 21:00:00+00:00,384.0,288.0,5.0,616.0,49.0,31.0,0.0,2767.0,13.0
2021-06-20 22:00:00+00:00,384.0,292.0,5.0,692.0,34.0,29.0,0.0,2646.0,13.0
2021-06-20 23:00:00+00:00,386.0,303.0,5.0,557.0,2.0,29.0,0.0,2627.0,13.0
2021-06-21 00:00:00+00:00,390.0,307.0,5.0,451.0,55.0,31.0,0.0,2608.0,8.0
2021-06-21 01:00:00+00:00,385.0,313.0,5.0,294.0,56.0,29.0,0.0,2555.0,4.0
2021-06-21 02:00:00+00:00,388.0,330.0,5.0,304.0,55.0,28.0,0.0,2239.0,3.0
2021-06-21 03:00:00+00:00,389.0,507.0,6.0,298.0,56.0,29.0,0.0,1947.0,3.0
2021-06-21 04:00:00+00:00,394.0,978.0,5.0,408.0,59.0,30.0,0.0,1946.0,3.0
2021-06-21 05:00:00+00:00,392.0,1590.0,5.0,626.0,341.0,29.0,5.0,1921.0,0.0
2021-06-21 06:00:00+00:00,387.0,2290.0,5.0,971.0,509.0,29.0,48.0,1679.0,1.0
2021-06-21 07:00:00+00:00,390.0,2584.0,5.0,1127.0,404.0,30.0,126.0,1215.0,1.0
2021-06-21 08:00:00+00:00,383.0,2748.0,5.0,1224.0,168.0,31.0,226.0,874.0,0.0
2021-06-21 09:00:00+00:00,369.0,2826.0,5.0,1195.0,171.0,31.0,296.0,651.0,0.0
2021-06-21 10:00:00+00:00,366.0,2838.0,6.0,1112.0,320.0,30.0,344.0,526.0,0.0
2021-06-21 11:00:00+00:00,364.0,2798.0,5.0,938.0,268.0,30.0,383.0,553.0,0.0
2021-06-21 12:00:00+00:00,362.0,2719.0,6.0,462.0,130.0,31.0,406.0,630.0,1.0
2021-06-21 13:00:00+00:00,360.0,2535.0,5.0,127.0,68.0,29.0,394.0,736.0,2.0
2021-06-21 14:00:00+00:00,369.0,2625.0,5.0,303.0,71.0,30.0,415.0,776.0,1.0
2021-06-21 15:00:00+00:00,373.0,2663.0,5.0,362.0,212.0,30.0,356.0,856.0,1.0
2021-06-21 16:00:00+00:00,347.0,2727.0,4.0,420.0,415.0,30.0,326.0,999.0,1.0
2021-06-21 17:00:00+00:00,345.0,2731.0,5.0,630.0,700.0,30.0,254.0,1199.0,2.0
2021-06-21 18:00:00+00:00,354.0,2812.0,5.0,933.0,713.0,29.0,110.0,1242.0,5.0
2021-06-21 19:00:00+00:00,365.0,2789.0,5.0,961.0,768.0,30.0,21.0,1289.0,6.0
2021-06-21 20:00:00+00:00,367.0,2729.0,5.0,1097.0,598.0,30.0,0.0,1336.0,9.0
2021-06-21 21:00:00+00:00,373.0,2797.0,5.0,928.0,399.0,30.0,0.0,1352.0,8.0
2021-06-21 22:00:00+00:00,371.0,2767.0,5.0,779.0,214.0,30.0,0.0,1295.0,9.0
2021-06-21 23:00:00+00:00,369.0,2532.0,5.0,554.0,212.0,29.0,0.0,1258.0,9.0
2021-06-22 00:00:00+00:00,369.0,2564.0,5.0,417.0,213.0,29.0,0.0,1263.0,15.0
2021-06-22 01:00:00+00:00,370.0,2602.0,5.0,379.0,176.0,30.0,0.0,1168.0,22.0
2021-06-22 02:00:00+00:00,371.0,2526.0,5.0,227.0,71.0,30.0,0.0,1240.0,20.0
2021-06-22 03:00:00+00:00,364.0,2548.0,5.0,270.0,51.0,29.0,0.0,1421.0,18.0
2021-06-22 04:00:00+00:00,362.0,2659.0,6.0,441.0,189.0,28.0,0.0,1625.0,17.0
2021-06-22 05:00:00+00:00,370.0,2604.0,5.0,669.0,242.0,30.0,9.0,1782.0,17.0
2021-06-22 06:00:00+00:00,393.0,2756.0,5.0,1094.0,341.0,30.0,71.0,1755.0,18.0
2021-06-22 07:00:00+00:00,396.0,2788.0,5.0,1076.0,262.0,31.0,216.0,1486.0,19.0
2021-06-22 08:00:00+00:00,391.0,2716.0,5.0,981.0,263.0,30.0,367.0,1324.0,24.0
2021-06-22 09:00:00+00:00,382.0,2707.0,5.0,977.0,100.0,30.0,567.0,1346.0,24.0
2021-06-22 10:00:00+00:00,386.0,2680.0,5.0,729.0,68.0,31.0,634.0,1318.0,24.0
2021-06-22 11:00:00+00:00,379.0,2502.0,5.0,758.0,68.0,31.0,662.0,1309.0,25.0
2021-06-22 12:00:00+00:00,371.0,2491.0,6.0,682.0,68.0,30.0,693.0,1387.0,25.0
2021-06-22 13:00:00+00:00,383.0,2508.0,6.0,400.0,69.0,30.0,684.0,1457.0,25.0
2021-06-22 14:00:00+00:00,386.0,2573.0,5.0,246.0,112.0,32.0,644.0,1767.0,25.0
2021-06-22 15:00:00+00:00,387.0,2538.0,5.0,468.0,249.0,31.0,601.0,2163.0,25.0
2021-06-22 16:00:00+00:00,393.0,2733.0,5.0,658.0,274.0,31.0,509.0,2433.0,25.0
2021-06-22 17:00:00+00:00,393.0,2700.0,5.0,685.0,179.0,31.0,335.0,2553.0,25.0
2021-06-22 18:00:00+00:00,395.0,2763.0,5.0,863.0,180.0,30.0,142.0,2520.0,25.0
2021-06-22 19:00:00+00:00,371.0,2755.0,5.0,869.0,171.0,30.0,23.0,2356.0,25.0
2021-06-22 20:00:00+00:00,370.0,2578.0,6.0,963.0,215.0,29.0,0.0,2080.0,25.0
2021-06-22 21:00:00+00:00,372.0,2493.0,5.0,654.0,134.0,30.0,0.0,1946.0,25.0
2021-06-22 22:00:00+00:00,377.0,2742.0,5.0,468.0,68.0,31.0,0.0,1910.0,25.0
2021-06-22 23:00:00+00:00,380.0,2686.0,5.0,297.0,59.0,31.0,0.0,1792.0,25.0
2021-06-23 00:00:00+00:00,379.0,2292.0,5.0,159.0,55.0,31.0,0.0,1735.0,25.0
2021-06-23 01:00:00+00:00,383.0,2365.0,5.0,211.0,55.0,30.0,0.0,1736.0,25.0
2021-06-23 02:00:00+00:00,391.0,2277.0,5.0,176.0,55.0,29.0,0.0,1846.0,25.0
2021-06-23 03:00:00+00:00,391.0,2472.0,6.0,208.0,55.0,28.0,0.0,1820.0,25.0
2021-06-23 04:00:00+00:00,395.0,2645.0,5.0,416.0,58.0,30.0,0.0,1798.0,25.0
2021-06-23 05:00:00+00:00,399.0,2593.0,5.0,697.0,123.0,29.0,14.0,1847.0,25.0
2021-06-23 06:00:00+00:00,405.0,2811.0,5.0,1065.0,475.0,28.0,112.0,1672.0,21.0
2021-06-23 07:00:00+00:00,406.0,2762.0,5.0,1173.0,120.0,29.0,314.0,1377.0,15.0
2021-06-23 08:00:00+00:00,407.0,2750.0,5.0,1155.0,91.0,28.0,494.0,1042.0,25.0
2021-06-23 09:00:00+00:00,408.0,2714.0,6.0,904.0,154.0,28.0,644.0,714.0,25.0
2021-06-23 10:00:00+00:00,400.0,2721.0,5.0,805.0,80.0,29.0,741.0,495.0,25.0
2021-06-23 11:00:00+00:00,404.0,2647.0,5.0,612.0,128.0,28.0,778.0,391.0,25.0
2021-06-23 12:00:00+00:00,415.0,2656.0,5.0,694.0,68.0,28.0,785.0,374.0,25.0
2021-06-23 13:00:00+00:00,412.0,2612.0,5.0,586.0,67.0,29.0,780.0,429.0,25.0
2021-06-23 14:00:00+00:00,417.0,2619.0,5.0,408.0,68.0,29.0,740.0,522.0,25.0
2021-06-23 15:00:00+00:00,417.0,2532.0,5.0,507.0,68.0,29.0,648.0,682.0,25.0
2021-06-23 16:00:00+00:00,415.0,2622.0,6.0,548.0,66.0,29.0,520.0,830.0,25.0
2021-06-23 17:00:00+00:00,416.0,2627.0,5.0,522.0,62.0,29.0,326.0,942.0,25.0
2021-06-23 18:00:00+00:00,404.0,2758.0,5.0,403.0,180.0,28.0,139.0,960.0,25.0
2021-06-23 19:00:00+00:00,405.0,2682.0,5.0,517.0,309.0,28.0,22.0,931.0,25.0
2021-06-23 20:00:00+00:00,401.0,2777.0,5.0,800.0,589.0,28.0,0.0,1026.0,25.0
2021-06-23 21:00:00+00:00,409.0,2777.0,5.0,424.0,126.0,28.0,0.0,1088.0,25.0
2021-06-23 22:00:00+00:00,411.0,2759.0,5.0,292.0,66.0,28.0,0.0,1149.0,22.0
2021-06-23 23:00:00+00:00,417.0,2435.0,5.0,135.0,56.0,29.0,0.0,1359.0,19.0
2021-06-24 00:00:00+00:00,425.0,2342.0,6.0,49.0,55.0,29.0,0.0,1702.0,14.0
2021-06-24 01:00:00+00:00,421.0,2253.0,6.0,44.0,55.0,29.0,0.0,1915.0,11.0
2021-06-24 02:00:00+00:00,422.0,2167.0,5.0,43.0,55.0,29.0,0.0,1890.0,10.0
2021-06-24 03:00:00+00:00,418.0,2374.0,5.0,42.0,60.0,28.0,0.0,1685.0,3.0
