datetime,avg_wind_production_forecast
2023-06-27T00:00:00.000000000,4055.50013
2023-06-27T01:00:00.000000000,4104.37019
2023-06-27T02:00:00.000000000,4250.1002
2023-06-27T03:00:00.000000000,4194.19002
2023-06-27T04:00:00.000000000,4226.61006
2023-06-27T05:00:00.000000000,4272.14998
2023-06-27T06:00:00.000000000,4312.39993
2023-06-27T07:00:00.000000000,4406.75983
2023-06-27T08:00:00.000000000,4367.39005
2023-06-27T09:00:00.000000000,4311.54989
2023-06-27T10:00:00.000000000,4189.36009
2023-06-27T11:00:00.000000000,3994.88987
2023-06-27T12:00:00.000000000,3730.68004
2023-06-27T13:00:00.000000000,3335.16991
2023-06-27T14:00:00.000000000,2753.9701
2023-06-27T15:00:00.000000000,2145.64996
2023-06-27T16:00:00.000000000,1692.72001
2023-06-27T17:00:00.000000000,1415.58998
2023-06-27T18:00:00.000000000,1301.35995
2023-06-27T19:00:00.000000000,1378.38001
2023-06-27T20:00:00.000000000,1670.57995
2023-06-27T21:00:00.000000000,2076.47011
2023-06-27T22:00:00.000000000,2514.58
2023-06-27T23:00:00.000000000,2920.31993
2023-06-28T00:00:00.000000000,1871.72107
2023-06-28T01:00:00.000000000,1751.6498
2023-06-28T02:00:00.000000000,1735.71605
2023-06-28T03:00:00.000000000,1693.3846
2023-06-28T04:00:00.000000000,1494.22122
2023-06-28T05:00:00.000000000,1460.61045
2023-06-28T06:00:00.000000000,1391.12249
2023-06-28T07:00:00.000000000,1244.97339
2023-06-28T08:00:00.000000000,1236.45216
2023-06-28T09:00:00.000000000,1040.21141
2023-06-28T10:00:00.000000000,1075.57468
2023-06-28T11:00:00.000000000,983.56471
2023-06-28T12:00:00.000000000,801.49937
2023-06-28T13:00:00.000000000,706.7257
2023-06-28T14:00:00.000000000,707.63346
2023-06-28T15:00:00.000000000,505.06375
2023-06-28T16:00:00.000000000,401.35144
2023-06-28T17:00:00.000000000,345.90922
2023-06-28T18:00:00.000000000,398.4296
2023-06-28T19:00:00.000000000,369.08122
2023-06-28T20:00:00.000000000,282.15995
2023-06-28T21:00:00.000000000,238.56218
2023-06-28T22:00:00.000000000,160.51242
2023-06-28T23:00:00.000000000,176.30498
2023-06-29T00:00:00.000000000,42.54698
2023-06-29T01:00:00.000000000,39.95754
2023-06-29T02:00:00.000000000,37.15915
2023-06-29T03:00:00.000000000,34.547
2023-06-29T04:00:00.000000000,33.8793
2023-06-29T05:00:00.000000000,38.61421
2023-06-29T06:00:00.000000000,37.60118
2023-06-29T07:00:00.000000000,31.62252
2023-06-29T08:00:00.000000000,31.88966
2023-06-29T09:00:00.000000000,30.07705
2023-06-29T10:00:00.000000000,42.17472
2023-06-29T11:00:00.000000000,47.91036
2023-06-29T12:00:00.000000000,48.87909
2023-06-29T13:00:00.000000000,56.71939
2023-06-29T14:00:00.000000000,60.7158
2023-06-29T15:00:00.000000000,56.54936
2023-06-29T16:00:00.000000000,55.72679
2023-06-29T17:00:00.000000000,56.47817
2023-06-29T18:00:00.000000000,51.84194
2023-06-29T19:00:00.000000000,55.25276
2023-06-29T20:00:00.000000000,53.93194
2023-06-29T21:00:00.000000000,51.03506
2023-06-29T22:00:00.000000000,50.42532
2023-06-29T23:00:00.000000000,57.07823
2023-06-30T00:00:00.000000000,32.61254
2023-06-30T01:00:00.000000000,30.33107
2023-06-30T02:00:00.000000000,26.69442
2023-06-30T03:00:00.000000000,24.10865
2023-06-30T04:00:00.000000000,22.39302
2023-06-30T05:00:00.000000000,29.2006
2023-06-30T06:00:00.000000000,28.14077
2023-06-30T07:00:00.000000000,21.36884
2023-06-30T08:00:00.000000000,22.65238
2023-06-30T09:00:00.000000000,20.5742
2023-06-30T10:00:00.000000000,34.4306
2023-06-30T11:00:00.000000000,40.70666
2023-06-30T12:00:00.000000000,43.24223
2023-06-30T13:00:00.000000000,51.47261
2023-06-30T14:00:00.000000000,54.9828
2023-06-30T15:00:00.000000000,51.33998
2023-06-30T16:00:00.000000000,49.00243
2023-06-30T17:00:00.000000000,50.11093
2023-06-30T18:00:00.000000000,44.52835
2023-06-30T19:00:00.000000000,46.93298
2023-06-30T20:00:00.000000000,44.78853
2023-06-30T21:00:00.000000000,41.2845
2023-06-30T22:00:00.000000000,41.43708
2023-06-30T23:00:00.000000000,49.15677
