Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
35448,2023-01-17 00:00:00,109.38,152.0,806.0,31.0,28.0,18.0
35449,2023-01-17 01:00:00,109.26,152.0,806.0,31.0,27.0,18.0
35450,2023-01-17 02:00:00,109.46,152.0,805.0,37.0,28.0,19.0
35451,2023-01-17 03:00:00,109.43,152.0,805.0,47.0,31.0,20.0
35452,2023-01-17 04:00:00,108.91,151.0,804.0,52.0,33.0,20.0
35453,2023-01-17 05:00:00,109.76,150.0,803.0,58.0,38.0,22.0
35454,2023-01-17 06:00:00,97.8,150.0,980.0,55.0,38.0,22.0
35455,2023-01-17 07:00:00,96.8,151.0,1015.0,53.0,39.0,23.0
35456,2023-01-17 08:00:00,98.03,151.0,1013.0,52.0,40.0,25.0
35457,2023-01-17 09:00:00,96.58,151.0,1029.0,53.0,40.0,24.0
35458,2023-01-17 10:00:00,94.76,151.0,1031.0,53.0,37.0,21.0
35459,2023-01-17 11:00:00,98.56,151.0,1030.0,45.0,41.0,27.0
35460,2023-01-17 12:00:00,99.73,151.0,1019.0,44.0,41.0,28.0
35461,2023-01-17 13:00:00,94.14,151.0,1052.0,45.0,37.0,21.0
35462,2023-01-17 14:00:00,92.54,151.0,1086.0,42.0,37.0,21.0
35463,2023-01-17 15:00:00,91.71,150.0,1100.0,39.0,37.0,21.0
35464,2023-01-17 16:00:00,104.37,150.0,935.0,28.0,40.0,25.0
35465,2023-01-17 17:00:00,110.71,151.0,929.0,32.0,49.0,35.0
35466,2023-01-17 18:00:00,110.28,151.0,929.0,36.0,48.0,35.0
35467,2023-01-17 19:00:00,121.92,151.0,851.0,36.0,53.0,45.0
35468,2023-01-17 20:00:00,116.91,150.0,843.0,33.0,43.0,36.0
35469,2023-01-17 21:00:00,121.3,151.0,843.0,34.0,48.0,43.0
35470,2023-01-17 22:00:00,124.72,151.0,814.0,38.0,50.0,45.0
35471,2023-01-17 23:00:00,121.76,151.0,812.0,30.0,42.0,39.0
