UTC time,nat_gas,hydro,wind,biomass,unknown
2023-08-24 00:00:00,262.0,0.0,8.0,18.0,14.0
2023-08-24 01:00:00,262.0,0.0,6.0,18.0,13.0
2023-08-24 02:00:00,263.0,0.0,5.0,18.0,14.0
2023-08-24 03:00:00,265.0,0.0,6.0,19.0,14.0
2023-08-24 04:00:00,319.0,122.0,5.0,23.0,15.0
2023-08-24 05:00:00,493.0,186.0,3.0,26.0,16.0
2023-08-24 06:00:00,536.0,191.0,4.0,27.0,17.0
2023-08-24 07:00:00,502.0,191.0,7.0,27.0,18.0
2023-08-24 08:00:00,512.0,184.0,8.0,25.0,17.0
2023-08-24 09:00:00,643.0,33.0,17.0,23.0,17.0
2023-08-24 10:00:00,686.0,18.0,23.0,24.0,18.0
2023-08-24 11:00:00,685.0,18.0,27.0,28.0,23.0
2023-08-24 12:00:00,670.0,18.0,22.0,29.0,20.0
2023-08-24 13:00:00,665.0,18.0,16.0,28.0,19.0
2023-08-24 14:00:00,723.0,126.0,17.0,28.0,18.0
2023-08-24 15:00:00,725.0,138.0,17.0,25.0,16.0
2023-08-24 16:00:00,725.0,249.0,13.0,22.0,15.0
2023-08-24 17:00:00,745.0,360.0,5.0,23.0,16.0
2023-08-24 18:00:00,745.0,270.0,3.0,22.0,16.0
2023-08-24 19:00:00,687.0,173.0,4.0,22.0,16.0
2023-08-24 20:00:00,606.0,68.0,2.0,18.0,14.0
2023-08-24 21:00:00,476.0,92.0,2.0,17.0,13.0
2023-08-24 22:00:00,302.0,4.0,1.0,17.0,13.0
2023-08-24 23:00:00,265.0,0.0,1.0,18.0,13.0
