Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
35928,2023-02-06 00:00:00,215.82,448.0,305.0,16.0,29.0,18.0
35929,2023-02-06 01:00:00,241.43,526.0,248.0,23.0,34.0,18.0
35930,2023-02-06 02:00:00,244.15,526.0,248.0,17.0,40.0,25.0
35931,2023-02-06 03:00:00,244.53,528.0,248.0,16.0,38.0,23.0
35932,2023-02-06 04:00:00,243.63,534.0,252.0,18.0,41.0,25.0
35933,2023-02-06 05:00:00,203.73,758.0,608.0,17.0,41.0,26.0
35934,2023-02-06 06:00:00,177.7,785.0,842.0,15.0,35.0,19.0
35935,2023-02-06 07:00:00,176.97,785.0,848.0,16.0,35.0,19.0
35936,2023-02-06 08:00:00,178.23,787.0,844.0,16.0,38.0,23.0
35937,2023-02-06 09:00:00,179.49,787.0,842.0,12.0,43.0,28.0
35938,2023-02-06 10:00:00,185.35,788.0,787.0,16.0,43.0,29.0
35939,2023-02-06 11:00:00,202.19,786.0,642.0,21.0,41.0,28.0
35940,2023-02-06 12:00:00,213.38,787.0,556.0,25.0,39.0,25.0
35941,2023-02-06 13:00:00,213.46,785.0,556.0,22.0,40.0,25.0
35942,2023-02-06 14:00:00,214.02,786.0,556.0,19.0,40.0,25.0
35943,2023-02-06 15:00:00,214.69,787.0,557.0,18.0,43.0,29.0
35944,2023-02-06 16:00:00,215.44,787.0,552.0,12.0,39.0,23.0
35945,2023-02-06 17:00:00,216.33,791.0,551.0,10.0,39.0,23.0
35946,2023-02-06 18:00:00,216.13,791.0,552.0,8.0,38.0,21.0
35947,2023-02-06 19:00:00,191.97,687.0,635.0,6.0,38.0,21.0
35948,2023-02-06 20:00:00,156.55,437.0,609.0,6.0,37.0,21.0
35949,2023-02-06 21:00:00,156.06,425.0,593.0,9.0,37.0,21.0
35950,2023-02-06 22:00:00,156.98,425.0,592.0,2.0,36.0,20.0
35951,2023-02-06 23:00:00,157.25,299.0,418.0,3.0,34.0,19.0
