Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
41736,2023-10-06 00:00:00,119.34,0.0,0.0,28.0,14.0,11.0
41737,2023-10-06 01:00:00,122.54,0.0,0.0,32.0,16.0,13.0
41738,2023-10-06 02:00:00,28.36,0.0,173.0,25.0,14.0,11.0
41739,2023-10-06 03:00:00,18.79,0.0,269.0,12.0,15.0,10.0
41740,2023-10-06 04:00:00,12.42,0.0,428.0,7.0,18.0,10.0
41741,2023-10-06 05:00:00,12.16,0.0,479.0,7.0,23.0,11.0
41742,2023-10-06 06:00:00,17.21,0.0,362.0,3.0,24.0,12.0
41743,2023-10-06 07:00:00,25.6,0.0,248.0,6.0,25.0,13.0
41744,2023-10-06 08:00:00,27.89,0.0,214.0,19.0,22.0,13.0
41745,2023-10-06 09:00:00,146.99,0.0,33.0,30.0,36.0,34.0
41746,2023-10-06 10:00:00,91.76,0.0,18.0,43.0,18.0,15.0
41747,2023-10-06 11:00:00,96.99,0.0,18.0,34.0,17.0,14.0
41748,2023-10-06 12:00:00,146.57,0.0,1.0,21.0,16.0,13.0
41749,2023-10-06 13:00:00,98.17,0.0,0.0,48.0,20.0,14.0
41750,2023-10-06 14:00:00,70.52,0.0,0.0,72.0,21.0,13.0
41751,2023-10-06 15:00:00,72.95,0.0,0.0,92.0,25.0,17.0
41752,2023-10-06 16:00:00,41.24,0.0,87.0,108.0,25.0,17.0
41753,2023-10-06 17:00:00,35.29,0.0,125.0,110.0,25.0,17.0
41754,2023-10-06 18:00:00,90.55,0.0,8.0,74.0,25.0,20.0
41755,2023-10-06 19:00:00,87.5,0.0,0.0,60.0,18.0,14.0
41756,2023-10-06 20:00:00,58.03,0.0,29.0,55.0,14.0,11.0
41757,2023-10-06 21:00:00,103.69,0.0,0.0,37.0,13.0,11.0
41758,2023-10-06 22:00:00,107.2,0.0,0.0,34.0,14.0,11.0
41759,2023-10-06 23:00:00,107.2,0.0,0.0,34.0,14.0,11.0
