UTC time,nat_gas,hydro,wind,biomass,unknown
2023-03-02 00:00:00,332.0,312.0,17.0,43.0,36.0
2023-03-02 01:00:00,328.0,311.0,19.0,38.0,29.0
2023-03-02 02:00:00,329.0,312.0,21.0,44.0,36.0
2023-03-02 03:00:00,426.0,312.0,19.0,39.0,26.0
2023-03-02 04:00:00,500.0,392.0,18.0,37.0,24.0
2023-03-02 05:00:00,501.0,393.0,19.0,46.0,32.0
2023-03-02 06:00:00,507.0,482.0,20.0,43.0,28.0
2023-03-02 07:00:00,508.0,484.0,16.0,46.0,32.0
2023-03-02 08:00:00,547.0,485.0,17.0,34.0,19.0
2023-03-02 09:00:00,547.0,459.0,18.0,34.0,21.0
2023-03-02 10:00:00,544.0,461.0,20.0,38.0,28.0
2023-03-02 11:00:00,447.0,485.0,21.0,40.0,31.0
2023-03-02 12:00:00,447.0,487.0,21.0,41.0,31.0
2023-03-02 13:00:00,420.0,480.0,30.0,49.0,37.0
2023-03-02 14:00:00,377.0,519.0,46.0,44.0,30.0
2023-03-02 15:00:00,375.0,627.0,53.0,42.0,27.0
2023-03-02 16:00:00,376.0,631.0,56.0,39.0,24.0
2023-03-02 17:00:00,377.0,585.0,62.0,43.0,29.0
2023-03-02 18:00:00,350.0,549.0,67.0,42.0,29.0
2023-03-02 19:00:00,339.0,462.0,73.0,49.0,40.0
2023-03-02 20:00:00,324.0,275.0,74.0,36.0,26.0
2023-03-02 21:00:00,312.0,263.0,67.0,28.0,18.0
2023-03-02 22:00:00,322.0,301.0,59.0,28.0,18.0
2023-03-02 23:00:00,322.0,308.0,54.0,27.0,18.0
