UTC time,nat_gas,hydro,wind,biomass,unknown
2023-01-21 00:00:00,256.0,799.0,3.0,34.0,19.0
2023-01-21 01:00:00,256.0,802.0,5.0,39.0,23.0
2023-01-21 02:00:00,257.0,802.0,10.0,40.0,25.0
2023-01-21 03:00:00,258.0,802.0,17.0,40.0,24.0
2023-01-21 04:00:00,257.0,801.0,14.0,39.0,24.0
2023-01-21 05:00:00,262.0,805.0,12.0,38.0,22.0
2023-01-21 06:00:00,262.0,991.0,14.0,38.0,23.0
2023-01-21 07:00:00,263.0,996.0,27.0,39.0,23.0
2023-01-21 08:00:00,263.0,989.0,30.0,46.0,31.0
2023-01-21 09:00:00,263.0,1003.0,29.0,37.0,21.0
2023-01-21 10:00:00,263.0,981.0,19.0,41.0,26.0
2023-01-21 11:00:00,263.0,973.0,23.0,36.0,21.0
2023-01-21 12:00:00,263.0,969.0,23.0,46.0,35.0
2023-01-21 13:00:00,287.0,946.0,25.0,50.0,37.0
2023-01-21 14:00:00,368.0,991.0,31.0,48.0,35.0
2023-01-21 15:00:00,407.0,966.0,43.0,48.0,35.0
2023-01-21 16:00:00,407.0,966.0,43.0,38.0,21.0
2023-01-21 17:00:00,406.0,958.0,46.0,38.0,22.0
2023-01-21 18:00:00,310.0,886.0,38.0,38.0,22.0
2023-01-21 19:00:00,308.0,888.0,47.0,37.0,21.0
2023-01-21 20:00:00,268.0,807.0,43.0,36.0,20.0
2023-01-21 21:00:00,258.0,810.0,39.0,36.0,20.0
2023-01-21 22:00:00,265.0,810.0,40.0,35.0,20.0
2023-01-21 23:00:00,231.0,791.0,38.0,31.0,19.0
