UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-06-02 00:00:00,2024-07-17 00:00:00,3.1,3.999555007045544,276.8930958313284,274.285690527817,3.38054122167256,0.0227265985149762,0.0,5.29411,13.0,18.6251,13.50197
2023-06-02 01:00:00,2024-07-17 00:00:00,3.1,3.5789610498273987,277.4951823257576,274.8452691026038,14.028515637749448,0.0145413040041979,0.0,11.81621,15.0,18.08411,13.54698
2023-06-02 02:00:00,2024-07-17 00:00:00,3.1,3.5789610498273987,277.4951823257576,274.8452691026038,14.028515637749448,0.0145413040041979,0.0,33.01123,18.0,18.01639,14.04663
2023-06-02 03:00:00,2024-07-17 00:00:00,3.1,3.5789610498273987,277.4951823257576,274.8452691026038,14.028515637749448,0.0145413040041979,0.0,45.39569,22.0,17.87636,14.22738
2023-06-02 04:00:00,2024-07-17 00:00:00,3.1,4.59789737188674,282.3040970202093,274.960505510717,133.40049277059353,0.0582141945865044,0.0,97.82582,21.0,17.4572,14.45225
2023-06-02 05:00:00,2024-07-17 00:00:00,3.1,4.59789737188674,282.3040970202093,274.960505510717,133.40049277059353,0.0582141945865044,0.0,109.16245,21.0,17.61733,14.23101
2023-06-02 06:00:00,2024-07-17 00:00:00,3.1,4.59789737188674,282.3040970202093,274.960505510717,133.40049277059353,0.0582141945865044,0.0,123.15382,26.0,17.70069,13.83723
2023-06-02 07:00:00,2024-07-17 00:00:00,3.1,4.943215716974771,284.1548567196096,274.30267078448225,482.7648257964928,0.1071993679227143,0.0,118.32706,39.0,18.45952,13.60314
2023-06-02 08:00:00,2024-07-17 00:00:00,3.1,4.943215716974771,284.1548567196096,274.30267078448225,482.7648257964928,0.1071993679227143,0.0,121.457,46.0,18.77533,13.51978
2023-06-02 09:00:00,2024-07-17 00:00:00,3.1,4.943215716974771,284.1548567196096,274.30267078448225,482.7648257964928,0.1071993679227143,0.0,142.56677,47.0,18.5246,13.37912
2023-06-02 10:00:00,2024-07-17 00:00:00,3.1,5.173966918389949,285.6920546760714,274.18047841072985,523.6525947211846,0.1875210200538573,0.0,151.17082,50.0,18.97554,14.06314
2023-06-02 11:00:00,2024-07-17 00:00:00,3.1,5.173966918389949,285.6920546760714,274.18047841072985,523.6525947211846,0.1875210200538573,0.0,152.79097,52.0,20.54839,14.23177
2023-06-02 12:00:00,2024-07-17 00:00:00,3.1,5.173966918389949,285.6920546760714,274.18047841072985,523.6525947211846,0.1875210200538573,0.0,168.30519,55.0,20.604,14.29193
2023-06-02 13:00:00,2024-07-17 00:00:00,3.1,4.94142129559375,286.0496095259337,274.68725098477887,520.2862015435617,0.0328723612678184,0.0,164.47192,61.0,20.55901,14.06004
2023-06-02 14:00:00,2024-07-17 00:00:00,3.1,4.94142129559375,286.0496095259337,274.68725098477887,520.2862015435617,0.0328723612678184,0.0,157.53687,65.0,21.04938,14.43218
2023-06-02 15:00:00,2024-07-17 00:00:00,3.1,4.94142129559375,286.0496095259337,274.68725098477887,520.2862015435617,0.0328723612678184,12.74379,149.59421,58.0,21.00384,14.31254
2023-06-02 16:00:00,2024-07-17 00:00:00,3.1,3.6005140445574075,283.21354293354733,276.5519418543858,374.1190582336586,0.0452988752781128,18.77128,143.24308,53.0,21.00131,14.20928
2023-06-02 17:00:00,2024-07-17 00:00:00,3.1,3.6005140445574075,283.21354293354733,276.5519418543858,374.1190582336586,0.0452988752781128,20.05097,157.18961,49.0,20.50096,14.34558
2023-06-02 18:00:00,2024-07-17 00:00:00,3.1,3.6005140445574075,283.21354293354733,276.5519418543858,374.1190582336586,0.0452988752781128,27.39476,151.80364,44.0,19.13159,14.538
