UTC time,nat_gas,hydro,wind,biomass,unknown
2023-11-25 00:00:00,251.0,124.0,9.0,30.0,14.0
2023-11-25 01:00:00,252.0,125.0,9.0,31.0,14.0
2023-11-25 02:00:00,251.0,207.0,19.0,31.0,14.0
2023-11-25 03:00:00,250.0,223.0,17.0,32.0,15.0
2023-11-25 04:00:00,253.0,224.0,23.0,32.0,15.0
2023-11-25 05:00:00,288.0,335.0,19.0,33.0,16.0
2023-11-25 06:00:00,348.0,278.0,23.0,33.0,16.0
2023-11-25 07:00:00,361.0,282.0,27.0,33.0,17.0
2023-11-25 08:00:00,394.0,303.0,17.0,33.0,16.0
2023-11-25 09:00:00,394.0,384.0,15.0,34.0,18.0
2023-11-25 10:00:00,393.0,384.0,18.0,33.0,16.0
2023-11-25 11:00:00,393.0,364.0,15.0,32.0,16.0
2023-11-25 12:00:00,393.0,451.0,23.0,31.0,16.0
2023-11-25 13:00:00,394.0,456.0,15.0,33.0,16.0
2023-11-25 14:00:00,406.0,624.0,11.0,33.0,16.0
2023-11-25 15:00:00,434.0,602.0,19.0,33.0,16.0
2023-11-25 16:00:00,429.0,603.0,26.0,33.0,16.0
2023-11-25 17:00:00,382.0,646.0,36.0,33.0,16.0
2023-11-25 18:00:00,377.0,660.0,28.0,33.0,16.0
2023-11-25 19:00:00,371.0,644.0,9.0,33.0,16.0
2023-11-25 20:00:00,431.0,569.0,14.0,33.0,16.0
2023-11-25 21:00:00,429.0,567.0,13.0,33.0,16.0
2023-11-25 22:00:00,496.0,469.0,4.0,31.0,15.0
2023-11-25 23:00:00,478.0,103.0,1.0,32.0,16.0
