Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
40512,2023-08-16 00:00:00,2024-07-17 00:00:00,3.1,230.66,0.0,1154.0,115.0,0.0,1313.0,353.0,28.0
40513,2023-08-16 01:00:00,2024-07-17 00:00:00,3.1,225.92,0.0,1125.0,118.0,0.0,1340.0,355.0,28.0
40514,2023-08-16 02:00:00,2024-07-17 00:00:00,3.1,227.69,0.0,1132.0,115.0,0.0,1327.0,354.0,28.0
40515,2023-08-16 03:00:00,2024-07-17 00:00:00,3.1,232.71,0.0,1187.0,116.0,0.0,1323.0,351.0,28.0
40516,2023-08-16 04:00:00,2024-07-17 00:00:00,3.1,251.65,0.0,1262.0,83.0,0.0,1190.0,352.0,27.0
40517,2023-08-16 05:00:00,2024-07-17 00:00:00,3.1,258.72,0.0,1252.0,194.0,1.0,995.0,353.0,29.0
40518,2023-08-16 06:00:00,2024-07-17 00:00:00,3.1,271.1,0.0,1261.0,161.0,87.0,825.0,351.0,29.0
40519,2023-08-16 07:00:00,2024-07-17 00:00:00,3.1,258.77,0.0,1251.0,113.0,455.0,680.0,355.0,30.0
40520,2023-08-16 08:00:00,2024-07-17 00:00:00,3.1,234.48,0.0,1254.0,95.0,968.0,579.0,355.0,30.0
40521,2023-08-16 09:00:00,2024-07-17 00:00:00,3.1,214.08,0.0,1141.0,36.0,1311.0,524.0,346.0,30.0
40522,2023-08-16 10:00:00,2024-07-17 00:00:00,3.1,207.74,0.0,1209.0,73.0,1551.0,497.0,341.0,30.0
40523,2023-08-16 11:00:00,2024-07-17 00:00:00,3.1,194.23,0.0,1147.0,83.0,1692.0,545.0,337.0,30.0
40524,2023-08-16 12:00:00,2024-07-17 00:00:00,3.1,191.89,0.0,1188.0,78.0,1720.0,644.0,337.0,30.0
40525,2023-08-16 13:00:00,2024-07-17 00:00:00,3.1,194.26,0.0,1319.0,88.0,1693.0,816.0,335.0,30.0
40526,2023-08-16 14:00:00,2024-07-17 00:00:00,3.1,192.08,0.0,1453.0,90.0,1602.0,1160.0,334.0,30.0
40527,2023-08-16 15:00:00,2024-07-17 00:00:00,3.1,190.32,0.0,1483.0,91.0,1408.0,1413.0,338.0,30.0
40528,2023-08-16 16:00:00,2024-07-17 00:00:00,3.1,193.16,0.0,1511.0,180.0,1093.0,1557.0,333.0,30.0
40529,2023-08-16 17:00:00,2024-07-17 00:00:00,3.1,208.45,0.0,1653.0,367.0,654.0,1583.0,324.0,30.0
40530,2023-08-16 18:00:00,2024-07-17 00:00:00,3.1,214.87,0.0,1698.0,747.0,180.0,1535.0,320.0,29.0
40531,2023-08-16 19:00:00,2024-07-17 00:00:00,3.1,224.76,0.0,1775.0,826.0,6.0,1494.0,324.0,29.0
40532,2023-08-16 20:00:00,2024-07-17 00:00:00,3.1,265.59,0.0,1899.0,320.0,0.0,1374.0,327.0,29.0
40533,2023-08-16 21:00:00,2024-07-17 00:00:00,3.1,277.73,0.0,1933.0,195.0,0.0,1342.0,326.0,30.0
40534,2023-08-16 22:00:00,2024-07-17 00:00:00,3.1,289.6,0.0,1858.0,109.0,0.0,1206.0,331.0,30.0
40535,2023-08-16 23:00:00,2024-07-17 00:00:00,3.1,291.09,0.0,1820.0,109.0,0.0,1160.0,332.0,30.0
