UTC time,coal,nat_gas,hydro,solar,wind,biomass,unknown
2023-11-18 00:00:00,0.0,1154.0,3038.0,0.0,356.0,258.0,10.0
2023-11-18 01:00:00,0.0,1118.0,2786.0,0.0,454.0,259.0,9.0
2023-11-18 02:00:00,0.0,1113.0,2695.0,0.0,477.0,259.0,10.0
2023-11-18 03:00:00,0.0,1114.0,2477.0,0.0,474.0,260.0,10.0
2023-11-18 04:00:00,0.0,1115.0,2544.0,0.0,487.0,257.0,9.0
2023-11-18 05:00:00,0.0,1118.0,2590.0,0.0,497.0,260.0,10.0
2023-11-18 06:00:00,0.0,1115.0,2858.0,0.0,564.0,266.0,10.0
2023-11-18 07:00:00,0.0,1210.0,2874.0,32.0,653.0,262.0,10.0
2023-11-18 08:00:00,0.0,1086.0,2938.0,283.0,630.0,263.0,10.0
2023-11-18 09:00:00,0.0,1050.0,2860.0,597.0,508.0,258.0,10.0
2023-11-18 10:00:00,0.0,1010.0,2614.0,838.0,537.0,262.0,10.0
2023-11-18 11:00:00,0.0,854.0,2689.0,1052.0,561.0,262.0,10.0
2023-11-18 12:00:00,0.0,860.0,2795.0,1158.0,636.0,264.0,11.0
2023-11-18 13:00:00,0.0,858.0,2702.0,1189.0,657.0,261.0,11.0
2023-11-18 14:00:00,0.0,862.0,2667.0,1130.0,522.0,258.0,11.0
2023-11-18 15:00:00,0.0,910.0,2934.0,803.0,373.0,253.0,10.0
2023-11-18 16:00:00,0.0,1149.0,2924.0,260.0,306.0,252.0,10.0
2023-11-18 17:00:00,0.0,1207.0,3170.0,5.0,312.0,252.0,10.0
2023-11-18 18:00:00,0.0,1215.0,3181.0,0.0,288.0,247.0,10.0
2023-11-18 19:00:00,0.0,1214.0,2996.0,0.0,275.0,254.0,10.0
2023-11-18 20:00:00,0.0,1138.0,3045.0,0.0,290.0,254.0,10.0
2023-11-18 21:00:00,0.0,1043.0,3073.0,0.0,347.0,255.0,10.0
2023-11-18 22:00:00,0.0,885.0,2911.0,0.0,432.0,255.0,10.0
2023-11-18 23:00:00,0.0,681.0,3036.0,0.0,414.0,259.0,10.0
