,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
24,2019-01-02 00:00:00,532.2,695.0,486.0,0.0,155.0,0.0,70.0
25,2019-01-02 01:00:00,553.08,739.0,484.0,0.0,117.0,2.0,69.0
26,2019-01-02 02:00:00,560.76,707.0,485.0,0.0,88.0,0.0,70.0
27,2019-01-02 03:00:00,553.39,664.0,485.0,0.0,90.0,0.0,72.0
28,2019-01-02 04:00:00,545.91,666.0,487.0,0.0,108.0,0.0,70.0
29,2019-01-02 05:00:00,541.37,739.0,489.0,0.0,148.0,0.0,70.0
30,2019-01-02 06:00:00,526.95,636.0,490.0,0.0,142.0,0.0,73.0
31,2019-01-02 07:00:00,518.35,607.0,491.0,0.0,150.0,0.0,69.0
32,2019-01-02 08:00:00,535.69,651.0,491.0,0.0,126.0,0.0,72.0
33,2019-01-02 09:00:00,549.23,644.0,492.0,0.0,90.0,0.0,73.0
34,2019-01-02 10:00:00,543.53,617.0,497.0,0.0,91.0,0.0,68.0
35,2019-01-02 11:00:00,544.17,618.0,497.0,0.0,90.0,0.0,70.0
36,2019-01-02 12:00:00,537.45,584.0,497.0,0.0,92.0,0.0,72.0
37,2019-01-02 13:00:00,529.59,535.0,500.0,0.0,88.0,0.0,69.0
38,2019-01-02 14:00:00,529.49,538.0,499.0,0.0,90.0,0.0,71.0
39,2019-01-02 15:00:00,529.08,539.0,500.0,0.0,91.0,0.0,70.0
40,2019-01-02 16:00:00,536.27,575.0,500.0,0.0,90.0,0.0,71.0
41,2019-01-02 17:00:00,558.33,715.0,502.0,0.0,91.0,0.0,69.0
42,2019-01-02 18:00:00,564.72,758.0,503.0,0.0,90.0,0.0,72.0
43,2019-01-02 19:00:00,557.79,691.0,504.0,0.0,83.0,0.0,71.0
44,2019-01-02 20:00:00,546.84,620.0,502.0,0.0,82.0,1.0,71.0
45,2019-01-02 21:00:00,582.82,869.0,499.0,0.0,81.0,0.0,72.0
46,2019-01-02 22:00:00,585.1,887.0,495.0,0.0,82.0,0.0,68.0
47,2019-01-02 23:00:00,584.94,890.0,493.0,0.0,83.0,1.0,70.0
48,2019-01-03 00:00:00,581.13,854.0,493.0,0.0,83.0,0.0,72.0
49,2019-01-03 01:00:00,580.35,856.0,492.0,0.0,85.0,1.0,70.0
50,2019-01-03 02:00:00,580.57,872.0,493.0,0.0,90.0,0.0,72.0
51,2019-01-03 03:00:00,573.42,833.0,494.0,0.0,96.0,0.0,71.0
52,2019-01-03 04:00:00,552.59,841.0,498.0,0.0,154.0,0.0,71.0
53,2019-01-03 05:00:00,562.22,942.0,500.0,0.0,162.0,0.0,69.0
54,2019-01-03 06:00:00,565.95,975.0,501.0,0.0,162.0,0.0,72.0
55,2019-01-03 07:00:00,564.23,963.0,501.0,0.0,163.0,0.0,70.0
56,2019-01-03 08:00:00,560.92,929.0,501.0,0.0,161.0,0.0,72.0
57,2019-01-03 09:00:00,556.96,903.0,502.0,0.0,163.0,0.0,72.0
58,2019-01-03 10:00:00,555.21,852.0,503.0,0.0,149.0,0.0,71.0
59,2019-01-03 11:00:00,574.88,837.0,501.0,0.0,91.0,0.0,71.0
60,2019-01-03 12:00:00,562.53,747.0,502.0,0.0,92.0,0.0,72.0
61,2019-01-03 13:00:00,571.1,805.0,502.0,0.0,90.0,0.0,72.0
62,2019-01-03 14:00:00,571.87,812.0,500.0,0.0,91.0,0.0,70.0
63,2019-01-03 15:00:00,579.08,873.0,502.0,0.0,91.0,0.0,71.0
64,2019-01-03 16:00:00,588.39,948.0,498.0,0.0,90.0,0.0,73.0
65,2019-01-03 17:00:00,602.56,1094.0,499.0,0.0,90.0,0.0,71.0
66,2019-01-03 18:00:00,605.42,1121.0,498.0,0.0,89.0,0.0,71.0
67,2019-01-03 19:00:00,612.9,1192.0,499.0,0.0,83.0,1.0,70.0
68,2019-01-03 20:00:00,617.07,1149.0,445.0,0.0,83.0,0.0,73.0
69,2019-01-03 21:00:00,601.96,1055.0,498.0,0.0,82.0,0.0,69.0
70,2019-01-03 22:00:00,609.71,1146.0,497.0,0.0,83.0,0.0,72.0
71,2019-01-03 23:00:00,605.98,1097.0,496.0,0.0,82.0,0.0,72.0
72,2019-01-04 00:00:00,604.31,1082.0,496.0,0.0,82.0,1.0,71.0
73,2019-01-04 01:00:00,602.8,1081.0,496.0,0.0,86.0,1.0,73.0
74,2019-01-04 02:00:00,601.43,1079.0,492.0,0.0,92.0,0.0,72.0
75,2019-01-04 03:00:00,582.32,1084.0,496.0,0.0,149.0,0.0,72.0
76,2019-01-04 04:00:00,570.4,1059.0,477.0,0.0,185.0,0.0,72.0
77,2019-01-04 05:00:00,563.51,988.0,495.0,0.0,176.0,0.0,72.0
78,2019-01-04 06:00:00,562.03,904.0,495.0,0.0,151.0,0.0,74.0
79,2019-01-04 07:00:00,543.18,754.0,496.0,0.0,147.0,0.0,71.0
80,2019-01-04 08:00:00,542.06,751.0,496.0,0.0,149.0,0.0,74.0
81,2019-01-04 09:00:00,531.44,685.0,493.0,0.0,151.0,0.0,75.0
82,2019-01-04 10:00:00,523.9,637.0,498.0,0.0,148.0,0.0,74.0
83,2019-01-04 11:00:00,549.45,649.0,497.0,0.0,90.0,0.0,78.0
84,2019-01-04 12:00:00,554.81,688.0,496.0,0.0,92.0,0.0,76.0
85,2019-01-04 13:00:00,559.55,709.0,496.0,0.0,88.0,0.0,74.0
86,2019-01-04 14:00:00,562.25,736.0,496.0,0.0,91.0,0.0,77.0
87,2019-01-04 15:00:00,568.39,776.0,497.0,0.0,89.0,0.0,76.0
88,2019-01-04 16:00:00,563.09,741.0,495.0,0.0,91.0,0.0,77.0
89,2019-01-04 17:00:00,571.29,800.0,496.0,0.0,90.0,0.0,77.0
90,2019-01-04 18:00:00,588.44,946.0,496.0,0.0,90.0,0.0,74.0
91,2019-01-04 19:00:00,585.27,890.0,493.0,0.0,83.0,0.0,78.0
92,2019-01-04 20:00:00,591.33,940.0,494.0,0.0,81.0,0.0,81.0
93,2019-01-04 21:00:00,570.81,969.0,491.0,0.0,149.0,0.0,79.0
94,2019-01-04 22:00:00,577.61,1014.0,492.0,0.0,143.0,0.0,78.0
95,2019-01-04 23:00:00,592.11,978.0,488.0,0.0,92.0,0.0,78.0
96,2019-01-05 00:00:00,597.16,991.0,487.0,0.0,82.0,0.0,80.0
97,2019-01-05 01:00:00,597.53,995.0,485.0,0.0,83.0,0.0,76.0
98,2019-01-05 02:00:00,599.94,1004.0,479.0,0.0,81.0,0.0,79.0
99,2019-01-05 03:00:00,592.76,944.0,479.0,0.0,84.0,0.0,78.0
100,2019-01-05 04:00:00,574.92,933.0,478.0,0.0,130.0,0.0,74.0
101,2019-01-05 05:00:00,570.68,917.0,480.0,0.0,136.0,0.0,76.0
102,2019-01-05 06:00:00,553.31,811.0,486.0,0.0,145.0,0.0,78.0
103,2019-01-05 07:00:00,541.27,746.0,494.0,0.0,150.0,0.0,78.0
104,2019-01-05 08:00:00,539.01,742.0,495.0,0.0,154.0,0.0,75.0
105,2019-01-05 09:00:00,538.17,739.0,498.0,0.0,154.0,0.0,73.0
106,2019-01-05 10:00:00,537.42,739.0,499.0,0.0,156.0,0.0,77.0
107,2019-01-05 11:00:00,557.29,691.0,502.0,0.0,85.0,0.0,74.0
108,2019-01-05 12:00:00,536.84,562.0,502.0,0.0,83.0,0.0,76.0
109,2019-01-05 13:00:00,532.57,532.0,502.0,0.0,80.0,0.0,76.0
110,2019-01-05 14:00:00,532.4,539.0,504.0,0.0,83.0,0.0,79.0
111,2019-01-05 15:00:00,541.68,584.0,502.0,0.0,81.0,0.0,77.0
112,2019-01-05 16:00:00,539.54,578.0,504.0,0.0,83.0,0.0,79.0
113,2019-01-05 17:00:00,538.69,587.0,528.0,0.0,81.0,0.0,77.0
114,2019-01-05 18:00:00,530.56,626.0,641.0,0.0,83.0,0.0,75.0
115,2019-01-05 19:00:00,521.68,684.0,655.0,0.0,129.0,1.0,78.0
116,2019-01-05 20:00:00,513.75,684.0,647.0,0.0,154.0,2.0,77.0
117,2019-01-05 21:00:00,506.17,629.0,632.0,0.0,154.0,2.0,78.0
118,2019-01-05 22:00:00,515.92,628.0,642.0,0.0,121.0,3.0,74.0
119,2019-01-05 23:00:00,537.07,671.0,640.0,0.0,82.0,3.0,79.0
120,2019-01-06 00:00:00,538.26,649.0,600.0,0.0,83.0,2.0,76.0
121,2019-01-06 01:00:00,519.29,550.0,621.0,0.0,81.0,4.0,80.0
122,2019-01-06 02:00:00,521.35,554.0,618.0,0.0,81.0,1.0,76.0
123,2019-01-06 03:00:00,521.3,559.0,624.0,0.0,82.0,1.0,79.0
124,2019-01-06 04:00:00,518.02,557.0,633.0,0.0,88.0,0.0,79.0
125,2019-01-06 05:00:00,502.54,608.0,643.0,0.0,153.0,0.0,77.0
126,2019-01-06 06:00:00,505.93,632.0,644.0,0.0,155.0,0.0,78.0
127,2019-01-06 07:00:00,505.57,632.0,647.0,0.0,155.0,0.0,76.0
128,2019-01-06 08:00:00,512.83,677.0,645.0,0.0,156.0,0.0,77.0
129,2019-01-06 09:00:00,544.01,748.0,645.0,0.0,95.0,0.0,76.0
130,2019-01-06 10:00:00,528.26,617.0,647.0,0.0,84.0,0.0,81.0
131,2019-01-06 11:00:00,520.25,571.0,656.0,0.0,82.0,0.0,79.0
132,2019-01-06 12:00:00,514.62,545.0,654.0,0.0,85.0,0.0,76.0
133,2019-01-06 13:00:00,512.17,529.0,659.0,0.0,82.0,0.0,73.0
134,2019-01-06 14:00:00,521.25,592.0,672.0,0.0,84.0,0.0,76.0
135,2019-01-06 15:00:00,529.3,642.0,673.0,0.0,84.0,0.0,78.0
136,2019-01-06 16:00:00,542.39,712.0,649.0,0.0,84.0,0.0,77.0
137,2019-01-06 17:00:00,533.94,747.0,652.0,0.0,122.0,0.0,77.0
138,2019-01-06 18:00:00,525.28,765.0,653.0,0.0,156.0,0.0,76.0
139,2019-01-06 19:00:00,542.67,888.0,645.0,0.0,155.0,0.0,77.0
140,2019-01-06 20:00:00,523.89,753.0,643.0,0.0,156.0,2.0,77.0
141,2019-01-06 21:00:00,527.42,651.0,640.0,0.0,101.0,2.0,77.0
142,2019-01-06 22:00:00,526.93,561.0,564.0,0.0,84.0,3.0,75.0
143,2019-01-06 23:00:00,517.97,480.0,513.0,0.0,83.0,3.0,75.0
144,2019-01-07 00:00:00,522.96,481.0,469.0,0.0,85.0,3.0,72.0
145,2019-01-07 01:00:00,524.2,482.0,466.0,0.0,84.0,3.0,75.0
146,2019-01-07 02:00:00,514.79,473.0,534.0,0.0,83.0,1.0,76.0
147,2019-01-07 03:00:00,511.97,480.0,564.0,0.0,85.0,1.0,80.0
148,2019-01-07 04:00:00,511.64,483.0,582.0,0.0,83.0,0.0,78.0
149,2019-01-07 05:00:00,491.39,547.0,638.0,0.0,155.0,0.0,80.0
150,2019-01-07 06:00:00,497.28,556.0,639.0,0.0,143.0,0.0,82.0
151,2019-01-07 07:00:00,500.4,556.0,645.0,0.0,132.0,0.0,78.0
152,2019-01-07 08:00:00,499.31,554.0,638.0,0.0,136.0,0.0,79.0
153,2019-01-07 09:00:00,507.3,550.0,649.0,0.0,109.0,0.0,80.0
154,2019-01-07 10:00:00,507.17,496.0,639.0,0.0,85.0,0.0,79.0
155,2019-01-07 11:00:00,507.09,480.0,613.0,0.0,84.0,0.0,77.0
156,2019-01-07 12:00:00,508.29,478.0,593.0,0.0,86.0,0.0,81.0
157,2019-01-07 13:00:00,509.16,480.0,598.0,0.0,83.0,0.0,77.0
158,2019-01-07 14:00:00,502.34,479.0,655.0,0.0,85.0,0.0,82.0
159,2019-01-07 15:00:00,509.44,527.0,669.0,0.0,86.0,0.0,77.0
160,2019-01-07 16:00:00,524.44,700.0,645.0,0.0,132.0,0.0,78.0
161,2019-01-07 17:00:00,537.79,855.0,650.0,0.0,156.0,0.0,80.0
162,2019-01-07 18:00:00,534.63,807.0,611.0,0.0,157.0,1.0,79.0
163,2019-01-07 19:00:00,518.23,683.0,595.0,0.0,157.0,0.0,78.0
164,2019-01-07 20:00:00,498.42,581.0,620.0,0.0,156.0,1.0,77.0
165,2019-01-07 21:00:00,509.64,546.0,634.0,0.0,101.0,3.0,74.0
166,2019-01-07 22:00:00,519.76,552.0,612.0,0.0,85.0,2.0,77.0
167,2019-01-07 23:00:00,514.25,495.0,562.0,0.0,85.0,3.0,77.0
168,2019-01-08 00:00:00,511.75,485.0,562.0,0.0,86.0,3.0,76.0
169,2019-01-08 01:00:00,521.39,478.0,481.0,0.0,85.0,2.0,77.0
170,2019-01-08 02:00:00,523.78,486.0,483.0,0.0,84.0,1.0,78.0
171,2019-01-08 03:00:00,530.48,518.0,484.0,0.0,84.0,0.0,75.0
172,2019-01-08 04:00:00,533.14,541.0,488.0,0.0,87.0,0.0,78.0
173,2019-01-08 05:00:00,518.25,616.0,489.0,0.0,156.0,0.0,78.0
174,2019-01-08 06:00:00,519.84,601.0,492.0,0.0,144.0,0.0,77.0
175,2019-01-08 07:00:00,543.76,601.0,502.0,0.0,83.0,0.0,77.0
176,2019-01-08 08:00:00,532.12,542.0,504.0,0.0,85.0,0.0,80.0
177,2019-01-08 09:00:00,538.52,570.0,501.0,0.0,83.0,0.0,79.0
178,2019-01-08 10:00:00,531.84,532.0,495.0,0.0,84.0,0.0,79.0
179,2019-01-08 11:00:00,530.81,533.0,503.0,0.0,84.0,0.0,75.0
180,2019-01-08 12:00:00,526.3,508.0,501.0,0.0,84.0,0.0,78.0
181,2019-01-08 13:00:00,524.44,484.0,485.0,0.0,82.0,0.0,77.0
182,2019-01-08 14:00:00,525.6,487.0,475.0,0.0,84.0,0.0,79.0
183,2019-01-08 15:00:00,527.34,515.0,507.0,0.0,83.0,0.0,78.0
184,2019-01-08 16:00:00,535.07,554.0,504.0,0.0,83.0,0.0,75.0
185,2019-01-08 17:00:00,521.8,606.0,508.0,0.0,137.0,0.0,80.0
186,2019-01-08 18:00:00,518.06,628.0,510.0,0.0,156.0,0.0,77.0
187,2019-01-08 19:00:00,511.69,563.0,506.0,0.0,143.0,0.0,80.0
188,2019-01-08 20:00:00,526.91,552.0,502.0,0.0,100.0,2.0,80.0
189,2019-01-08 21:00:00,530.59,529.0,500.0,0.0,83.0,1.0,79.0
190,2019-01-08 22:00:00,519.26,470.0,493.0,0.0,83.0,2.0,82.0
191,2019-01-08 23:00:00,520.21,475.0,490.0,0.0,82.0,4.0,81.0
192,2019-01-09 00:00:00,519.38,472.0,488.0,0.0,84.0,3.0,81.0
193,2019-01-09 01:00:00,519.74,478.0,483.0,0.0,88.0,2.0,77.0
194,2019-01-09 02:00:00,517.96,472.0,484.0,0.0,89.0,2.0,79.0
195,2019-01-09 03:00:00,528.23,517.0,479.0,0.0,89.0,1.0,75.0
196,2019-01-09 04:00:00,533.02,544.0,482.0,0.0,90.0,0.0,73.0
197,2019-01-09 05:00:00,560.01,705.0,485.0,0.0,89.0,0.0,67.0
198,2019-01-09 06:00:00,539.73,680.0,483.0,0.0,130.0,0.0,67.0
199,2019-01-09 07:00:00,514.6,589.0,463.0,0.0,159.0,0.0,70.0
200,2019-01-09 08:00:00,510.17,546.0,490.0,0.0,141.0,0.0,65.0
201,2019-01-09 09:00:00,519.72,480.0,490.0,0.0,88.0,0.0,68.0
202,2019-01-09 10:00:00,516.99,465.0,490.0,0.0,87.0,0.0,69.0
203,2019-01-09 11:00:00,518.41,473.0,490.0,0.0,88.0,0.0,72.0
204,2019-01-09 12:00:00,517.05,473.0,493.0,0.0,90.0,0.0,71.0
205,2019-01-09 13:00:00,524.66,503.0,494.0,0.0,87.0,0.0,73.0
206,2019-01-09 14:00:00,524.76,507.0,500.0,0.0,87.0,0.0,75.0
207,2019-01-09 15:00:00,522.66,503.0,503.0,0.0,89.0,0.0,75.0
208,2019-01-09 16:00:00,524.21,504.0,503.0,0.0,86.0,0.0,75.0
209,2019-01-09 17:00:00,527.57,509.0,476.0,0.0,89.0,0.0,77.0
210,2019-01-09 18:00:00,536.93,582.0,509.0,0.0,89.0,0.0,77.0
211,2019-01-09 19:00:00,546.26,630.0,510.0,0.0,86.0,0.0,77.0
212,2019-01-09 20:00:00,547.48,637.0,506.0,0.0,85.0,2.0,75.0
213,2019-01-09 21:00:00,544.69,630.0,503.0,0.0,90.0,2.0,77.0
214,2019-01-09 22:00:00,532.19,564.0,500.0,0.0,91.0,4.0,74.0
215,2019-01-09 23:00:00,524.35,517.0,497.0,0.0,90.0,3.0,72.0
216,2019-01-10 00:00:00,514.69,470.0,495.0,0.0,91.0,3.0,78.0
217,2019-01-10 01:00:00,515.55,474.0,495.0,0.0,90.0,4.0,78.0
218,2019-01-10 02:00:00,522.16,500.0,495.0,0.0,90.0,1.0,74.0
219,2019-01-10 03:00:00,501.53,530.0,494.0,0.0,152.0,2.0,71.0
220,2019-01-10 04:00:00,533.55,726.0,499.0,0.0,161.0,0.0,75.0
221,2019-01-10 05:00:00,552.26,859.0,501.0,0.0,161.0,0.0,78.0
222,2019-01-10 06:00:00,555.68,892.0,502.0,0.0,163.0,0.0,79.0
223,2019-01-10 07:00:00,558.44,911.0,504.0,0.0,161.0,0.0,76.0
224,2019-01-10 08:00:00,558.22,910.0,505.0,0.0,161.0,0.0,78.0
225,2019-01-10 09:00:00,552.68,872.0,509.0,0.0,162.0,0.0,78.0
226,2019-01-10 10:00:00,557.51,908.0,509.0,0.0,161.0,0.0,77.0
227,2019-01-10 11:00:00,588.96,976.0,510.0,0.0,92.0,0.0,77.0
228,2019-01-10 12:00:00,590.43,993.0,512.0,0.0,92.0,0.0,78.0
229,2019-01-10 13:00:00,591.59,994.0,512.0,0.0,89.0,0.0,78.0
230,2019-01-10 14:00:00,591.15,993.0,509.0,0.0,91.0,0.0,81.0
231,2019-01-10 15:00:00,594.91,1031.0,509.0,0.0,91.0,0.0,80.0
232,2019-01-10 16:00:00,598.95,1278.0,509.0,0.0,146.0,0.0,77.0
233,2019-01-10 17:00:00,598.12,1407.0,508.0,0.0,184.0,0.0,79.0
234,2019-01-10 18:00:00,603.02,1471.0,508.0,0.0,183.0,0.0,78.0
235,2019-01-10 19:00:00,597.23,1359.0,511.0,0.0,173.0,0.0,80.0
236,2019-01-10 20:00:00,596.09,1246.0,511.0,0.0,144.0,2.0,79.0
237,2019-01-10 21:00:00,608.24,1212.0,510.0,0.0,96.0,2.0,85.0
238,2019-01-10 22:00:00,592.46,1017.0,512.0,0.0,90.0,3.0,80.0
239,2019-01-10 23:00:00,572.88,845.0,512.0,0.0,91.0,4.0,83.0
240,2019-01-11 00:00:00,560.79,746.0,509.0,0.0,91.0,3.0,86.0
241,2019-01-11 01:00:00,560.07,737.0,505.0,0.0,91.0,3.0,86.0
242,2019-01-11 02:00:00,565.45,735.0,464.0,0.0,92.0,2.0,88.0
243,2019-01-11 03:00:00,561.96,744.0,504.0,0.0,91.0,1.0,85.0
244,2019-01-11 04:00:00,588.25,960.0,505.0,0.0,91.0,0.0,86.0
245,2019-01-11 05:00:00,583.97,1073.0,508.0,0.0,136.0,0.0,85.0
246,2019-01-11 06:00:00,599.85,1305.0,511.0,0.0,149.0,0.0,87.0
247,2019-01-11 07:00:00,598.94,1353.0,514.0,0.0,164.0,0.0,84.0
248,2019-01-11 08:00:00,608.31,1448.0,514.0,0.0,155.0,0.0,86.0
249,2019-01-11 09:00:00,602.55,1366.0,516.0,0.0,154.0,0.0,83.0
250,2019-01-11 10:00:00,630.71,1549.0,518.0,0.0,96.0,0.0,84.0
251,2019-01-11 11:00:00,623.82,1562.0,596.0,0.0,92.0,0.0,83.0
252,2019-01-11 12:00:00,611.8,1533.0,694.0,0.0,92.0,0.0,84.0
253,2019-01-11 13:00:00,619.08,1590.0,661.0,0.0,90.0,0.0,84.0
254,2019-01-11 14:00:00,611.44,1535.0,699.0,0.0,92.0,0.0,83.0
255,2019-01-11 15:00:00,599.05,1560.0,758.0,0.0,126.0,0.0,82.0
256,2019-01-11 16:00:00,594.91,1576.0,745.0,0.0,153.0,0.0,81.0
257,2019-01-11 17:00:00,580.61,1624.0,882.0,0.0,181.0,0.0,88.0
258,2019-01-11 18:00:00,578.24,1665.0,880.0,0.0,206.0,0.0,83.0
259,2019-01-11 19:00:00,574.59,1608.0,848.0,0.0,216.0,1.0,80.0
260,2019-01-11 20:00:00,589.57,1604.0,748.0,0.0,181.0,2.0,85.0
261,2019-01-11 21:00:00,619.26,1540.0,527.0,0.0,130.0,2.0,82.0
262,2019-01-11 22:00:00,612.34,1242.0,512.0,0.0,89.0,3.0,80.0
263,2019-01-11 23:00:00,597.64,1072.0,513.0,0.0,90.0,3.0,75.0
264,2019-01-12 00:00:00,593.48,1034.0,509.0,0.0,92.0,4.0,79.0
265,2019-01-12 01:00:00,583.94,930.0,508.0,0.0,90.0,3.0,84.0
266,2019-01-12 02:00:00,570.93,818.0,507.0,0.0,91.0,2.0,77.0
267,2019-01-12 03:00:00,585.92,941.0,505.0,0.0,91.0,1.0,79.0
268,2019-01-12 04:00:00,604.45,1135.0,509.0,0.0,91.0,0.0,75.0
269,2019-01-12 05:00:00,626.17,1429.0,511.0,0.0,90.0,0.0,78.0
270,2019-01-12 06:00:00,615.36,1337.0,512.0,0.0,105.0,0.0,78.0
271,2019-01-12 07:00:00,596.26,1301.0,510.0,0.0,161.0,0.0,77.0
272,2019-01-12 08:00:00,608.75,1476.0,511.0,0.0,162.0,0.0,78.0
273,2019-01-12 09:00:00,613.91,1541.0,513.0,0.0,158.0,0.0,77.0
274,2019-01-12 10:00:00,634.68,1584.0,514.0,0.0,91.0,0.0,79.0
275,2019-01-12 11:00:00,639.3,1659.0,512.0,0.0,90.0,0.0,75.0
276,2019-01-12 12:00:00,634.05,1692.0,568.0,0.0,92.0,0.0,81.0
277,2019-01-12 13:00:00,629.83,1686.0,612.0,0.0,89.0,0.0,80.0
278,2019-01-12 14:00:00,627.57,1642.0,606.0,0.0,91.0,0.0,81.0
279,2019-01-12 15:00:00,628.28,1635.0,599.0,0.0,90.0,0.0,77.0
280,2019-01-12 16:00:00,608.24,1550.0,601.0,0.0,147.0,0.0,79.0
281,2019-01-12 17:00:00,590.11,1373.0,620.0,0.0,162.0,0.0,79.0
282,2019-01-12 18:00:00,555.09,1143.0,686.0,0.0,196.0,0.0,78.0
283,2019-01-12 19:00:00,547.51,1092.0,650.0,0.0,217.0,0.0,78.0
284,2019-01-12 20:00:00,548.54,1091.0,671.0,0.0,205.0,1.0,79.0
285,2019-01-12 21:00:00,564.36,1082.0,684.0,0.0,141.0,0.0,78.0
286,2019-01-12 22:00:00,573.74,1028.0,684.0,0.0,90.0,1.0,79.0
287,2019-01-12 23:00:00,559.54,875.0,669.0,0.0,88.0,1.0,78.0
288,2019-01-13 00:00:00,563.65,810.0,564.0,0.0,89.0,1.0,79.0
289,2019-01-13 01:00:00,551.47,676.0,513.0,0.0,88.0,2.0,75.0
290,2019-01-13 02:00:00,544.24,627.0,512.0,0.0,89.0,0.0,77.0
291,2019-01-13 03:00:00,566.75,782.0,515.0,0.0,89.0,0.0,78.0
292,2019-01-13 04:00:00,577.56,869.0,518.0,0.0,88.0,0.0,77.0
293,2019-01-13 05:00:00,594.05,1005.0,502.0,0.0,89.0,0.0,75.0
294,2019-01-13 06:00:00,584.72,924.0,511.0,0.0,88.0,0.0,80.0
295,2019-01-13 07:00:00,585.89,951.0,519.0,0.0,90.0,0.0,73.0
296,2019-01-13 08:00:00,588.81,971.0,518.0,0.0,88.0,0.0,77.0
297,2019-01-13 09:00:00,595.74,1046.0,519.0,0.0,89.0,0.0,79.0
298,2019-01-13 10:00:00,593.26,1017.0,522.0,0.0,87.0,0.0,78.0
299,2019-01-13 11:00:00,583.66,933.0,521.0,0.0,90.0,0.0,79.0
300,2019-01-13 12:00:00,574.07,846.0,518.0,0.0,90.0,0.0,78.0
301,2019-01-13 13:00:00,578.46,877.0,521.0,0.0,87.0,0.0,80.0
302,2019-01-13 14:00:00,580.97,901.0,520.0,0.0,88.0,0.0,79.0
303,2019-01-13 15:00:00,570.08,817.0,521.0,0.0,90.0,0.0,78.0
304,2019-01-13 16:00:00,577.52,873.0,519.0,0.0,89.0,0.0,81.0
305,2019-01-13 17:00:00,578.91,889.0,517.0,0.0,91.0,0.0,77.0
306,2019-01-13 18:00:00,543.68,800.0,510.0,0.0,160.0,0.0,80.0
307,2019-01-13 19:00:00,551.02,860.0,510.0,0.0,162.0,0.0,78.0
308,2019-01-13 20:00:00,560.14,936.0,510.0,0.0,163.0,0.0,81.0
309,2019-01-13 21:00:00,569.38,1019.0,511.0,0.0,162.0,1.0,81.0
310,2019-01-13 22:00:00,593.76,1149.0,510.0,0.0,126.0,1.0,79.0
311,2019-01-13 23:00:00,609.93,1205.0,511.0,0.0,91.0,0.0,78.0
312,2019-01-14 00:00:00,607.21,1168.0,512.0,0.0,90.0,0.0,73.0
313,2019-01-14 01:00:00,597.37,1065.0,513.0,0.0,90.0,2.0,72.0
314,2019-01-14 02:00:00,598.06,1063.0,509.0,0.0,91.0,0.0,71.0
315,2019-01-14 03:00:00,601.6,1097.0,509.0,0.0,90.0,0.0,65.0
316,2019-01-14 04:00:00,588.02,1105.0,512.0,0.0,132.0,0.0,61.0
317,2019-01-14 05:00:00,585.91,1179.0,508.0,0.0,162.0,0.0,60.0
318,2019-01-14 06:00:00,588.71,1214.0,511.0,0.0,162.0,0.0,60.0
319,2019-01-14 07:00:00,598.25,1162.0,511.0,0.0,117.0,0.0,57.0
320,2019-01-14 08:00:00,602.43,1110.0,512.0,0.0,90.0,0.0,61.0
321,2019-01-14 09:00:00,598.61,1065.0,510.0,0.0,90.0,0.0,60.0
