datetime,avg_hydro_production_forecast
2023-06-27T00:00:00.000000000,34.77203
2023-06-27T01:00:00.000000000,33.97663
2023-06-27T02:00:00.000000000,36.66605
2023-06-27T03:00:00.000000000,27.47744
2023-06-27T04:00:00.000000000,21.11874
2023-06-27T05:00:00.000000000,23.13332
2023-06-27T06:00:00.000000000,24.72986
2023-06-27T07:00:00.000000000,35.59642
2023-06-27T08:00:00.000000000,27.0914
2023-06-27T09:00:00.000000000,30.18966
2023-06-27T10:00:00.000000000,33.1731
2023-06-27T11:00:00.000000000,9.31557
2023-06-27T12:00:00.000000000,26.0075
2023-06-27T13:00:00.000000000,30.26654
2023-06-27T14:00:00.000000000,43.08905
2023-06-27T15:00:00.000000000,59.37912
2023-06-27T16:00:00.000000000,55.47491
2023-06-27T17:00:00.000000000,48.41133
2023-06-27T18:00:00.000000000,42.62333
2023-06-27T19:00:00.000000000,43.86959
2023-06-27T20:00:00.000000000,37.74393
2023-06-27T21:00:00.000000000,36.08021
2023-06-27T22:00:00.000000000,39.44545
2023-06-27T23:00:00.000000000,54.83552
2023-06-28T00:00:00.000000000,34.77203
2023-06-28T01:00:00.000000000,33.97663
2023-06-28T02:00:00.000000000,36.66605
2023-06-28T03:00:00.000000000,27.47744
2023-06-28T04:00:00.000000000,21.11874
2023-06-28T05:00:00.000000000,23.13332
2023-06-28T06:00:00.000000000,24.72986
2023-06-28T07:00:00.000000000,35.59642
2023-06-28T08:00:00.000000000,27.0914
2023-06-28T09:00:00.000000000,30.18966
2023-06-28T10:00:00.000000000,33.1731
2023-06-28T11:00:00.000000000,9.31557
2023-06-28T12:00:00.000000000,26.0075
2023-06-28T13:00:00.000000000,30.26654
2023-06-28T14:00:00.000000000,43.08905
2023-06-28T15:00:00.000000000,59.37912
2023-06-28T16:00:00.000000000,55.47491
2023-06-28T17:00:00.000000000,48.41133
2023-06-28T18:00:00.000000000,42.62333
2023-06-28T19:00:00.000000000,43.86959
2023-06-28T20:00:00.000000000,37.74393
2023-06-28T21:00:00.000000000,36.08021
2023-06-28T22:00:00.000000000,39.44545
2023-06-28T23:00:00.000000000,54.83552
2023-06-29T00:00:00.000000000,34.77203
2023-06-29T01:00:00.000000000,33.97663
2023-06-29T02:00:00.000000000,36.66605
2023-06-29T03:00:00.000000000,27.47744
2023-06-29T04:00:00.000000000,21.11874
2023-06-29T05:00:00.000000000,23.13332
2023-06-29T06:00:00.000000000,24.72986
2023-06-29T07:00:00.000000000,35.59642
2023-06-29T08:00:00.000000000,27.0914
2023-06-29T09:00:00.000000000,30.18966
2023-06-29T10:00:00.000000000,33.1731
2023-06-29T11:00:00.000000000,9.31557
2023-06-29T12:00:00.000000000,26.0075
2023-06-29T13:00:00.000000000,30.26654
2023-06-29T14:00:00.000000000,43.08905
2023-06-29T15:00:00.000000000,59.37912
2023-06-29T16:00:00.000000000,55.47491
2023-06-29T17:00:00.000000000,48.41133
2023-06-29T18:00:00.000000000,42.62333
2023-06-29T19:00:00.000000000,43.86959
2023-06-29T20:00:00.000000000,37.74393
2023-06-29T21:00:00.000000000,36.08021
2023-06-29T22:00:00.000000000,39.44545
2023-06-29T23:00:00.000000000,54.83552
2023-06-30T00:00:00.000000000,34.77203
2023-06-30T01:00:00.000000000,33.97663
2023-06-30T02:00:00.000000000,36.66605
2023-06-30T03:00:00.000000000,27.47744
2023-06-30T04:00:00.000000000,21.11874
2023-06-30T05:00:00.000000000,23.13332
2023-06-30T06:00:00.000000000,24.72986
2023-06-30T07:00:00.000000000,35.59642
2023-06-30T08:00:00.000000000,27.0914
2023-06-30T09:00:00.000000000,30.18966
2023-06-30T10:00:00.000000000,33.1731
2023-06-30T11:00:00.000000000,9.31557
2023-06-30T12:00:00.000000000,26.0075
2023-06-30T13:00:00.000000000,30.26654
2023-06-30T14:00:00.000000000,43.08905
2023-06-30T15:00:00.000000000,59.37912
2023-06-30T16:00:00.000000000,55.47491
2023-06-30T17:00:00.000000000,48.41133
2023-06-30T18:00:00.000000000,42.62333
2023-06-30T19:00:00.000000000,43.86959
2023-06-30T20:00:00.000000000,37.74393
2023-06-30T21:00:00.000000000,36.08021
2023-06-30T22:00:00.000000000,39.44545
2023-06-30T23:00:00.000000000,54.83552
