datetime,avg_other_production_forecast
2023-06-27T00:00:00.000000000,3540.91429
2023-06-27T01:00:00.000000000,3581.01656
2023-06-27T02:00:00.000000000,3700.60153
2023-06-27T03:00:00.000000000,3654.72221
2023-06-27T04:00:00.000000000,3681.32579
2023-06-27T05:00:00.000000000,3718.69567
2023-06-27T06:00:00.000000000,3751.72442
2023-06-27T07:00:00.000000000,3829.15569
2023-06-27T08:00:00.000000000,3796.84879
2023-06-27T09:00:00.000000000,3751.0269
2023-06-27T10:00:00.000000000,3650.75881
2023-06-27T11:00:00.000000000,3491.17816
2023-06-27T12:00:00.000000000,3274.36925
2023-06-27T13:00:00.000000000,2949.81666
2023-06-27T14:00:00.000000000,2472.88813
2023-06-27T15:00:00.000000000,1973.70503
2023-06-27T16:00:00.000000000,1602.03384
2023-06-27T17:00:00.000000000,1374.62305
2023-06-27T18:00:00.000000000,1280.88671
2023-06-27T19:00:00.000000000,1344.08879
2023-06-27T20:00:00.000000000,1583.86595
2023-06-27T21:00:00.000000000,1916.93639
2023-06-27T22:00:00.000000000,2276.44626
2023-06-27T23:00:00.000000000,2609.39367
2023-06-28T00:00:00.000000000,2638.52624
2023-06-28T01:00:00.000000000,2688.63508
2023-06-28T02:00:00.000000000,2766.22462
2023-06-28T03:00:00.000000000,2729.93651
2023-06-28T04:00:00.000000000,2605.23012
2023-06-28T05:00:00.000000000,2534.12469
2023-06-28T06:00:00.000000000,2361.06041
2023-06-28T07:00:00.000000000,2238.99662
2023-06-28T08:00:00.000000000,2023.01791
2023-06-28T09:00:00.000000000,1889.98342
2023-06-28T10:00:00.000000000,1787.76898
2023-06-28T11:00:00.000000000,1689.45776
2023-06-28T12:00:00.000000000,1680.56205
2023-06-28T13:00:00.000000000,1670.89045
2023-06-28T14:00:00.000000000,1648.08359
2023-06-28T15:00:00.000000000,1603.0277
2023-06-28T16:00:00.000000000,1548.355
2023-06-28T17:00:00.000000000,1631.39415
2023-06-28T18:00:00.000000000,1736.71181
2023-06-28T19:00:00.000000000,1786.64771
2023-06-28T20:00:00.000000000,1917.47866
2023-06-28T21:00:00.000000000,2023.02493
2023-06-28T22:00:00.000000000,2185.88851
2023-06-28T23:00:00.000000000,2306.89561
2023-06-29T00:00:00.000000000,2082.57977
2023-06-29T01:00:00.000000000,2112.64538
2023-06-29T02:00:00.000000000,2164.6223
2023-06-29T03:00:00.000000000,2129.71079
2023-06-29T04:00:00.000000000,2031.1174
2023-06-29T05:00:00.000000000,1974.73301
2023-06-29T06:00:00.000000000,1842.61048
2023-06-29T07:00:00.000000000,1751.87478
2023-06-29T08:00:00.000000000,1594.84858
2023-06-29T09:00:00.000000000,1498.2972
2023-06-29T10:00:00.000000000,1430.2723
2023-06-29T11:00:00.000000000,1363.82829
2023-06-29T12:00:00.000000000,1365.85701
2023-06-29T13:00:00.000000000,1366.91609
2023-06-29T14:00:00.000000000,1357.09249
2023-06-29T15:00:00.000000000,1330.02602
2023-06-29T16:00:00.000000000,1294.76801
2023-06-29T17:00:00.000000000,1359.91254
2023-06-29T18:00:00.000000000,1439.4064
2023-06-29T19:00:00.000000000,1473.53297
2023-06-29T20:00:00.000000000,1568.05211
2023-06-29T21:00:00.000000000,1644.06464
2023-06-29T22:00:00.000000000,1760.07234
2023-06-29T23:00:00.000000000,1843.04389
2023-06-30T00:00:00.000000000,1669.42982
2023-06-30T01:00:00.000000000,1690.99852
2023-06-30T02:00:00.000000000,1729.75566
2023-06-30T03:00:00.000000000,1702.39712
2023-06-30T04:00:00.000000000,1626.04198
2023-06-30T05:00:00.000000000,1582.43894
2023-06-30T06:00:00.000000000,1482.10688
2023-06-30T07:00:00.000000000,1413.36376
2023-06-30T08:00:00.000000000,1294.82658
2023-06-30T09:00:00.000000000,1221.65862
2023-06-30T10:00:00.000000000,1171.54658
2023-06-30T11:00:00.000000000,1123.48948
2023-06-30T12:00:00.000000000,1127.51283
2023-06-30T13:00:00.000000000,1130.44443
2023-06-30T14:00:00.000000000,1124.84433
2023-06-30T15:00:00.000000000,1104.46443
2023-06-30T16:00:00.000000000,1077.22283
2023-06-30T17:00:00.000000000,1127.48492
2023-06-30T18:00:00.000000000,1187.18799
2023-06-30T19:00:00.000000000,1211.96144
2023-06-30T20:00:00.000000000,1282.70124
2023-06-30T21:00:00.000000000,1339.82566
2023-06-30T22:00:00.000000000,1427.70017
2023-06-30T23:00:00.000000000,1488.95743
