datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-05 00:00:00,3.541461671318088,296.0923731683166,275.12895539873983,209.39222052689945,0.2363129201757955,354.466,2384.33151,0.0,0.0,109.7324,10521.05023,3111.73988,2766.47142
2023-08-05 01:00:00,3.541461671318088,296.0923731683166,275.12895539873983,209.39222052689945,0.2363129201757955,356.20367,2527.9476,0.0,0.0,141.19779,5290.66998,3600.89014,3167.8646
2023-08-05 02:00:00,3.541461671318088,296.0923731683166,275.12895539873983,209.39222052689945,0.2363129201757955,347.61121,2680.05231,0.0,0.00035,165.57936,712.93002,3815.99011,3344.3741
2023-08-05 03:00:00,3.541461671318088,296.0923731683166,275.12895539873983,209.39222052689945,0.2363129201757955,351.07871,2905.77054,0.0,0.0,181.6111,2.59,3888.05994,3403.51408
2023-08-05 04:00:00,2.9112143528753167,293.1453291312749,275.85517907694435,209.39222052689945,0.2363129201757955,347.7567,3089.65512,0.0,0.0,176.85455,0.0,3853.36012,3375.03966
2023-08-05 05:00:00,2.9112143528753167,293.1453291312749,275.85517907694435,209.39222052689945,0.2363129201757955,344.38415,3186.2207,0.0,0.00323,137.92015,0.0,3753.33988,3292.96377
2023-08-05 06:00:00,2.9112143528753167,293.1453291312749,275.85517907694435,209.39222052689945,0.2363129201757955,339.05392,3231.25161,0.0,0.0,132.5657,0.0,3641.41998,3201.1231
2023-08-05 07:00:00,2.446525920880673,291.45344165714545,275.94093452579426,104.71636445624132,0.3237611731519355,334.90619,3157.49663,0.0,0.0183,102.59434,0.0,3583.87996,3153.90617
2023-08-05 08:00:00,2.446525920880673,291.45344165714545,275.94093452579426,104.71636445624132,0.3237611731519355,333.52,3010.37223,0.0,8e-05,85.28043,0.0,3463.74992,3055.32833
2023-08-05 09:00:00,2.446525920880673,291.45344165714545,275.94093452579426,104.71636445624132,0.3237611731519355,334.79978,2850.40443,0.0,0.00518,48.2441,0.0,3332.59988,2947.70755
2023-08-05 10:00:00,2.240926743413537,290.0821136403497,275.9228685439997,0.0,0.3296865384940948,335.85133,2655.12511,0.0,0.0,19.73524,0.0,3185.70996,2827.17073
2023-08-05 11:00:00,2.240926743413537,290.0821136403497,275.9228685439997,0.0,0.3296865384940948,337.63638,2420.82358,0.0,0.0,3.0054,0.0,2973.14996,2652.74552
2023-08-05 12:00:00,2.240926743413537,290.0821136403497,275.9228685439997,0.0,0.3296865384940948,337.1456,2211.68524,0.0,0.0477,2.01185,0.23,2663.50001,2398.649
2023-08-05 13:00:00,1.956039054733569,294.39051472064284,276.2784073328415,0.0,0.3302513243168293,338.72652,1969.26116,0.0,0.00983,0.0,1477.58995,2239.42993,2050.66013
2023-08-05 14:00:00,1.956039054733569,294.39051472064284,276.2784073328415,0.0,0.3302513243168293,345.0942,1878.98707,0.0,0.0024,3.10784,6563.43988,1686.57999,1596.99544
2023-08-05 15:00:00,1.956039054733569,294.39051472064284,276.2784073328415,0.0,0.3302513243168293,348.00225,1860.30512,0.0,0.00234,10.45386,11149.30047,1146.75002,1154.01483
2023-08-05 16:00:00,3.090661783572916,299.86528512348616,275.1402153831989,113.9182552959706,0.331058390335615,346.5319,1750.12283,0.0,0.00777,12.53769,12730.73036,772.60997,846.99819
2023-08-05 17:00:00,3.090661783572916,299.86528512348616,275.1402153831989,113.9182552959706,0.331058390335615,341.72708,1689.23594,0.0,0.0,16.06523,13317.8799,552.91,666.71398
2023-08-05 18:00:00,3.090661783572916,299.86528512348616,275.1402153831989,113.9182552959706,0.331058390335615,337.56079,1651.64701,0.0,0.0,14.9487,13619.69972,465.86999,595.28957
2023-08-05 19:00:00,4.292381398768106,303.219899333918,272.89012281477085,384.931231328953,0.3310982150877796,344.09387,1615.97368,0.0,0.0001,7.54723,13699.88967,526.73001,645.23087
2023-08-05 20:00:00,4.292381398768106,303.219899333918,272.89012281477085,384.931231328953,0.3310982150877796,350.57468,1672.4986,0.0,0.0,0.0,13682.8096,747.64999,826.51622
2023-08-05 21:00:00,4.292381398768106,303.219899333918,272.89012281477085,384.931231328953,0.3310982150877796,351.027,1816.90782,0.0,2e-05,0.0,13573.18978,1131.47999,1141.48436
2023-08-05 22:00:00,5.310345351730998,302.9871593231724,271.62576170475324,962.6032479312942,0.3406446695900982,354.42736,1976.46948,0.0,0.0,20.722,13206.0602,1709.40995,1615.72954
2023-08-05 23:00:00,5.310345351730998,302.9871593231724,271.62576170475324,962.6032479312942,0.3406446695900982,362.37254,2183.08302,0.0,0.00364,58.27538,12498.76021,2328.80994,2124.00472
2023-08-06 00:00:00,5.310345351730998,302.9871593231724,271.62576170475324,962.6032479312942,0.3406446695900982,372.98344,2298.62267,0.0,0.0,125.50583,6703.64444,42.41238,2068.37127
2023-08-06 01:00:00,3.774495330838453,297.41539833934075,273.3314433076709,854.6878614662014,0.4861768258791165,374.52363,2439.56837,0.0,0.0,155.19138,4860.00058,43.52849,2104.13681
2023-08-06 02:00:00,3.774495330838453,297.41539833934075,273.3314433076709,854.6878614662014,0.4861768258791165,366.34959,2606.44743,0.0,0.00035,171.79802,3042.45719,44.00419,2162.0355
2023-08-06 03:00:00,3.774495330838453,297.41539833934075,273.3314433076709,854.6878614662014,0.4861768258791165,368.59313,2871.95324,0.0,0.0,179.1651,1362.17509,42.84051,2133.85027
2023-08-06 04:00:00,3.0773879167357387,294.2838602568394,273.9662152852526,211.16373083183493,0.5530006151224762,363.20179,3100.05645,0.0,0.0,166.23443,0.0,39.81621,2039.16321
2023-08-06 05:00:00,3.0773879167357387,294.2838602568394,273.9662152852526,211.16373083183493,0.5530006151224762,357.12468,3240.49599,0.0,0.00323,123.21252,0.0,39.11591,1985.72027
2023-08-06 06:00:00,3.0773879167357387,294.2838602568394,273.9662152852526,211.16373083183493,0.5530006151224762,349.33386,3322.91194,0.0,0.0,111.90662,0.0,35.07926,1856.30292
2023-08-06 07:00:00,2.64989376969326,292.4282990453786,274.1891709497195,105.60023420548524,0.5689766611872265,343.23049,3266.18333,0.0,0.0183,81.53944,0.0,36.03618,1766.23176
2023-08-06 08:00:00,2.64989376969326,292.4282990453786,274.1891709497195,105.60023420548524,0.5689766611872265,339.57335,3123.84865,0.0,8e-05,66.57436,0.0,37.56311,1606.42325
2023-08-06 09:00:00,2.64989376969326,292.4282990453786,274.1891709497195,105.60023420548524,0.5689766611872265,338.22769,2960.68249,0.0,0.00518,33.25194,294.36714,41.57307,1508.01934
2023-08-06 10:00:00,2.3358626536791496,290.9858588303118,274.40210526555177,0.0,0.5770762844694554,336.95983,2759.48394,0.0,0.0,11.21541,651.80682,36.33715,1434.5521
2023-08-06 11:00:00,2.3358626536791496,290.9858588303118,274.40210526555177,0.0,0.5770762844694554,336.85232,2519.48284,0.0,0.0,0.0,1497.26468,40.27051,1363.70815
2023-08-06 12:00:00,2.3358626536791496,290.9858588303118,274.40210526555177,0.0,0.5770762844694554,334.90616,2299.58053,0.0,0.0477,0.0,2685.59569,43.84047,1360.04535
2023-08-06 13:00:00,2.070488755359804,295.3534700958844,275.0259706485183,0.0,0.5802912002181142,335.11342,2048.08934,0.0,0.00983,0.0,4746.01036,41.04993,1355.48262
2023-08-06 14:00:00,2.070488755359804,295.3534700958844,275.0259706485183,0.0,0.5802912002181142,341.17573,1960.5132,0.0,0.0024,6.45416,6561.93084,38.48875,1340.33068
2023-08-06 15:00:00,2.070488755359804,295.3534700958844,275.0259706485183,0.0,0.5802912002181142,345.01082,1941.69597,0.0,0.00234,13.68811,7664.82481,37.67743,1307.03406
2023-08-06 16:00:00,3.3170887439433976,300.711572434833,274.2205144840996,112.8340381168494,0.5814169982388029,345.25028,1816.56384,0.0,0.00777,13.56272,9395.53767,33.88015,1265.60459
2023-08-06 17:00:00,3.3170887439433976,300.711572434833,274.2205144840996,112.8340381168494,0.5814169982388029,342.93989,1745.9157,0.0,0.0,13.53792,11443.45244,39.25361,1328.16408
2023-08-06 18:00:00,3.3170887439433976,300.711572434833,274.2205144840996,112.8340381168494,0.5814169982388029,341.42749,1693.16769,0.0,0.0,11.01672,12544.33641,37.21056,1405.63172
2023-08-06 19:00:00,5.109589810217699,303.8613825684615,272.48384460272354,383.8530145340658,0.5815441619360251,351.07788,1632.29589,0.0,0.0001,5.21117,12552.59708,38.62457,1440.66776
2023-08-06 20:00:00,5.109589810217699,303.8613825684615,272.48384460272354,383.8530145340658,0.5815441619360251,360.42319,1665.76454,0.0,0.0,0.0,12485.55715,32.88932,1536.94474
