UTC time,forecasted_avg_carbon_intensity
2023-08-06T00:00:00.000000000,124.02431
2023-08-06T01:00:00.000000000,25.794
2023-08-06T02:00:00.000000000,63.70242
2023-08-06T03:00:00.000000000,151.70533
2023-08-06T04:00:00.000000000,174.36462
2023-08-06T05:00:00.000000000,167.83891
2023-08-06T06:00:00.000000000,241.11976
2023-08-06T07:00:00.000000000,378.73353
2023-08-06T08:00:00.000000000,462.1633
2023-08-06T09:00:00.000000000,448.33359
2023-08-06T10:00:00.000000000,402.60249
2023-08-06T11:00:00.000000000,427.79158
2023-08-06T12:00:00.000000000,533.79401
2023-08-06T13:00:00.000000000,618.45551
2023-08-06T14:00:00.000000000,628.20032
2023-08-06T15:00:00.000000000,554.02223
2023-08-06T16:00:00.000000000,433.80516
2023-08-06T17:00:00.000000000,369.02684
2023-08-06T18:00:00.000000000,362.50613
2023-08-06T19:00:00.000000000,344.57115
2023-08-06T20:00:00.000000000,310.72279
2023-08-06T21:00:00.000000000,313.36138
2023-08-06T22:00:00.000000000,340.01757
2023-08-06T23:00:00.000000000,292.67724
2023-08-07T00:00:00.000000000,172.05606
2023-08-07T01:00:00.000000000,192.94937
2023-08-07T02:00:00.000000000,210.80859
2023-08-07T03:00:00.000000000,209.23407
2023-08-07T04:00:00.000000000,216.92502
2023-08-07T05:00:00.000000000,291.32508
2023-08-07T06:00:00.000000000,400.50837
2023-08-07T07:00:00.000000000,460.62948
2023-08-07T08:00:00.000000000,459.40591
2023-08-07T09:00:00.000000000,444.97136
2023-08-07T10:00:00.000000000,454.51748
2023-08-07T11:00:00.000000000,477.29578
2023-08-07T12:00:00.000000000,489.91555
2023-08-07T13:00:00.000000000,486.04154
2023-08-07T14:00:00.000000000,496.03643
2023-08-07T15:00:00.000000000,540.54405
2023-08-07T16:00:00.000000000,569.18013
2023-08-07T17:00:00.000000000,512.337
2023-08-07T18:00:00.000000000,369.75834
2023-08-07T19:00:00.000000000,239.21962
2023-08-07T20:00:00.000000000,195.03327
2023-08-07T21:00:00.000000000,206.13276
2023-08-07T22:00:00.000000000,208.12393
2023-08-07T23:00:00.000000000,191.88328
2023-08-08T00:00:00.000000000,159.23337
2023-08-08T01:00:00.000000000,158.39055
2023-08-08T02:00:00.000000000,167.27591
2023-08-08T03:00:00.000000000,162.77724
2023-08-08T04:00:00.000000000,150.77237
2023-08-08T05:00:00.000000000,185.05224
2023-08-08T06:00:00.000000000,292.62223
2023-08-08T07:00:00.000000000,411.81407
2023-08-08T08:00:00.000000000,459.26551
2023-08-08T09:00:00.000000000,447.25528
2023-08-08T10:00:00.000000000,433.44391
2023-08-08T11:00:00.000000000,439.62344
2023-08-08T12:00:00.000000000,446.53331
2023-08-08T13:00:00.000000000,447.99782
2023-08-08T14:00:00.000000000,462.72719
2023-08-08T15:00:00.000000000,482.22348
2023-08-08T16:00:00.000000000,446.93891
2023-08-08T17:00:00.000000000,352.89235
2023-08-08T18:00:00.000000000,268.903
2023-08-08T19:00:00.000000000,210.55553
2023-08-08T20:00:00.000000000,165.35426
2023-08-08T21:00:00.000000000,153.4636
2023-08-08T22:00:00.000000000,171.42881
2023-08-08T23:00:00.000000000,185.11049
2023-08-09T00:00:00.000000000,171.8127
2023-08-09T01:00:00.000000000,182.22401
2023-08-09T02:00:00.000000000,205.82087
2023-08-09T03:00:00.000000000,212.54343
2023-08-09T04:00:00.000000000,206.6409
2023-08-09T05:00:00.000000000,238.78558
2023-08-09T06:00:00.000000000,328.47356
2023-08-09T07:00:00.000000000,420.96444
2023-08-09T08:00:00.000000000,453.99443
2023-08-09T09:00:00.000000000,443.88001
2023-08-09T10:00:00.000000000,434.3322
2023-08-09T11:00:00.000000000,439.55337
2023-08-09T12:00:00.000000000,444.29901
2023-08-09T13:00:00.000000000,441.03512
2023-08-09T14:00:00.000000000,449.238
2023-08-09T15:00:00.000000000,463.15254
2023-08-09T16:00:00.000000000,431.20186
2023-08-09T17:00:00.000000000,353.44902
2023-08-09T18:00:00.000000000,277.92561
2023-08-09T19:00:00.000000000,222.27894
2023-08-09T20:00:00.000000000,187.67176
2023-08-09T21:00:00.000000000,183.75842
2023-08-09T22:00:00.000000000,195.95351
2023-08-09T23:00:00.000000000,198.19016
