UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-15 00:00:00,2024-07-17 00:00:00,3.1,3.464528175278129,303.08178416202327,279.637055966516,675.3231967368356,0.2887801926223858,393.3531,3475.18418,0.0,3e-05,56.41475,1370.4945,42.45034,328.76574
2023-08-15 01:00:00,2024-07-17 00:00:00,3.1,3.136044425138985,298.09750214472706,281.654442221192,142.4927654987014,0.2586415510861153,389.09072,3638.6566,0.0,0.0,70.03742,1004.1248,43.82541,326.57231
2023-08-15 02:00:00,2024-07-17 00:00:00,3.1,3.136044425138985,298.09750214472706,281.654442221192,142.4927654987014,0.2586415510861153,391.78876,3756.34042,0.0,0.00982,82.91003,675.76103,44.31744,331.83896
2023-08-15 03:00:00,2024-07-17 00:00:00,3.1,3.136044425138985,298.09750214472706,281.654442221192,142.4927654987014,0.2586415510861153,391.60351,3847.3619,0.0,0.0,88.19098,385.7874,38.29761,335.76024
2023-08-15 04:00:00,2024-07-17 00:00:00,3.1,2.3770042496669936,295.90907023230665,282.1203983453776,71.2463019827008,0.3956748617218147,388.55675,3958.16739,0.0,0.0,92.75206,168.47845,39.33943,341.12009
2023-08-15 05:00:00,2024-07-17 00:00:00,3.1,2.3770042496669936,295.90907023230665,282.1203983453776,71.2463019827008,0.3956748617218147,383.62851,3892.48008,0.0,0.0016,85.32963,2.14878,33.97689,344.42331
2023-08-15 06:00:00,2024-07-17 00:00:00,3.1,2.3770042496669936,295.90907023230665,282.1203983453776,71.2463019827008,0.3956748617218147,380.50323,3666.67486,0.0,0.0,72.3797,0.0,30.94532,350.47435
2023-08-15 07:00:00,2024-07-17 00:00:00,3.1,1.9763170609099512,294.7346750572227,282.3338889237543,0.0,0.0497618687330314,373.96858,3485.93293,0.0,0.0,72.68402,0.0,29.3917,358.8292
2023-08-15 08:00:00,2024-07-17 00:00:00,3.1,1.9763170609099512,294.7346750572227,282.3338889237543,0.0,0.0497618687330314,369.4665,3307.98926,0.0,0.0,62.49783,23.00047,30.77109,366.96264
2023-08-15 09:00:00,2024-07-17 00:00:00,3.1,1.9763170609099512,294.7346750572227,282.3338889237543,0.0,0.0497618687330314,367.35144,3251.80593,0.0,0.0,51.81053,9.81789,27.6878,369.25076
2023-08-15 10:00:00,2024-07-17 00:00:00,3.1,1.7173802691887607,293.7940232805845,282.2690434935878,0.0,0.0689404999885242,356.42733,3263.24923,0.0,0.01312,46.71376,21.2712,31.0551,374.62213
2023-08-15 11:00:00,2024-07-17 00:00:00,3.1,1.7173802691887607,293.7940232805845,282.2690434935878,0.0,0.0689404999885242,348.55486,3127.01024,0.0,0.0,23.98273,29.86185,32.42052,379.54345
2023-08-15 12:00:00,2024-07-17 00:00:00,3.1,1.7173802691887607,293.7940232805845,282.2690434935878,0.0,0.0689404999885242,346.18945,2831.81276,0.0,0.00744,13.24643,57.92648,33.78327,382.9003
2023-08-15 13:00:00,2024-07-17 00:00:00,3.1,1.3722597820294729,296.97580072047685,282.3070030821017,81.51641206967972,0.0184553667508572,356.52458,2496.86695,0.0,0.01255,3.29099,141.00944,36.74889,384.3117
2023-08-15 14:00:00,2024-07-17 00:00:00,3.1,1.3722597820294729,296.97580072047685,282.3070030821017,81.51641206967972,0.0184553667508572,370.34442,2204.84245,0.0,0.01542,0.0,450.01281,35.81401,383.44944
2023-08-15 15:00:00,2024-07-17 00:00:00,3.1,1.3722597820294729,296.97580072047685,282.3070030821017,81.51641206967972,0.0184553667508572,371.96168,2018.18088,0.0,0.0,0.0,976.28959,35.35998,384.35674
2023-08-15 16:00:00,2024-07-17 00:00:00,3.1,2.056452326686959,301.94039701682976,281.3940260777033,323.2855213919154,0.029894976142658,376.56899,2024.68668,0.0,0.0,0.0,1450.97501,33.43149,379.72891
2023-08-15 17:00:00,2024-07-17 00:00:00,3.1,2.056452326686959,301.94039701682976,281.3940260777033,323.2855213919154,0.029894976142658,384.3137,2042.4437,0.0,0.0,0.0,1709.60786,32.12889,371.65437
2023-08-15 18:00:00,2024-07-17 00:00:00,3.1,2.056452326686959,301.94039701682976,281.3940260777033,323.2855213919154,0.029894976142658,383.30909,2060.09822,0.0,0.00743,0.0,1864.00242,36.15418,365.97259
2023-08-15 19:00:00,2024-07-17 00:00:00,3.1,2.9444802275452595,304.14889588566115,280.5588526083889,780.9577378738561,0.0432826409428894,386.81285,2126.53018,0.0,0.01825,0.15687,1999.8174,39.16831,361.25776
2023-08-15 20:00:00,2024-07-17 00:00:00,3.1,2.9444802275452595,304.14889588566115,280.5588526083889,780.9577378738561,0.0432826409428894,387.53674,2262.66585,0.0,0.0,9.65525,2108.58532,31.14003,357.71018
2023-08-15 21:00:00,2024-07-17 00:00:00,3.1,2.9444802275452595,304.14889588566115,280.5588526083889,780.9577378738561,0.0432826409428894,385.66824,2507.09663,0.0,0.00776,22.91993,2147.76913,25.59623,352.69658
2023-08-15 22:00:00,2024-07-17 00:00:00,3.1,3.5226046331942453,303.4934251578726,280.6665471432755,653.7444993609195,0.1551517205327343,388.97218,2857.14445,0.0,0.01168,36.75884,2081.74402,23.55975,346.77089
2023-08-15 23:00:00,2024-07-17 00:00:00,3.1,3.5226046331942453,303.4934251578726,280.6665471432755,653.7444993609195,0.1551517205327343,391.91178,3199.23286,0.0,0.00039,50.1465,1812.56502,28.13345,346.45985
2023-08-16 00:00:00,2024-07-17 00:00:00,3.1,3.5226046331942453,303.4934251578726,280.6665471432755,653.7444993609195,0.1551517205327343,383.67614,3584.61703,0.0,3e-05,69.86727,1381.0889,42.45034,331.8639
2023-08-16 01:00:00,2024-07-17 00:00:00,3.1,2.8646970885888967,299.0689946808039,281.9828113028631,125.1935670154349,0.1482954701237078,379.57602,3724.3461,0.0,0.0,83.03382,994.2484,43.82541,329.75064
2023-08-16 02:00:00,2024-07-17 00:00:00,3.1,2.8646970885888967,299.0689946808039,281.9828113028631,125.1935670154349,0.1482954701237078,382.28311,3814.5358,0.0,0.00982,93.5466,651.93578,44.31744,334.9679
2023-08-16 03:00:00,2024-07-17 00:00:00,3.1,2.8646970885888967,299.0689946808039,281.9828113028631,125.1935670154349,0.1482954701237078,382.17161,3891.43317,0.0,0.0,92.27784,354.68728,38.29761,338.80807
