Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
37560,2023-04-15 00:00:00,2024-07-17 00:00:00,3.1,130.47,253.0,41.0,698.0,0.0,581.0,0.0,0.0,17.0
37561,2023-04-15 01:00:00,2024-07-17 00:00:00,3.1,130.24,253.0,40.0,698.0,0.0,584.0,0.0,0.0,15.0
37562,2023-04-15 02:00:00,2024-07-17 00:00:00,3.1,131.01,253.0,44.0,698.0,0.0,581.0,0.0,0.0,16.0
37563,2023-04-15 03:00:00,2024-07-17 00:00:00,3.1,130.61,252.0,44.0,698.0,0.0,580.0,0.0,0.0,17.0
37564,2023-04-15 04:00:00,2024-07-17 00:00:00,3.1,126.08,253.0,46.0,698.0,0.0,646.0,1.0,0.0,16.0
37565,2023-04-15 05:00:00,2024-07-17 00:00:00,3.1,113.8,255.0,48.0,698.0,0.0,832.0,10.0,0.0,16.0
37566,2023-04-15 06:00:00,2024-07-17 00:00:00,3.1,111.76,253.0,47.0,698.0,0.0,834.0,27.0,0.0,17.0
37567,2023-04-15 07:00:00,2024-07-17 00:00:00,3.1,111.51,253.0,43.0,698.0,0.0,810.0,47.0,0.0,16.0
37568,2023-04-15 08:00:00,2024-07-17 00:00:00,3.1,114.42,253.0,41.0,698.0,0.0,744.0,60.0,0.0,17.0
37569,2023-04-15 09:00:00,2024-07-17 00:00:00,3.1,125.13,253.0,38.0,698.0,0.0,581.0,62.0,0.0,17.0
37570,2023-04-15 10:00:00,2024-07-17 00:00:00,3.1,134.67,255.0,40.0,698.0,0.0,474.0,65.0,0.0,17.0
37571,2023-04-15 11:00:00,2024-07-17 00:00:00,3.1,134.98,252.0,38.0,698.0,0.0,459.0,58.0,0.0,18.0
37572,2023-04-15 12:00:00,2024-07-17 00:00:00,3.1,132.73,253.0,36.0,698.0,0.0,485.0,59.0,0.0,18.0
37573,2023-04-15 13:00:00,2024-07-17 00:00:00,3.1,131.88,253.0,36.0,698.0,0.0,498.0,57.0,0.0,17.0
37574,2023-04-15 14:00:00,2024-07-17 00:00:00,3.1,119.55,253.0,38.0,698.0,0.0,681.0,39.0,0.0,17.0
37575,2023-04-15 15:00:00,2024-07-17 00:00:00,3.1,114.35,252.0,39.0,698.0,0.0,778.0,21.0,0.0,13.0
37576,2023-04-15 16:00:00,2024-07-17 00:00:00,3.1,111.97,253.0,45.0,697.0,0.0,844.0,11.0,0.0,16.0
37577,2023-04-15 17:00:00,2024-07-17 00:00:00,3.1,132.59,314.0,47.0,698.0,0.0,855.0,1.0,0.0,16.0
37578,2023-04-15 18:00:00,2024-07-17 00:00:00,3.1,157.66,395.0,43.0,698.0,0.0,852.0,0.0,0.0,17.0
37579,2023-04-15 19:00:00,2024-07-17 00:00:00,3.1,132.02,312.0,41.0,698.0,0.0,843.0,0.0,0.0,17.0
37580,2023-04-15 20:00:00,2024-07-17 00:00:00,3.1,119.44,268.0,38.0,698.0,0.0,802.0,0.0,0.0,17.0
37581,2023-04-15 21:00:00,2024-07-17 00:00:00,3.1,117.89,257.0,38.0,698.0,0.0,766.0,0.0,0.0,17.0
37582,2023-04-15 22:00:00,2024-07-17 00:00:00,3.1,131.86,253.0,37.0,674.0,0.0,579.0,0.0,1.0,18.0
37583,2023-04-15 23:00:00,2024-07-17 00:00:00,3.1,135.64,253.0,39.0,665.0,0.0,546.0,0.0,2.0,19.0
