Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
38448,2023-05-22 00:00:00,36.03,6.0,36.0,694.0,0.0,666.0,0.0,2.0,19.0
38449,2023-05-22 01:00:00,36.55,6.0,36.0,694.0,0.0,607.0,0.0,2.0,19.0
38450,2023-05-22 02:00:00,36.77,5.0,38.0,695.0,0.0,593.0,0.0,1.0,19.0
38451,2023-05-22 03:00:00,33.6,0.0,39.0,695.0,0.0,678.0,1.0,1.0,19.0
38452,2023-05-22 04:00:00,33.48,0.0,40.0,694.0,0.0,780.0,12.0,1.0,20.0
38453,2023-05-22 05:00:00,40.39,11.0,47.0,694.0,0.0,838.0,42.0,2.0,19.0
38454,2023-05-22 06:00:00,86.07,114.0,44.0,694.0,0.0,800.0,72.0,2.0,19.0
38455,2023-05-22 07:00:00,104.06,167.0,40.0,694.0,0.0,839.0,104.0,2.0,19.0
38456,2023-05-22 08:00:00,110.98,178.0,39.0,694.0,0.0,760.0,127.0,2.0,20.0
38457,2023-05-22 09:00:00,120.23,203.0,39.0,694.0,0.0,755.0,142.0,2.0,20.0
38458,2023-05-22 10:00:00,125.77,216.0,38.0,694.0,0.0,749.0,131.0,1.0,20.0
38459,2023-05-22 11:00:00,135.12,237.0,38.0,694.0,0.0,722.0,132.0,1.0,20.0
38460,2023-05-22 12:00:00,136.34,248.0,36.0,694.0,0.0,766.0,128.0,1.0,20.0
38461,2023-05-22 13:00:00,139.06,251.0,33.0,694.0,0.0,729.0,129.0,1.0,20.0
38462,2023-05-22 14:00:00,140.24,250.0,36.0,695.0,0.0,736.0,100.0,1.0,20.0
38463,2023-05-22 15:00:00,135.7,252.0,37.0,695.0,0.0,848.0,72.0,1.0,19.0
38464,2023-05-22 16:00:00,182.71,362.0,39.0,694.0,0.0,751.0,43.0,0.0,19.0
38465,2023-05-22 17:00:00,197.63,406.0,43.0,694.0,0.0,777.0,14.0,0.0,19.0
38466,2023-05-22 18:00:00,190.67,406.0,42.0,694.0,0.0,869.0,0.0,0.0,19.0
38467,2023-05-22 19:00:00,198.1,406.0,40.0,694.0,0.0,779.0,0.0,0.0,19.0
38468,2023-05-22 20:00:00,210.68,420.0,38.0,695.0,0.0,689.0,0.0,1.0,19.0
38469,2023-05-22 21:00:00,271.03,546.0,39.0,694.0,0.0,516.0,0.0,1.0,19.0
38470,2023-05-22 22:00:00,245.19,563.0,36.0,694.0,0.0,770.0,0.0,0.0,18.0
38471,2023-05-22 23:00:00,268.8,563.0,39.0,694.0,0.0,572.0,0.0,0.0,18.0
