Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
37824,2023-04-26 00:00:00,158.8,253.0,37.0,697.0,0.0,292.0,0.0,0.0,18.0
37825,2023-04-26 01:00:00,154.46,252.0,38.0,697.0,0.0,326.0,0.0,0.0,18.0
37826,2023-04-26 02:00:00,153.35,252.0,39.0,696.0,0.0,338.0,0.0,0.0,18.0
37827,2023-04-26 03:00:00,153.61,327.0,42.0,696.0,0.0,636.0,0.0,0.0,18.0
37828,2023-04-26 04:00:00,176.76,407.0,43.0,696.0,0.0,669.0,8.0,0.0,17.0
37829,2023-04-26 05:00:00,191.0,489.0,60.0,696.0,0.0,754.0,46.0,0.0,17.0
37830,2023-04-26 06:00:00,168.21,393.0,142.0,697.0,0.0,745.0,93.0,0.0,18.0
37831,2023-04-26 07:00:00,142.2,306.0,59.0,699.0,0.0,574.0,133.0,0.0,18.0
37832,2023-04-26 08:00:00,136.07,257.0,37.0,696.0,0.0,375.0,152.0,0.0,19.0
37833,2023-04-26 09:00:00,139.89,258.0,33.0,696.0,0.0,331.0,153.0,0.0,18.0
37834,2023-04-26 10:00:00,152.01,264.0,37.0,696.0,0.0,253.0,142.0,0.0,18.0
37835,2023-04-26 11:00:00,151.6,262.0,33.0,696.0,0.0,239.0,146.0,0.0,18.0
37836,2023-04-26 12:00:00,138.43,252.0,32.0,696.0,0.0,352.0,118.0,0.0,19.0
37837,2023-04-26 13:00:00,141.13,254.0,34.0,696.0,0.0,364.0,91.0,0.0,18.0
37838,2023-04-26 14:00:00,154.39,321.0,35.0,696.0,0.0,529.0,65.0,0.0,18.0
37839,2023-04-26 15:00:00,177.68,404.0,36.0,696.0,0.0,609.0,40.0,0.0,18.0
37840,2023-04-26 16:00:00,199.19,512.0,39.0,696.0,0.0,744.0,18.0,0.0,17.0
37841,2023-04-26 17:00:00,195.85,521.0,43.0,696.0,0.0,823.0,2.0,0.0,18.0
37842,2023-04-26 18:00:00,196.76,526.0,39.0,697.0,0.0,825.0,0.0,0.0,18.0
37843,2023-04-26 19:00:00,195.72,520.0,38.0,697.0,0.0,818.0,0.0,0.0,18.0
37844,2023-04-26 20:00:00,211.85,519.0,35.0,697.0,0.0,654.0,0.0,0.0,18.0
37845,2023-04-26 21:00:00,197.83,438.0,36.0,697.0,0.0,561.0,0.0,0.0,18.0
37846,2023-04-26 22:00:00,178.93,350.0,35.0,696.0,0.0,460.0,0.0,0.0,18.0
37847,2023-04-26 23:00:00,164.32,271.0,38.0,697.0,0.0,315.0,0.0,0.0,18.0
