Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
40176,2023-08-02 00:00:00,2024-07-17 00:00:00,3.1,124.39,228.0,26.0,687.0,0.0,918.0,0.0,1.0,13.0
40177,2023-08-02 01:00:00,2024-07-17 00:00:00,3.1,123.19,228.0,24.0,687.0,0.0,932.0,0.0,2.0,13.0
40178,2023-08-02 02:00:00,2024-07-17 00:00:00,3.1,125.71,238.0,23.0,687.0,0.0,950.0,0.0,2.0,13.0
40179,2023-08-02 03:00:00,2024-07-17 00:00:00,3.1,140.18,277.0,26.0,688.0,0.0,949.0,0.0,1.0,13.0
40180,2023-08-02 04:00:00,2024-07-17 00:00:00,3.1,169.44,365.0,27.0,688.0,0.0,947.0,6.0,1.0,14.0
40181,2023-08-02 05:00:00,2024-07-17 00:00:00,3.1,205.19,492.0,27.0,688.0,0.0,959.0,24.0,0.0,14.0
40182,2023-08-02 06:00:00,2024-07-17 00:00:00,3.1,205.16,501.0,27.0,687.0,0.0,960.0,59.0,0.0,14.0
40183,2023-08-02 07:00:00,2024-07-17 00:00:00,3.1,191.6,462.0,25.0,688.0,0.0,957.0,98.0,0.0,14.0
40184,2023-08-02 08:00:00,2024-07-17 00:00:00,3.1,164.24,373.0,24.0,688.0,0.0,949.0,130.0,0.0,14.0
40185,2023-08-02 09:00:00,2024-07-17 00:00:00,3.1,131.15,270.0,26.0,688.0,0.0,947.0,155.0,0.0,15.0
40186,2023-08-02 10:00:00,2024-07-17 00:00:00,3.1,116.66,225.0,24.0,689.0,0.0,911.0,173.0,0.0,15.0
40187,2023-08-02 11:00:00,2024-07-17 00:00:00,3.1,118.18,231.0,24.0,688.0,0.0,925.0,170.0,0.0,14.0
40188,2023-08-02 12:00:00,2024-07-17 00:00:00,3.1,119.41,229.0,24.0,688.0,0.0,883.0,171.0,0.0,14.0
40189,2023-08-02 13:00:00,2024-07-17 00:00:00,3.1,123.72,242.0,23.0,688.0,0.0,895.0,155.0,0.0,13.0
40190,2023-08-02 14:00:00,2024-07-17 00:00:00,3.1,123.33,239.0,24.0,688.0,0.0,915.0,119.0,0.0,14.0
40191,2023-08-02 15:00:00,2024-07-17 00:00:00,3.1,143.46,298.0,24.0,688.0,0.0,946.0,78.0,0.0,14.0
40192,2023-08-02 16:00:00,2024-07-17 00:00:00,3.1,170.46,376.0,25.0,688.0,0.0,950.0,39.0,0.0,14.0
40193,2023-08-02 17:00:00,2024-07-17 00:00:00,3.1,200.61,467.0,29.0,688.0,0.0,944.0,10.0,0.0,13.0
40194,2023-08-02 18:00:00,2024-07-17 00:00:00,3.1,211.39,505.0,30.0,688.0,0.0,953.0,1.0,0.0,12.0
40195,2023-08-02 19:00:00,2024-07-17 00:00:00,3.1,181.32,398.0,27.0,688.0,0.0,932.0,0.0,0.0,12.0
40196,2023-08-02 20:00:00,2024-07-17 00:00:00,3.1,148.11,298.0,24.0,689.0,0.0,931.0,0.0,0.0,11.0
40197,2023-08-02 21:00:00,2024-07-17 00:00:00,3.1,147.82,291.0,24.0,689.0,0.0,899.0,0.0,0.0,13.0
40198,2023-08-02 22:00:00,2024-07-17 00:00:00,3.1,153.76,297.0,24.0,689.0,0.0,842.0,0.0,0.0,13.0
40199,2023-08-02 23:00:00,2024-07-17 00:00:00,3.1,135.71,243.0,26.0,689.0,0.0,819.0,0.0,0.0,13.0
