,UTC time,Local time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,avg_wind_production_forecast
0,01/01/2019 00:00:00,2018-12-31 19:00:00,333.91,21583,20812,34730,212,3085,4,5816,0
1,01/01/2019 01:00:00,2018-12-31 20:00:00,321.18,19669,19521,34721,208,2752,4,5912,0
2,01/01/2019 02:00:00,2018-12-31 21:00:00,312.63,17977,18895,34714,208,2209,4,5597,0
3,01/01/2019 03:00:00,2018-12-31 22:00:00,301.13,16935,16246,34729,210,2145,4,5232,0
4,01/01/2019 04:00:00,2018-12-31 23:00:00,295.38,16538,14611,34705,209,2169,4,4903,0
5,01/01/2019 05:00:00,2019-01-01 00:00:00,326.92,19304,18121,34845,211,2065,4,3640,0
6,01/01/2019 06:00:00,2019-01-01 01:00:00,289.88,16197,12246,34702,212,2040,4,4139,0
7,01/01/2019 07:00:00,2019-01-01 02:00:00,288.34,16036,11683,34689,217,2055,4,3831,0
8,01/01/2019 08:00:00,2019-01-01 03:00:00,288.14,15941,11174,34671,219,2049,4,3388,0
9,01/01/2019 09:00:00,2019-01-01 04:00:00,286.09,15649,10977,34677,221,2042,4,3164,0
10,01/01/2019 10:00:00,2019-01-01 05:00:00,288.78,15750,11231,34680,222,2042,4,2904,0
11,01/01/2019 11:00:00,2019-01-01 06:00:00,294.12,15772,12484,34699,222,2124,4,2445,0
12,01/01/2019 12:00:00,2019-01-01 07:00:00,297.68,16117,12691,34707,218,2163,4,2310,0
13,01/01/2019 13:00:00,2019-01-01 08:00:00,302.17,16146,14114,34720,224,2164,45,2190,0
14,01/01/2019 14:00:00,2019-01-01 09:00:00,309.44,16657,16095,34701,82,2358,106,2171,0
15,01/01/2019 15:00:00,2019-01-01 10:00:00,318.81,18056,16375,34711,80,2363,243,2239,0
16,01/01/2019 16:00:00,2019-01-01 11:00:00,330.16,19566,16710,34725,78,2196,305,2156,0
17,01/01/2019 17:00:00,2019-01-01 12:00:00,330.75,19515,16899,34735,79,2199,343,1972,0
18,01/01/2019 18:00:00,2019-01-01 13:00:00,326.37,18864,16691,34742,79,2170,339,1928,0
19,01/01/2019 19:00:00,2019-01-01 14:00:00,325.5,18432,17205,34742,78,2173,182,1860,0
20,01/01/2019 20:00:00,2019-01-01 15:00:00,325.15,18064,17452,34742,77,2173,90,1574,0
21,01/01/2019 21:00:00,2019-01-01 16:00:00,332.88,18866,18721,34760,76,2578,20,1274,0
22,01/01/2019 22:00:00,2019-01-01 17:00:00,352.12,21201,22525,34724,74,3200,7,1109,0
23,01/01/2019 23:00:00,2019-01-01 18:00:00,357.01,22540,22672,34755,72,3918,7,1060,0
24,01/02/2019 00:00:00,2019-01-01 19:00:00,356.88,22649,21944,34758,70,3979,7,915,0
25,01/02/2019 01:00:00,2019-01-01 20:00:00,352.35,21352,21762,34755,70,3478,7,670,0
26,01/02/2019 02:00:00,2019-01-01 21:00:00,362.56,22390,22629,34776,73,2944,7,437,0
