datetime,param,level,latitude,longitude,3 hr acc,6 hr acc,9 hr acc,12 hr acc,15 hr acc,18 hr acc,21 hr acc,24 hr acc,27 hr acc,30 hr acc,33 hr acc,36 hr acc,39 hr acc,42 hr acc,45 hr acc,48 hr acc,51 hr acc,54 hr acc,57 hr acc,60 hr acc,63 hr acc,66 hr acc,69 hr acc,72 hr acc,75 hr acc,78 hr acc,81 hr acc,84 hr acc,87 hr acc,90 hr acc,93 hr acc,96 hr acc
2023-06-27 00:00:00,APCP,surface,33.25,-119.0,0.031905941674161505,0.04608008940216226,0.046417872851687206,0.046417872851687206,0.046417872851687206,0.046417872851687206,0.0467568038462093,0.04709687597413261,0.04709687597413261,0.04709687597413261,0.04709687597413261,0.04709687597413261,0.04816815999431873,0.04816815999431873,0.05326922260923536,0.19903785916606256,0.574041945310294,0.7026798201142634,0.7033667337715576,0.7040816134474345,0.7047964931233114,0.7051539329612498,0.7051539329612498,0.7058636081258244,0.7058636081258244,0.7058636081258244,0.7058636081258244,0.7058636081258244,0.7058636081258244,0.7058636081258244,0.707281909450387,0.7076362225303812
