Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
35808,2023-02-01 00:00:00,2024-07-17 00:00:00,3.1,444.62,8725.0,1371.0,292.0,233.0,0.0,7482.0,256.0
35809,2023-02-01 01:00:00,2024-07-17 00:00:00,3.1,445.32,8751.0,1376.0,292.0,233.0,0.0,7476.0,255.0
35810,2023-02-01 02:00:00,2024-07-17 00:00:00,3.1,443.62,8731.0,1361.0,291.0,251.0,0.0,7512.0,254.0
35811,2023-02-01 03:00:00,2024-07-17 00:00:00,3.1,449.18,9090.0,1415.0,295.0,254.0,0.0,7586.0,254.0
35812,2023-02-01 04:00:00,2024-07-17 00:00:00,3.1,454.34,9361.0,1455.0,291.0,253.0,0.0,7593.0,252.0
35813,2023-02-01 05:00:00,2024-07-17 00:00:00,3.1,485.51,11141.0,1488.0,291.0,235.0,0.0,7603.0,254.0
35814,2023-02-01 06:00:00,2024-07-17 00:00:00,3.1,499.43,11911.0,1470.0,295.0,238.0,63.0,7447.0,259.0
35815,2023-02-01 07:00:00,2024-07-17 00:00:00,3.1,503.03,12376.0,1468.0,292.0,231.0,327.0,7347.0,261.0
35816,2023-02-01 08:00:00,2024-07-17 00:00:00,3.1,503.65,12834.0,1462.0,290.0,251.0,762.0,7188.0,261.0
35817,2023-02-01 09:00:00,2024-07-17 00:00:00,3.1,495.65,12506.0,1491.0,290.0,254.0,1104.0,7026.0,264.0
35818,2023-02-01 10:00:00,2024-07-17 00:00:00,3.1,482.26,12242.0,1481.0,291.0,251.0,1360.0,7252.0,268.0
35819,2023-02-01 11:00:00,2024-07-17 00:00:00,3.1,482.9,12287.0,1419.0,289.0,240.0,1425.0,7203.0,265.0
35820,2023-02-01 12:00:00,2024-07-17 00:00:00,3.1,491.64,12270.0,1455.0,286.0,239.0,1111.0,7063.0,264.0
35821,2023-02-01 13:00:00,2024-07-17 00:00:00,3.1,500.54,12287.0,1495.0,285.0,245.0,788.0,6954.0,266.0
35822,2023-02-01 14:00:00,2024-07-17 00:00:00,3.1,524.04,12555.0,1488.0,286.0,301.0,391.0,6405.0,263.0
35823,2023-02-01 15:00:00,2024-07-17 00:00:00,3.1,548.19,13209.0,1518.0,287.0,311.0,63.0,6054.0,265.0
35824,2023-02-01 16:00:00,2024-07-17 00:00:00,3.1,553.98,13471.0,1581.0,284.0,318.0,0.0,5993.0,269.0
35825,2023-02-01 17:00:00,2024-07-17 00:00:00,3.1,557.9,13548.0,1532.0,287.0,319.0,0.0,5877.0,271.0
35826,2023-02-01 18:00:00,2024-07-17 00:00:00,3.1,553.7,13420.0,1529.0,289.0,269.0,0.0,6034.0,269.0
35827,2023-02-01 19:00:00,2024-07-17 00:00:00,3.1,554.18,13097.0,1463.0,290.0,263.0,0.0,5871.0,268.0
35828,2023-02-01 20:00:00,2024-07-17 00:00:00,3.1,542.92,12243.0,1459.0,290.0,244.0,0.0,5895.0,268.0
35829,2023-02-01 21:00:00,2024-07-17 00:00:00,3.1,527.07,11040.0,1455.0,291.0,242.0,0.0,5844.0,263.0
35830,2023-02-01 22:00:00,2024-07-17 00:00:00,3.1,513.55,10033.0,1453.0,293.0,241.0,0.0,5748.0,260.0
35831,2023-02-01 23:00:00,2024-07-17 00:00:00,3.1,512.43,9860.0,1474.0,292.0,243.0,0.0,5680.0,258.0
