Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
41472,2023-09-25 00:00:00,2024-07-17 00:00:00,3.1,659.87,9611.0,415.0,299.0,109.0,0.0,1977.0,264.0
41473,2023-09-25 01:00:00,2024-07-17 00:00:00,3.1,636.63,9370.0,408.0,298.0,109.0,0.0,2380.0,262.0
41474,2023-09-25 02:00:00,2024-07-17 00:00:00,3.1,618.28,9415.0,444.0,297.0,106.0,0.0,2776.0,265.0
41475,2023-09-25 03:00:00,2024-07-17 00:00:00,3.1,612.17,9559.0,453.0,296.0,109.0,0.0,2956.0,265.0
41476,2023-09-25 04:00:00,2024-07-17 00:00:00,3.1,632.29,11264.0,517.0,297.0,139.0,54.0,2939.0,258.0
41477,2023-09-25 05:00:00,2024-07-17 00:00:00,3.1,612.83,11874.0,564.0,297.0,150.0,939.0,2790.0,264.0
41478,2023-09-25 06:00:00,2024-07-17 00:00:00,3.1,581.69,12188.0,652.0,296.0,155.0,2960.0,1923.0,263.0
41479,2023-09-25 07:00:00,2024-07-17 00:00:00,3.1,552.6,12067.0,603.0,294.0,172.0,4974.0,953.0,266.0
41480,2023-09-25 08:00:00,2024-07-17 00:00:00,3.1,507.42,11171.0,538.0,289.0,152.0,6548.0,704.0,262.0
41481,2023-09-25 09:00:00,2024-07-17 00:00:00,3.1,479.44,10596.0,540.0,287.0,122.0,7262.0,827.0,262.0
41482,2023-09-25 10:00:00,2024-07-17 00:00:00,3.1,479.47,10431.0,576.0,287.0,115.0,7020.0,933.0,271.0
41483,2023-09-25 11:00:00,2024-07-17 00:00:00,3.1,503.82,10941.0,581.0,289.0,116.0,6343.0,919.0,273.0
41484,2023-09-25 12:00:00,2024-07-17 00:00:00,3.1,549.0,12157.0,591.0,305.0,115.0,5352.0,829.0,272.0
41485,2023-09-25 13:00:00,2024-07-17 00:00:00,3.1,598.89,13193.0,624.0,307.0,140.0,4000.0,797.0,272.0
41486,2023-09-25 14:00:00,2024-07-17 00:00:00,3.1,653.67,13880.0,767.0,307.0,154.0,2385.0,805.0,274.0
41487,2023-09-25 15:00:00,2024-07-17 00:00:00,3.1,707.46,14372.0,774.0,307.0,160.0,981.0,778.0,273.0
41488,2023-09-25 16:00:00,2024-07-17 00:00:00,3.1,734.66,15282.0,785.0,306.0,163.0,168.0,991.0,272.0
41489,2023-09-25 17:00:00,2024-07-17 00:00:00,3.1,721.3,16120.0,801.0,308.0,159.0,0.0,1606.0,269.0
41490,2023-09-25 18:00:00,2024-07-17 00:00:00,3.1,697.5,14882.0,784.0,308.0,151.0,0.0,2064.0,272.0
41491,2023-09-25 19:00:00,2024-07-17 00:00:00,3.1,667.91,12646.0,639.0,308.0,147.0,0.0,2421.0,272.0
41492,2023-09-25 20:00:00,2024-07-17 00:00:00,3.1,658.13,11754.0,605.0,308.0,144.0,0.0,2462.0,266.0
41493,2023-09-25 21:00:00,2024-07-17 00:00:00,3.1,657.92,11639.0,607.0,308.0,140.0,0.0,2439.0,270.0
41494,2023-09-25 22:00:00,2024-07-17 00:00:00,3.1,672.47,11501.0,571.0,307.0,111.0,0.0,2095.0,289.0
41495,2023-09-25 23:00:00,2024-07-17 00:00:00,3.1,694.51,11440.0,530.0,309.0,106.0,0.0,1622.0,288.0
