UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-11-03 00:00:00,7837.0,1326.0,343.0,183.0,0.0,5502.0,257.0
2023-11-03 01:00:00,7735.0,1320.0,344.0,183.0,0.0,5694.0,256.0
2023-11-03 02:00:00,7877.0,1331.0,344.0,183.0,0.0,5481.0,257.0
2023-11-03 03:00:00,8083.0,1339.0,345.0,173.0,0.0,5245.0,257.0
2023-11-03 04:00:00,8811.0,1370.0,347.0,164.0,0.0,5174.0,256.0
2023-11-03 05:00:00,10082.0,1604.0,351.0,167.0,28.0,4935.0,260.0
2023-11-03 06:00:00,11685.0,1735.0,349.0,220.0,306.0,4386.0,266.0
2023-11-03 07:00:00,12955.0,1750.0,346.0,236.0,746.0,4000.0,266.0
2023-11-03 08:00:00,12921.0,1784.0,345.0,234.0,1025.0,3384.0,261.0
2023-11-03 09:00:00,12519.0,1752.0,344.0,209.0,1123.0,2813.0,198.0
2023-11-03 10:00:00,13213.0,1748.0,344.0,172.0,1026.0,2519.0,193.0
2023-11-03 11:00:00,13438.0,1762.0,346.0,161.0,909.0,2399.0,195.0
2023-11-03 12:00:00,13405.0,1833.0,344.0,160.0,765.0,2284.0,195.0
2023-11-03 13:00:00,13396.0,1941.0,347.0,197.0,400.0,2455.0,195.0
2023-11-03 14:00:00,13456.0,1984.0,353.0,215.0,154.0,2649.0,193.0
2023-11-03 15:00:00,13379.0,1837.0,358.0,249.0,122.0,3013.0,196.0
2023-11-03 16:00:00,13484.0,1812.0,357.0,267.0,57.0,3186.0,194.0
2023-11-03 17:00:00,13148.0,1854.0,358.0,285.0,0.0,3404.0,194.0
2023-11-03 18:00:00,12897.0,1872.0,358.0,292.0,0.0,3615.0,193.0
2023-11-03 19:00:00,11965.0,1787.0,357.0,291.0,0.0,3978.0,195.0
2023-11-03 20:00:00,10873.0,1621.0,361.0,251.0,0.0,4293.0,194.0
2023-11-03 21:00:00,9737.0,1544.0,362.0,205.0,0.0,4525.0,189.0
2023-11-03 22:00:00,9102.0,1551.0,360.0,200.0,0.0,4976.0,187.0
2023-11-03 23:00:00,8453.0,1491.0,363.0,201.0,0.0,5329.0,187.0
