Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
38472,2023-05-23 00:00:00,2024-07-17 00:00:00,3.1,569.47,9422.0,869.0,230.0,258.0,0.0,2478.0,46.0
38473,2023-05-23 01:00:00,2024-07-17 00:00:00,3.1,575.52,9360.0,817.0,229.0,315.0,0.0,2280.0,46.0
38474,2023-05-23 02:00:00,2024-07-17 00:00:00,3.1,583.12,9301.0,831.0,229.0,328.0,34.0,2040.0,46.0
38475,2023-05-23 03:00:00,2024-07-17 00:00:00,3.1,576.24,9325.0,780.0,232.0,320.0,386.0,1874.0,46.0
38476,2023-05-23 04:00:00,2024-07-17 00:00:00,3.1,566.51,10976.0,1002.0,230.0,316.0,1361.0,1613.0,46.0
38477,2023-05-23 05:00:00,2024-07-17 00:00:00,3.1,536.94,11458.0,1014.0,229.0,305.0,3024.0,1014.0,46.0
38478,2023-05-23 06:00:00,2024-07-17 00:00:00,3.1,500.6,11538.0,1111.0,227.0,304.0,4863.0,433.0,46.0
38479,2023-05-23 07:00:00,2024-07-17 00:00:00,3.1,465.16,11068.0,1078.0,228.0,301.0,6090.0,329.0,46.0
38480,2023-05-23 08:00:00,2024-07-17 00:00:00,3.1,424.51,10054.0,864.0,227.0,269.0,6831.0,679.0,46.0
38481,2023-05-23 09:00:00,2024-07-17 00:00:00,3.1,418.05,10070.0,897.0,229.0,263.0,6890.0,928.0,46.0
38482,2023-05-23 10:00:00,2024-07-17 00:00:00,3.1,431.83,10335.0,869.0,227.0,268.0,6509.0,893.0,46.0
38483,2023-05-23 11:00:00,2024-07-17 00:00:00,3.1,454.95,11162.0,1059.0,227.0,268.0,6169.0,779.0,46.0
38484,2023-05-23 12:00:00,2024-07-17 00:00:00,3.1,493.19,11907.0,1020.0,225.0,266.0,5163.0,672.0,46.0
38485,2023-05-23 13:00:00,2024-07-17 00:00:00,3.1,521.9,12150.0,1002.0,227.0,303.0,4214.0,638.0,46.0
38486,2023-05-23 14:00:00,2024-07-17 00:00:00,3.1,544.0,12322.0,1025.0,231.0,308.0,3656.0,496.0,46.0
38487,2023-05-23 15:00:00,2024-07-17 00:00:00,3.1,584.56,12786.0,995.0,230.0,308.0,2432.0,616.0,46.0
38488,2023-05-23 16:00:00,2024-07-17 00:00:00,3.1,626.9,13599.0,994.0,227.0,319.0,1295.0,740.0,46.0
38489,2023-05-23 17:00:00,2024-07-17 00:00:00,3.1,651.38,14357.0,1003.0,233.0,328.0,519.0,980.0,46.0
38490,2023-05-23 18:00:00,2024-07-17 00:00:00,3.1,654.45,14448.0,1010.0,230.0,326.0,119.0,1313.0,46.0
38491,2023-05-23 19:00:00,2024-07-17 00:00:00,3.1,641.35,13872.0,1018.0,228.0,318.0,9.0,1679.0,46.0
38492,2023-05-23 20:00:00,2024-07-17 00:00:00,3.1,626.01,12693.0,1015.0,221.0,316.0,0.0,1862.0,46.0
38493,2023-05-23 21:00:00,2024-07-17 00:00:00,3.1,611.09,11356.0,1003.0,216.0,311.0,0.0,1942.0,46.0
38494,2023-05-23 22:00:00,2024-07-17 00:00:00,3.1,605.77,10375.0,793.0,212.0,276.0,0.0,1941.0,46.0
38495,2023-05-23 23:00:00,2024-07-17 00:00:00,3.1,605.46,10243.0,797.0,196.0,276.0,0.0,1918.0,46.0
