Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
38400,2023-05-20 00:00:00,633.63,9513.0,1060.0,251.0,251.0,0.0,1069.0,46.0
38401,2023-05-20 01:00:00,630.7,9334.0,1069.0,249.0,251.0,0.0,1086.0,46.0
38402,2023-05-20 02:00:00,625.88,9049.0,1043.0,247.0,251.0,20.0,1109.0,46.0
38403,2023-05-20 03:00:00,619.47,8941.0,997.0,246.0,250.0,191.0,1055.0,46.0
38404,2023-05-20 04:00:00,609.84,9524.0,1075.0,249.0,253.0,636.0,904.0,46.0
38405,2023-05-20 05:00:00,592.95,10070.0,1152.0,247.0,253.0,1378.0,649.0,46.0
38406,2023-05-20 06:00:00,562.55,10402.0,1147.0,246.0,261.0,2383.0,500.0,46.0
38407,2023-05-20 07:00:00,518.69,10375.0,1093.0,246.0,275.0,3640.0,499.0,46.0
38408,2023-05-20 08:00:00,476.35,10539.0,1041.0,244.0,266.0,5182.0,513.0,46.0
38409,2023-05-20 09:00:00,442.4,9949.0,996.0,246.0,261.0,6056.0,596.0,46.0
38410,2023-05-20 10:00:00,408.44,9026.0,928.0,249.0,256.0,6627.0,751.0,46.0
38411,2023-05-20 11:00:00,383.78,8298.0,948.0,248.0,256.0,6863.0,950.0,46.0
38412,2023-05-20 12:00:00,370.91,7862.0,794.0,249.0,256.0,6924.0,1043.0,46.0
38413,2023-05-20 13:00:00,377.41,7794.0,704.0,246.0,271.0,6444.0,1145.0,46.0
38414,2023-05-20 14:00:00,416.89,8199.0,777.0,248.0,273.0,5061.0,1274.0,46.0
38415,2023-05-20 15:00:00,479.4,9009.0,922.0,247.0,273.0,3418.0,1288.0,46.0
38416,2023-05-20 16:00:00,537.03,9525.0,880.0,246.0,273.0,2032.0,1270.0,46.0
38417,2023-05-20 17:00:00,582.96,9955.0,946.0,243.0,274.0,962.0,1322.0,46.0
38418,2023-05-20 18:00:00,587.58,10129.0,965.0,246.0,259.0,404.0,1830.0,46.0
38419,2023-05-20 19:00:00,570.45,10198.0,960.0,247.0,264.0,0.0,2670.0,46.0
38420,2023-05-20 20:00:00,529.58,9377.0,799.0,245.0,268.0,0.0,3468.0,46.0
38421,2023-05-20 21:00:00,507.92,8510.0,680.0,244.0,258.0,0.0,3686.0,46.0
38422,2023-05-20 22:00:00,486.65,7604.0,680.0,243.0,259.0,0.0,3763.0,46.0
38423,2023-05-20 23:00:00,478.39,6962.0,664.0,243.0,270.0,0.0,3595.0,46.0
