Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
40920,2023-09-02 00:00:00,2024-07-17 00:00:00,3.1,599.57,9691.0,856.0,286.0,161.0,0.0,1945.0,67.0
40921,2023-09-02 01:00:00,2024-07-17 00:00:00,3.1,603.63,9765.0,961.0,286.0,161.0,0.0,1836.0,67.0
40922,2023-09-02 02:00:00,2024-07-17 00:00:00,3.1,605.96,9838.0,1043.0,287.0,161.0,0.0,1772.0,67.0
40923,2023-09-02 03:00:00,2024-07-17 00:00:00,3.1,610.09,9964.0,968.0,285.0,159.0,8.0,1738.0,67.0
40924,2023-09-02 04:00:00,2024-07-17 00:00:00,3.1,599.28,10066.0,1007.0,286.0,166.0,286.0,1703.0,67.0
40925,2023-09-02 05:00:00,2024-07-17 00:00:00,3.1,563.65,10084.0,857.0,287.0,174.0,1499.0,1398.0,67.0
40926,2023-09-02 06:00:00,2024-07-17 00:00:00,3.1,508.58,9900.0,860.0,286.0,186.0,3496.0,853.0,67.0
40927,2023-09-02 07:00:00,2024-07-17 00:00:00,3.1,457.35,9747.0,969.0,276.0,180.0,5314.0,673.0,67.0
40928,2023-09-02 08:00:00,2024-07-17 00:00:00,3.1,410.59,9182.0,694.0,282.0,188.0,6504.0,983.0,67.0
40929,2023-09-02 09:00:00,2024-07-17 00:00:00,3.1,377.03,8438.0,621.0,281.0,183.0,7136.0,1195.0,67.0
40930,2023-09-02 10:00:00,2024-07-17 00:00:00,3.1,366.37,7995.0,635.0,285.0,184.0,7098.0,1278.0,67.0
40931,2023-09-02 11:00:00,2024-07-17 00:00:00,3.1,381.29,8171.0,644.0,280.0,183.0,6691.0,1174.0,67.0
40932,2023-09-02 12:00:00,2024-07-17 00:00:00,3.1,388.69,8191.0,659.0,272.0,183.0,6569.0,986.0,67.0
40933,2023-09-02 13:00:00,2024-07-17 00:00:00,3.1,429.75,8711.0,664.0,270.0,183.0,5516.0,821.0,67.0
40934,2023-09-02 14:00:00,2024-07-17 00:00:00,3.1,488.76,9802.0,815.0,288.0,193.0,4244.0,689.0,67.0
40935,2023-09-02 15:00:00,2024-07-17 00:00:00,3.1,564.83,10836.0,990.0,287.0,190.0,2519.0,536.0,77.0
40936,2023-09-02 16:00:00,2024-07-17 00:00:00,3.1,639.2,11393.0,1128.0,288.0,182.0,936.0,356.0,99.0
40937,2023-09-02 17:00:00,2024-07-17 00:00:00,3.1,676.94,11979.0,1114.0,289.0,177.0,206.0,368.0,98.0
40938,2023-09-02 18:00:00,2024-07-17 00:00:00,3.1,684.12,12284.0,1114.0,288.0,182.0,0.0,454.0,98.0
40939,2023-09-02 19:00:00,2024-07-17 00:00:00,3.1,679.35,11410.0,1099.0,286.0,185.0,0.0,456.0,98.0
40940,2023-09-02 20:00:00,2024-07-17 00:00:00,3.1,682.73,11186.0,1065.0,284.0,158.0,0.0,428.0,77.0
40941,2023-09-02 21:00:00,2024-07-17 00:00:00,3.1,680.87,10769.0,1078.0,281.0,154.0,0.0,425.0,67.0
40942,2023-09-02 22:00:00,2024-07-17 00:00:00,3.1,672.4,9856.0,1047.0,283.0,183.0,0.0,451.0,67.0
40943,2023-09-02 23:00:00,2024-07-17 00:00:00,3.1,669.62,9687.0,1043.0,284.0,186.0,0.0,476.0,67.0
