Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
43080,2023-12-01 00:00:00,295.32,1641.0,328.0,2123.0,101.0,0.0,422.0,19.0
43081,2023-12-01 01:00:00,293.89,1615.0,327.0,2124.0,101.0,0.0,401.0,20.0
43082,2023-12-01 02:00:00,300.02,1655.0,324.0,2124.0,100.0,0.0,369.0,20.0
43083,2023-12-01 03:00:00,310.41,1745.0,326.0,2122.0,118.0,0.0,330.0,20.0
43084,2023-12-01 04:00:00,324.35,1927.0,332.0,2122.0,146.0,0.0,347.0,20.0
43085,2023-12-01 05:00:00,332.55,2068.0,336.0,2123.0,192.0,5.0,357.0,19.0
43086,2023-12-01 06:00:00,316.62,2053.0,333.0,2121.0,275.0,108.0,407.0,20.0
43087,2023-12-01 07:00:00,310.83,2152.0,332.0,2123.0,241.0,351.0,437.0,21.0
43088,2023-12-01 08:00:00,283.69,2017.0,330.0,2123.0,237.0,686.0,421.0,20.0
43089,2023-12-01 09:00:00,285.64,2092.0,321.0,2122.0,198.0,822.0,406.0,21.0
43090,2023-12-01 10:00:00,258.75,1783.0,321.0,2122.0,133.0,940.0,377.0,20.0
43091,2023-12-01 11:00:00,264.47,1817.0,322.0,2122.0,136.0,899.0,355.0,21.0
43092,2023-12-01 12:00:00,274.69,1828.0,321.0,2122.0,138.0,719.0,341.0,21.0
43093,2023-12-01 13:00:00,295.8,1869.0,319.0,2122.0,194.0,273.0,404.0,20.0
43094,2023-12-01 14:00:00,302.09,1874.0,331.0,2123.0,264.0,34.0,474.0,20.0
43095,2023-12-01 15:00:00,287.95,1978.0,331.0,2123.0,723.0,0.0,472.0,19.0
43096,2023-12-01 16:00:00,284.81,2011.0,330.0,2121.0,888.0,0.0,425.0,20.0
43097,2023-12-01 17:00:00,279.32,1859.0,332.0,2122.0,725.0,0.0,439.0,21.0
43098,2023-12-01 18:00:00,292.25,1840.0,331.0,2121.0,456.0,0.0,435.0,21.0
43099,2023-12-01 19:00:00,308.92,1841.0,333.0,2121.0,188.0,0.0,424.0,21.0
43100,2023-12-01 20:00:00,314.11,1881.0,331.0,2120.0,162.0,0.0,426.0,21.0
43101,2023-12-01 21:00:00,318.73,1883.0,330.0,2121.0,122.0,0.0,396.0,21.0
43102,2023-12-01 22:00:00,315.01,1850.0,319.0,2122.0,109.0,0.0,418.0,20.0
43103,2023-12-01 23:00:00,307.17,1764.0,320.0,2120.0,106.0,0.0,419.0,21.0
