UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-09-17 00:00:00,1331.0,188.0,1977.0,61.0,0.0,85.0,24.0
2023-09-17 01:00:00,1323.0,188.0,1981.0,62.0,0.0,124.0,24.0
2023-09-17 02:00:00,1311.0,192.0,1978.0,67.0,0.0,141.0,23.0
2023-09-17 03:00:00,1323.0,192.0,1976.0,102.0,7.0,124.0,23.0
2023-09-17 04:00:00,1360.0,194.0,1976.0,130.0,99.0,108.0,23.0
2023-09-17 05:00:00,1265.0,193.0,1974.0,195.0,454.0,139.0,23.0
2023-09-17 06:00:00,1212.0,189.0,1977.0,220.0,861.0,161.0,23.0
2023-09-17 07:00:00,1182.0,186.0,1977.0,92.0,1287.0,156.0,23.0
2023-09-17 08:00:00,1174.0,181.0,1976.0,64.0,1597.0,148.0,24.0
2023-09-17 09:00:00,1184.0,182.0,1977.0,59.0,1698.0,155.0,24.0
2023-09-17 10:00:00,1275.0,183.0,1978.0,57.0,1636.0,177.0,23.0
2023-09-17 11:00:00,1246.0,182.0,1977.0,51.0,1541.0,180.0,22.0
2023-09-17 12:00:00,1326.0,183.0,1975.0,50.0,1299.0,162.0,23.0
2023-09-17 13:00:00,1411.0,184.0,1977.0,61.0,853.0,134.0,23.0
2023-09-17 14:00:00,1499.0,189.0,1977.0,119.0,400.0,100.0,23.0
2023-09-17 15:00:00,1505.0,193.0,1976.0,255.0,122.0,62.0,22.0
2023-09-17 16:00:00,1620.0,193.0,1976.0,433.0,7.0,56.0,23.0
2023-09-17 17:00:00,1702.0,194.0,1977.0,494.0,0.0,47.0,24.0
2023-09-17 18:00:00,1635.0,194.0,1978.0,386.0,0.0,40.0,25.0
2023-09-17 19:00:00,1501.0,193.0,1979.0,316.0,0.0,75.0,24.0
2023-09-17 20:00:00,1430.0,194.0,1978.0,239.0,0.0,77.0,23.0
2023-09-17 21:00:00,1418.0,191.0,1978.0,132.0,0.0,44.0,24.0
2023-09-17 22:00:00,1421.0,168.0,1976.0,67.0,0.0,37.0,25.0
2023-09-17 23:00:00,1411.0,157.0,1975.0,59.0,0.0,42.0,24.0
