,UTC time,Local time,net_generation,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_wind_production_forecast
4121,06/20/2020 17:00:00,2020-06-20 13:00:00,110906,394.08,21152,50561,32747,191,1629,1186,2077,1363,2.80989431888394,300.025822956479,292.272203640739,628.173688894804,1.57534145145004,20211.309,3094.575,49224.734,32494.752,157.32854,612.4275
4122,06/20/2020 18:00:00,2020-06-20 14:00:00,112524,387.79,21078,50577,32761,188,2959,1088,2580,1293,2.80989431888394,300.025822956479,292.272203640739,628.173688894804,1.57534145145004,21529.418,4128.37,51274.086,32495.104,156.63779,580.81104
4123,06/20/2020 19:00:00,2020-06-20 15:00:00,115004,384.13,21504,50876,32761,189,4691,975,2705,1303,2.94360982712855,299.691995604307,292.663913578156,687.257658891216,1.00041576361367,21977.303,4969.144,53032.777,32517.293,165.30411,589.50104
4124,06/20/2020 20:00:00,2020-06-20 16:00:00,115633,389.72,22564,50868,32784,187,4761,534,2570,1365,2.94360982712855,299.691995604307,292.663913578156,687.257658891216,1.00041576361367,23053.479,5417.6274,55088.71,32534.475,170.6872,597.871
4125,06/20/2020 21:00:00,2020-06-20 17:00:00,116517,395.64,23643,51185,32826,244,4922,379,2002,1316,2.94360982712855,299.691995604307,292.663913578156,687.257658891216,1.00041576361367,23612.223,5242.568,55063.332,32414.531,169.20456,660.226
4126,06/20/2020 22:00:00,2020-06-20 18:00:00,116006,396.57,23074,51940,32849,236,4161,214,2171,1361,2.44137529951787,296.746348753474,293.27165490609,489.337758366187,2.03799209608584,22441.281,4503.1357,55958.848,32506.15,171.62337,752.0036
4127,06/20/2020 23:00:00,2020-06-20 19:00:00,111819,395.06,21280,51312,32855,235,2813,83,1893,1348,2.44137529951787,296.746348753474,293.27165490609,489.337758366187,2.03799209608584,24034.053,3524.0085,55236.105,32538.207,175.41548,957.7995
4128,06/21/2020 00:00:00,2020-06-20 20:00:00,107786,386.39,20039,48380,32883,191,1820,8,3163,1302,2.44137529951787,296.746348753474,293.27165490609,489.337758366187,2.03799209608584,24486.684,2381.0505,50468.387,32812.535,132.40575,690.4696
4129,06/21/2020 01:00:00,2020-06-20 21:00:00,105471,387.53,19197,48230,32833,189,1430,8,2266,1318,2.14164506248309,293.600444285531,291.707750267066,11.7546724999212,0.913434875500054,24051.268,1591.4879,48074.848,32759.97,126.651505,610.0968
4130,06/21/2020 02:00:00,2020-06-20 22:00:00,100492,387.29,18694,45119,32716,193,1013,8,1429,1320,2.14164506248309,293.600444285531,291.707750267066,11.7546724999212,0.913434875500054,22001.314,1237.4304,44122.09,32764.578,126.818054,742.02466
4131,06/21/2020 03:00:00,2020-06-20 23:00:00,95225,379.66,17242,41888,32723,194,922,8,908,1340,2.14164506248309,293.600444285531,291.707750267066,11.7546724999212,0.913434875500054,21370.992,1049.1566,41199.2,32817.89,135.93274,760.3877
4132,06/21/2020 04:00:00,2020-06-21 00:00:00,88374,373.17,17395,35222,32681,185,1077,8,503,1303,2.19282520223132,292.771202933187,291.342249049806,5.87548502867364,1.28744385834599,18753.816,1031.2474,36955.92,32794.26,130.66771,668.1357
4133,06/21/2020 05:00:00,2020-06-21 01:00:00,82873,349.75,14420,32002,32801,176,915,8,1214,1337,2.19282520223132,292.771202933187,291.342249049806,5.87548502867364,1.28744385834599,16700.166,1040.8574,33188.44,32736.594,130.95578,632.7378
4134,06/21/2020 06:00:00,2020-06-21 02:00:00,81345,345.68,13993,31329,32849,174,947,8,969,1076,2.19282520223132,292.771202933187,291.342249049806,5.87548502867364,1.28744385834599,16328.136,1084.8208,30105.684,32749.115,129.8429,672.58203
4135,06/21/2020 07:00:00,2020-06-21 03:00:00,77856,336.09,13457,28465,32993,172,960,8,882,919,2.17606886352739,292.223627159905,291.146508538423,0,0.341041864766316,16162.021,904.624,29149.469,32739.74,144.1534,809.38904
4136,06/21/2020 08:00:00,2020-06-21 04:00:00,76602,334.2,13712,26872,33062,169,954,8,897,928,2.17606886352739,292.223627159905,291.146508538423,0,0.341041864766316,16178.138,969.0325,28228.924,32745.326,137.53279,732.61536
4137,06/21/2020 09:00:00,2020-06-21 05:00:00,76356,335.63,13985,26509,33102,168,964,8,716,904,2.17606886352739,292.223627159905,291.146508538423,0,0.341041864766316,16964.572,1071.3809,29587.271,32716.988,141.0788,901.7512
4138,06/21/2020 10:00:00,2020-06-21 06:00:00,74432,332.29,14112,24507,33109,169,1002,22,635,876,2.33432999070955,293.920502729964,292.364127475424,31.4837735424556,0.585986212112635,17132.355,1159.7336,31229.39,32778.156,136.00346,940.96704
4139,06/21/2020 11:00:00,2020-06-21 07:00:00,76714,336.13,14236,26398,33116,165,1043,311,548,897,2.33432999070955,293.920502729964,292.364127475424,31.4837735424556,0.585986212112635,18286.66,1020.00024,33488.43,32848.863,148.35818,1027.0953
4140,06/21/2020 12:00:00,2020-06-21 08:00:00,80714,345.54,14648,29778,33108,164,1118,738,129,1031,2.33432999070955,293.920502729964,292.364127475424,31.4837735424556,0.585986212112635,18709.21,925.37054,36027.52,32637.732,145.3715,1086.1227
4141,06/21/2020 13:00:00,2020-06-21 09:00:00,86792,356.82,15046,35136,33091,167,1141,868,141,1202,3.21270626032649,298.311110086145,293.338571221064,471.394101050025,0.663687387835107,20536.404,782.88196,39405.33,32836.848,140.69553,1211.0251
4142,06/21/2020 14:00:00,2020-06-21 10:00:00,94660,377.16,17974,39683,33061,192,1221,1102,117,1310,3.21270626032649,298.311110086145,293.338571221064,471.394101050025,0.663687387835107,21075.922,844.5607,41505.695,32844.656,134.05566,1341.8351
4143,06/21/2020 15:00:00,2020-06-21 11:00:00,101106,391.28,20471,43344,33064,193,1304,1326,87,1317,3.21270626032649,298.311110086145,293.338571221064,471.394101050025,0.663687387835107,23047.342,1418.2035,44774.17,32757.018,134.72021,1370.2616
4144,06/21/2020 16:00:00,2020-06-21 12:00:00,106309,398.62,21765,46922,33051,193,1583,1371,117,1307,3.75711760904389,300.497604216677,293.268847200487,640.301787631491,1.89922642297854,23742.906,2173.9956,45961.797,32831.137,128.38039,1525.347
4145,06/21/2020 17:00:00,2020-06-21 13:00:00,111511,407.27,23895,49518,33034,189,2018,1429,107,1321,3.75711760904389,300.497604216677,293.268847200487,640.301787631491,1.89922642297854,24873.785,3163.7568,49022.78,32703.357,132.80696,1846.0734
4146,06/21/2020 18:00:00,2020-06-21 14:00:00,114127,409.13,24618,50913,33028,188,2473,1412,188,1307,3.75711760904389,300.497604216677,293.268847200487,640.301787631491,1.89922642297854,26313.588,4271.7446,51311.453,32700.531,131.75743,1887.7725
4147,06/21/2020 19:00:00,2020-06-21 15:00:00,116272,405.41,24897,51269,33010,195,4083,1237,265,1316,3.88186121760006,300.092576998467,293.714250892814,689.233992442673,1.38022842131757,26866.938,5057.334,53095.76,32721.336,140.98978,2224.6665
4148,06/21/2020 20:00:00,2020-06-21 16:00:00,117189,400.65,24648,51260,33014,194,5033,1136,587,1317,3.88186121760006,300.092576998467,293.714250892814,689.233992442673,1.38022842131757,28007.81,5501.0063,55322.797,32738.371,145.9697,2140.8801
4149,06/21/2020 21:00:00,2020-06-21 17:00:00,117926,403.95,25337,51517,33009,190,4986,1127,444,1316,3.88186121760006,300.092576998467,293.714250892814,689.233992442673,1.38022842131757,28761.328,5419.708,55383.758,32638.17,145.90442,2375.0786
4150,06/21/2020 22:00:00,2020-06-21 18:00:00,117553,408.11,25844,51433,33024,190,4088,794,870,1310,3.42486000775358,296.866716795864,293.837668973365,480.079478977641,3.3416244312594,27531.451,4673.391,56611.668,32701.729,147.65977,2555.3496
4151,06/21/2020 23:00:00,2020-06-21 19:00:00,115176,413.18,25991,50478,33017,191,3248,314,620,1317,3.42486000775358,296.866716795864,293.837668973365,480.079478977641,3.3416244312594,28337.373,3595.298,55631.51,32741.623,149.39293,2710.6926
4152,06/22/2020 00:00:00,2020-06-21 20:00:00,109766,413.46,24385,48796,33045,190,1757,11,278,1304,3.42486000775358,296.866716795864,293.837668973365,480.079478977641,3.3416244312594,28506.803,1998.3407,51694.555,32531.246,627.6156,2189.4624
4153,06/22/2020 01:00:00,2020-06-21 21:00:00,107684,411.27,23591,47898,33058,188,1281,11,345,1312,3.12638157600888,293.918693343063,292.24238534982,8.95537535224759,1.52404739038911,27222.42,1493.83,48139.016,32490.973,616.84503,2205.729
4154,06/22/2020 02:00:00,2020-06-21 22:00:00,102627,404.4,22651,43806,33074,191,1035,11,557,1302,3.12638157600888,293.918693343063,292.24238534982,8.95537535224759,1.52404739038911,25291.605,1355.4597,44830.75,32517.459,575.25446,2302.0598
4155,06/22/2020 03:00:00,2020-06-21 23:00:00,97476,393.31,20698,40666,33089,187,924,11,628,1273,3.12638157600888,293.918693343063,292.24238534982,8.95537535224759,1.52404739038911,23473.418,1319.6709,40932.28,32519.75,574.111,2520.205
4156,06/22/2020 04:00:00,2020-06-22 00:00:00,88649,365.51,15946,36422,32755,179,937,8,1065,1337,3.22392061395751,292.990820099,291.687825661068,4.73615189186131,2.29773459333668,21067.543,1175.6589,37450.625,32538.842,565.87823,2655.804
4157,06/22/2020 05:00:00,2020-06-22 01:00:00,86867,363.89,17098,32950,33136,166,856,11,1361,1289,3.22392061395751,292.990820099,291.687825661068,4.73615189186131,2.29773459333668,19047.193,1155.0143,34032.02,32500.023,546.23157,2679.42
4158,06/22/2020 06:00:00,2020-06-22 02:00:00,84702,354.72,15873,31750,33138,173,854,11,1583,1320,3.22392061395751,292.990820099,291.687825661068,4.73615189186131,2.29773459333668,17579.795,1019.78125,32120.414,32481.777,528.8384,2844.4038
4159,06/22/2020 07:00:00,2020-06-22 03:00:00,82888,350.08,15747,29934,33136,176,897,11,1724,1263,3.1898402160571,292.271822174092,291.213739524264,0,0.361971048340001,16806.207,935.8523,31471.875,32491.959,564.18195,2954.7432
4160,06/22/2020 08:00:00,2020-06-22 04:00:00,82125,347.41,15714,28988,33153,176,877,11,1940,1266,3.1898402160571,292.271822174092,291.213739524264,0,0.361971048340001,16559.17,1131.5826,31681.371,32502.771,534.10223,3009.2764
4161,06/22/2020 09:00:00,2020-06-22 05:00:00,83845,353.56,15766,31138,33154,175,992,11,1312,1297,3.1898402160571,292.271822174092,291.213739524264,0,0.361971048340001,17344.791,1165.1666,33124.7,32500.424,547.1902,3020.9617
4162,06/22/2020 10:00:00,2020-06-22 06:00:00,85329,356.46,16113,32360,33144,172,1015,55,1332,1138,3.61264590171414,293.370753414492,291.817077249429,28.1350081554453,0.72388440579375,18443.271,1204.2552,34574.668,32545.89,538.50024,3018.0884
4163,06/22/2020 11:00:00,2020-06-22 07:00:00,91235,367.12,17009,36762,33160,185,1061,593,1106,1359,3.61264590171414,293.370753414492,291.817077249429,28.1350081554453,0.72388440579375,19860.453,1139.6943,37459.78,32566.398,593.90845,3134.9812
4164,06/22/2020 12:00:00,2020-06-22 08:00:00,97976,380.36,18845,41309,33127,196,1256,1134,741,1368,3.61264590171414,293.370753414492,291.817077249429,28.1350081554453,0.72388440579375,21449.625,1102.9108,40199.406,32453.879,638.4413,3151.4092
4165,06/22/2020 13:00:00,2020-06-22 09:00:00,104036,395.8,21462,44684,32837,395,1373,1464,494,1327,4.42446851567942,296.189722443796,292.280786459603,384.29570427913,0.53224273546021,22665.367,1169.3932,44413.715,32588.895,677.9803,3153.5867
4166,06/22/2020 14:00:00,2020-06-22 10:00:00,111130,409.95,23389,48958,32737,809,1136,1584,565,1952,4.42446851567942,296.189722443796,292.280786459603,384.29570427913,0.53224273546021,24515.916,1550.1527,47095.547,32591.559,686.185,3129.2349
4167,06/22/2020 15:00:00,2020-06-22 11:00:00,116811,419.58,25360,52274,32708,844,1510,1647,256,2212,4.42446851567942,296.189722443796,292.280786459603,384.29570427913,0.53224273546021,25776.041,2392.0942,50185.78,32497.756,686.4513,3134.9504
4168,06/22/2020 16:00:00,2020-06-22 12:00:00,122614,427.07,27361,55515,32685,916,1753,1596,475,2313,5.07296942979795,297.881476370122,292.339621871544,535.996233191961,1.40353195202441,26917.266,3280.4043,52929.316,32583.014,698.8984,3173.8481
4169,06/22/2020 17:00:00,2020-06-22 13:00:00,127854,422.91,27917,57817,32670,919,3976,1587,560,2408,5.07296942979795,297.881476370122,292.339621871544,535.996233191961,1.40353195202441,27684.05,4266.977,55385.76,32513.5,732.2643,3208.892
4170,06/22/2020 18:00:00,2020-06-22 14:00:00,130768,424.88,28979,59071,32658,911,4534,1122,1068,2425,5.07296942979795,297.881476370122,292.339621871544,535.996233191961,1.40353195202441,28279.676,5072.589,57593.68,32504.492,718.7339,3105.1116
4171,06/22/2020 19:00:00,2020-06-22 15:00:00,130838,422.37,29140,58155,32653,888,5277,1001,1272,2452,4.94468378921499,297.782359179484,292.361811147821,667.547152493434,0.966758037647647,29609.68,5576.823,58447.934,32528.113,739.4716,3200.9565
4172,06/22/2020 20:00:00,2020-06-22 16:00:00,131944,422.19,29292,58881,32650,771,5130,820,1884,2516,4.94468378921499,297.782359179484,292.361811147821,667.547152493434,0.966758037647647,30377.314,5721.515,59144.06,32552.031,725.7182,3155.8164
4173,06/22/2020 21:00:00,2020-06-22 17:00:00,130773,425.31,29924,57470,32652,901,5434,675,1188,2529,4.94468378921499,297.782359179484,292.361811147821,667.547152493434,0.966758037647647,30221.95,5111.3477,58319.734,32438.64,685.68835,3121.3184
4174,06/22/2020 22:00:00,2020-06-22 18:00:00,128307,426.29,29738,55972,32680,944,4359,416,1717,2481,3.82297197860845,295.389363149269,292.319016453151,483.940623411766,1.9516683983401,30279.42,4116.1196,57190.816,32511.22,631.70447,3100.4521
4175,06/22/2020 23:00:00,2020-06-22 19:00:00,123772,427.09,29163,53639,32673,791,2453,183,2492,2378,3.82297197860845,295.389363149269,292.319016453151,483.940623411766,1.9516683983401,29350.154,3139.177,55327.312,32538.8,630.9698,3147.4841
4176,06/23/2020 00:00:00,2020-06-22 20:00:00,118609,424.38,27574,51717,32679,584,1938,31,1882,2204,3.82297197860845,295.389363149269,292.319016453151,483.940623411766,1.9516683983401,27545.842,2609.661,48025.727,33839.156,448.1688,3479.5967
4177,06/23/2020 01:00:00,2020-06-22 21:00:00,114515,421.51,26351,49649,32712,479,1659,24,1393,2248,3.48201674995663,292.503283606938,290.647159042971,12.4495504320549,0.588234433082856,26304.465,1878.2852,44921.426,33776.87,449.70398,3424.785
4178,06/23/2020 02:00:00,2020-06-22 22:00:00,108326,411.47,24141,47068,32738,466,1087,24,1409,1393,3.48201674995663,292.503283606938,290.647159042971,12.4495504320549,0.588234433082856,24480.383,1573.78,42102.312,33831.59,438.43964,3129.93
4179,06/23/2020 03:00:00,2020-06-22 23:00:00,103128,399.96,22160,43814,32741,286,1123,24,1576,1404,3.48201674995663,292.503283606938,290.647159042971,12.4495504320549,0.588234433082856,22655.074,1467.0293,38483.99,33835.4,458.26688,3076.8682
4180,06/23/2020 04:00:00,2020-06-23 00:00:00,89924,377.1,18952,34607,33120,173,831,11,986,1244,3.2771936570278,291.201716467108,289.765953142877,6.23639208123555,0.84016211062479,20420.945,1392.9531,35215.39,33863.2,449.11313,3053.7
4181,06/23/2020 05:00:00,2020-06-23 01:00:00,90258,361.92,17873,34113,34019,191,874,24,2140,1024,3.2771936570278,291.201716467108,289.765953142877,6.23639208123555,0.84016211062479,18453.959,1415.4211,31883.172,33781.426,445.02393,2912.5322
4182,06/23/2020 06:00:00,2020-06-23 02:00:00,87644,355.12,16900,32598,34034,179,936,24,1939,1034,3.2771936570278,291.201716467108,289.765953142877,6.23639208123555,0.84016211062479,16923.31,1293.6371,30030.25,33741.566,436.38834,3049.04
4183,06/23/2020 07:00:00,2020-06-23 03:00:00,84993,348.71,16297,30625,34040,180,933,24,1896,998,3.1382687596436,290.113051947761,288.845452619133,0,0.153357424989896,15981.13,1089.0618,29070.314,33780.625,454.6073,2718.63
4184,06/23/2020 08:00:00,2020-06-23 04:00:00,84627,347.69,16306,30168,34048,179,918,24,1983,1001,3.1382687596436,290.113051947761,288.845452619133,0,0.153357424989896,15813.367,1286.8152,29051.445,33795.973,420.67688,2697.509
4185,06/23/2020 09:00:00,2020-06-23 05:00:00,86126,349.44,16489,31201,34082,177,908,24,2223,1022,3.1382687596436,290.113051947761,288.845452619133,0,0.153357424989896,16253.581,1355.4493,30035.44,33752.14,437.50983,2546.4404
4186,06/23/2020 10:00:00,2020-06-23 06:00:00,89696,358.37,17250,34066,34072,176,1024,74,1985,1049,3.27504325485863,291.384832809873,289.35304318099,32.8274010507473,0.310915762193807,16982.412,1363.6566,30954.67,33781.824,423.74887,2483.013
4187,06/23/2020 11:00:00,2020-06-23 07:00:00,91568,361.49,18239,34333,34056,183,1115,482,2128,1032,3.27504325485863,291.384832809873,289.35304318099,32.8274010507473,0.310915762193807,18330.781,1243.0502,33305.188,33868.125,450.9641,2273.9807
4188,06/23/2020 12:00:00,2020-06-23 08:00:00,97808,369.65,19454,38603,34062,200,1053,933,2570,933,3.27504325485863,291.384832809873,289.35304318099,32.8274010507473,0.310915762193807,19662.217,1193.4088,35428.418,33662.87,472.95657,2068.9155
4189,06/23/2020 13:00:00,2020-06-23 09:00:00,103521,378.87,21024,42061,34054,197,1185,1349,2627,1024,3.70625817504919,295.737007165313,289.146865671264,513.324315851125,0.094124287162145,20824.941,1002.0283,39127.01,33856.977,494.4483,2143.85
4190,06/23/2020 14:00:00,2020-06-23 10:00:00,108390,389.35,22888,44308,34027,417,1243,1410,2784,1313,3.70625817504919,295.737007165313,289.146865671264,513.324315851125,0.094124287162145,22470.424,1147.5807,41303.977,33796.29,490.02576,1894.3789
4191,06/23/2020 15:00:00,2020-06-23 11:00:00,113391,392.71,23826,47005,33926,717,1568,1616,3392,1341,3.70625817504919,295.737007165313,289.146865671264,513.324315851125,0.094124287162145,23716.998,1816.6067,44086.4,33767.305,498.21036,1906.5665
4192,06/23/2020 16:00:00,2020-06-23 12:00:00,117542,401.46,26172,48620,33870,649,1887,1589,3440,1315,3.73476685635753,298.115696079407,288.551250871606,697.705688647845,0.367884421887509,24764.996,2648.516,46623.31,33832.664,497.65802,1951.5499
4193,06/23/2020 17:00:00,2020-06-23 13:00:00,122168,398.01,27084,49886,33916,584,3929,1518,3851,1400,3.73476685635753,298.115696079407,288.551250871606,697.705688647845,0.367884421887509,25689.855,3712.8748,49002.695,33751.758,510.56723,1728.9525
4194,06/23/2020 18:00:00,2020-06-23 14:00:00,125031,398.42,27953,50591,33945,628,4898,1560,3945,1511,3.73476685635753,298.115696079407,288.551250871606,697.705688647845,0.367884421887509,26476.08,4818.9146,51392.96,33728.434,503.89337,1853.622
4195,06/23/2020 19:00:00,2020-06-23 15:00:00,126184,400.33,28204,51611,33948,609,4780,1467,4037,1528,3.58180127296275,297.872280785593,289.098944835828,754.852474945959,0.36412043477984,27741.354,5713.1855,52418.508,33715.035,501.8365,1765.933
4196,06/23/2020 20:00:00,2020-06-23 16:00:00,127247,401.53,28865,51625,33927,643,5212,1433,4015,1527,3.58180127296275,297.872280785593,289.098944835828,754.852474945959,0.36412043477984,28485.635,6188.448,53505.08,33774.027,493.3868,1813.6914
4197,06/23/2020 21:00:00,2020-06-23 17:00:00,126806,397.83,28542,50886,33947,622,5713,1186,4399,1511,3.58180127296275,297.872280785593,289.098944835828,754.852474945959,0.36412043477984,28345.494,5923.875,53199.938,33668.926,488.55566,1690.0006
4198,06/23/2020 22:00:00,2020-06-23 18:00:00,125600,402.89,28770,50772,33971,700,5293,678,3887,1529,2.53812948077451,294.947846157015,290.349171003502,536.901971633766,0.865071128984799,28357.645,5017.0186,52566.023,33682.04,451.77255,1649.1981
4199,06/23/2020 23:00:00,2020-06-23 19:00:00,120532,409.08,28029,49636,33946,610,3262,211,3304,1534,2.53812948077451,294.947846157015,290.349171003502,536.901971633766,0.865071128984799,27663.492,3861.1987,51216.508,33719.227,452.86142,1920.4382
4200,06/24/2020 00:00:00,2020-06-23 20:00:00,115143,409.57,27008,47356,33957,391,2339,14,2561,1517,2.53812948077451,294.947846157015,290.349171003502,536.901971633766,0.865071128984799,26173.904,3144.7253,45398.04,32527.424,245.58316,1600.3546
4201,06/24/2020 01:00:00,2020-06-23 21:00:00,111742,406.52,25270,46862,33950,393,1885,14,1922,1446,2.12861066932412,291.626790865313,288.478329586178,13.7500346291057,0.259540624499495,25075.793,2310.4702,42815.215,32496.65,247.84857,1599.1824
4202,06/24/2020 02:00:00,2020-06-23 22:00:00,105116,393.5,22930,43464,33980,193,1040,14,2528,967,2.12861066932412,291.626790865313,288.478329586178,13.7500346291057,0.259540624499495,23348.314,1879.7971,40498.59,32443.658,242.03899,1612.5576
4203,06/24/2020 03:00:00,2020-06-23 23:00:00,100166,379.05,20783,40234,34007,194,1055,14,2996,883,2.12861066932412,291.626790865313,288.478329586178,13.7500346291057,0.259540624499495,21654.613,1625.9382,37487.426,32463.973,259.3339,1711.7009
4204,06/24/2020 04:00:00,2020-06-24 00:00:00,95419,377.84,20076,37333,33983,195,880,24,1900,1028,2.02272758543238,290.594991151855,288.028990216049,6.87770530885154,0.372727104988301,19563.889,1480.65,34750.746,32447.812,254.50858,1729.6361
4205,06/24/2020 05:00:00,2020-06-24 01:00:00,89453,368.17,17557,34752,31518,201,1199,14,2871,1341,2.02272758543238,290.594991151855,288.028990216049,6.87770530885154,0.372727104988301,17625.824,1484.0813,31667.525,32452.398,258.58627,1705.0127
4206,06/24/2020 06:00:00,2020-06-24 02:00:00,86491,360.84,16507,33006,31552,193,1185,14,2694,1340,2.02272758543238,290.594991151855,288.028990216049,6.87770530885154,0.372727104988301,16185.906,1420.1213,29876.635,32445.234,266.04782,1665.8284
4207,06/24/2020 07:00:00,2020-06-24 03:00:00,83781,354.91,15920,31054,31568,174,1122,14,2621,1308,1.90445500445251,289.868237451557,287.739000611578,0,0.103855731954448,15305.277,1231.116,28962.867,32411.81,269.49908,1710.4142
4208,06/24/2020 08:00:00,2020-06-24 04:00:00,83041,355.5,15916,30653,31569,176,1057,14,2364,1292,1.90445500445251,289.868237451557,287.739000611578,0,0.103855731954448,15095.255,1336.5145,28783.252,32439.049,266.38382,1656.6243
4209,06/24/2020 09:00:00,2020-06-24 05:00:00,86293,354.85,15977,32749,32845,176,1084,14,2142,1306,1.90445500445251,289.868237451557,287.739000611578,0,0.103855731954448,15443.872,1405.6353,29361.09,32389.781,279.17038,1620.4596
4210,06/24/2020 10:00:00,2020-06-24 06:00:00,88162,358.7,16640,33784,32856,183,1123,68,2284,1224,1.95652640348535,291.814273317453,289.143107335734,29.7019275104688,0.272526112059053,15977.668,1392.5515,30064.129,32516.348,268.09567,1486.7415
4211,06/24/2020 11:00:00,2020-06-24 07:00:00,91879,367.57,17656,36243,32872,202,1084,567,1917,1338,1.95652640348535,291.814273317453,289.143107335734,29.7019275104688,0.272526112059053,17194.53,1303.4799,32070.258,32537.812,263.17804,1510.5259
4212,06/24/2020 12:00:00,2020-06-24 08:00:00,95302,378.11,19208,38297,32877,198,1133,1139,1158,1292,1.95652640348535,291.814273317453,289.143107335734,29.7019275104688,0.272526112059053,18407.139,1308.5521,34029.184,32403.648,285.3489,1427.1506
4213,06/24/2020 13:00:00,2020-06-24 09:00:00,99869,388.83,20935,41001,32867,254,1217,1382,907,1306,2.61952481435604,296.206800054605,290.194632752942,450.185115184249,0.415892052883221,19406.227,1173.2375,37217.566,32555.568,281.13855,1383.5719
4214,06/24/2020 14:00:00,2020-06-24 10:00:00,103159,393.64,21992,42806,32899,264,1191,1611,1082,1314,2.61952481435604,296.206800054605,290.194632752942,450.185115184249,0.415892052883221,20887.752,1314.1317,39419.633,32672.537,282.4929,1380.9348
4215,06/24/2020 15:00:00,2020-06-24 11:00:00,107021,398.02,23342,44641,32843,241,1559,1553,1547,1295,2.61952481435604,296.206800054605,290.194632752942,450.185115184249,0.415892052883221,22043.068,1815.578,42162.246,32445.64,280.36386,1368.2643
4216,06/24/2020 16:00:00,2020-06-24 12:00:00,109009,400.63,24236,45313,32810,236,1475,1664,1966,1309,3.30979990396735,298.483682080944,289.852931513962,623.647146673272,1.10653576963451,22993.318,2420.0334,44659.152,32529.857,274.22,1416.3291
4217,06/24/2020 17:00:00,2020-06-24 13:00:00,111383,393.06,24034,45564,32804,365,3678,1624,1983,1331,3.30979990396735,298.483682080944,289.852931513962,623.647146673272,1.10653576963451,23996.195,3331.87,46822.496,32452.867,273.74326,1601.8064
4218,06/24/2020 18:00:00,2020-06-24 14:00:00,113787,391.82,24756,45850,32782,445,5051,1634,1956,1313,3.30979990396735,298.483682080944,289.852931513962,623.647146673272,1.10653576963451,24693.068,4413.172,49112.86,32465.613,280.4499,1616.1464
4219,06/24/2020 19:00:00,2020-06-24 15:00:00,114761,394.33,24959,46914,32767,392,4921,1559,1903,1346,3.51774021918364,298.622078450102,290.309804506943,732.370009071441,0.491344825853598,25997.791,5342.9146,50019.484,32506.305,281.45526,1805.0553
4220,06/24/2020 20:00:00,2020-06-24 16:00:00,115627,396.76,25948,46616,32739,344,5284,1413,1957,1326,3.51774021918364,298.622078450102,290.309804506943,732.370009071441,0.491344825853598,26694.832,5901.375,50787.23,32466.78,281.29028,1821.4773
4221,06/24/2020 21:00:00,2020-06-24 17:00:00,117150,398.19,26358,47489,32751,345,5596,1288,1989,1334,3.51774021918364,298.622078450102,290.309804506943,732.370009071441,0.491344825853598,26630.154,5918.453,50576.89,32302.744,283.78656,1906.827
4222,06/24/2020 22:00:00,2020-06-24 18:00:00,116634,398.81,26891,46893,32761,313,5683,887,2222,984,2.66612713185036,295.842734935085,291.558451365205,535.670014345783,0.920836638855747,26727.572,5327.623,49952.492,32458.469,280.69318,1995.561
4223,06/24/2020 23:00:00,2020-06-24 19:00:00,114733,408.63,27321,47101,32644,272,4340,348,1717,990,2.66612713185036,295.842734935085,291.558451365205,535.670014345783,0.920836638855747,26161.316,4339.276,48675.918,32514.754,283.65695,2038.6293
4224,06/25/2020 00:00:00,2020-06-24 20:00:00,108756,416.73,26697,45139,32626,269,1822,14,1205,984,2.66612713185036,295.842734935085,291.558451365205,535.670014345783,0.920836638855747,25286.766,2274.4363,49405.043,31697.93,211.93668,1959.2712
4225,06/25/2020 01:00:00,2020-06-24 21:00:00,105939,407.98,25335,43093,32772,190,1870,14,1593,1072,2.44533005182089,292.493554477675,289.501780598144,13.9180868234614,0.240432960621735,24549.021,1742.2754,46499.004,31671.117,213.54135,1895.0565
4226,06/25/2020 02:00:00,2020-06-24 22:00:00,100821,400.32,22792,41462,32788,191,999,14,1437,1138,2.44533005182089,292.493554477675,289.501780598144,13.9180868234614,0.240432960621735,22744.31,1594.4844,43684.965,31687.018,210.49457,2051.41
4227,06/25/2020 03:00:00,2020-06-24 23:00:00,94829,383.97,19810,38314,32817,192,964,14,1526,1192,2.44533005182089,292.493554477675,289.501780598144,13.9180868234614,0.240432960621735,21279.223,1455.6151,40266.37,31712.145,229.84995,2237.1824
4228,06/25/2020 04:00:00,2020-06-25 00:00:00,91923,375.76,19093,35502,31498,196,1164,14,3142,1314,2.61292333675877,291.415740764188,289.044452782393,6.95301259152769,0.321417863933543,18920.742,1304.5544,36954.098,31710.418,218.01219,2404.8496
4229,06/25/2020 05:00:00,2020-06-25 01:00:00,84642,355.36,15602,32195,32655,169,926,14,1701,1380,2.61292333675877,291.415740764188,289.044452782393,6.95301259152769,0.321417863933543,16823.986,1219.3213,33540.633,31681.117,227.55309,2398.191
