,UTC time,Local time,net_generation,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_wind_production_forecast
4282,06/27/2020 10:00:00,2020-06-27 06:00:00,81028,332.8,13287,29852,32968,174,853,37,2594,1263,2.9003518318359,294.589521194601,292.807696750793,27.7202915091813,1.16837481768721,1628.3312
4283,06/27/2020 11:00:00,2020-06-27 07:00:00,81805,333.2,13328,30376,32940,170,898,456,2394,1243,2.9003518318359,294.589521194601,292.807696750793,27.7202915091813,1.16837481768721,1686.6382
4284,06/27/2020 12:00:00,2020-06-27 08:00:00,87194,341.97,13499,35174,32950,177,917,942,2230,1305,2.9003518318359,294.589521194601,292.807696750793,27.7202915091813,1.16837481768721,1652.5162
4285,06/27/2020 13:00:00,2020-06-27 09:00:00,93019,352.65,14614,39331,32922,193,973,1206,2462,1318,3.61197319355061,298.069880914201,293.72486749691,425.062563187985,0.609603846496645,1705.9833
4286,06/27/2020 14:00:00,2020-06-27 10:00:00,98240,361.41,15606,42724,32886,192,980,1382,2846,1624,3.61197319355061,298.069880914201,293.72486749691,425.062563187985,0.609603846496645,1711.2988
4287,06/27/2020 15:00:00,2020-06-27 11:00:00,104600,377.57,18309,46354,32852,192,1013,1460,2810,1610,3.61197319355061,298.069880914201,293.72486749691,425.062563187985,0.609603846496645,1730.8042
4288,06/27/2020 16:00:00,2020-06-27 12:00:00,108509,380.06,19363,48113,32804,193,1924,1414,3092,1606,3.9179639966836,300.19302115769,293.9720960785,592.436106878226,1.53652192085208,1839.1063
4289,06/27/2020 17:00:00,2020-06-27 13:00:00,111620,383.22,20181,49837,32767,191,2896,1454,2687,1607,3.9179639966836,300.19302115769,293.9720960785,592.436106878226,1.53652192085208,1820.8054
4290,06/27/2020 18:00:00,2020-06-27 14:00:00,114642,380.36,20173,51434,32737,192,4903,1357,2218,1628,3.9179639966836,300.19302115769,293.9720960785,592.436106878226,1.53652192085208,1883.8942
4291,06/27/2020 19:00:00,2020-06-27 15:00:00,117290,380.89,21066,52052,32613,190,5429,1398,2891,1651,3.85655210799848,300.480141317263,294.241422415699,699.701007970976,0.921896481333756,2025.7094
4292,06/27/2020 20:00:00,2020-06-27 16:00:00,119517,388.05,22643,52896,32455,192,5715,1343,2628,1645,3.85655210799848,300.480141317263,294.241422415699,699.701007970976,0.921896481333756,1984.8033
4293,06/27/2020 21:00:00,2020-06-27 17:00:00,119837,387.99,22941,52586,32657,186,6066,1160,2558,1683,3.85655210799848,300.480141317263,294.241422415699,699.701007970976,0.921896481333756,2044.4493
4294,06/27/2020 22:00:00,2020-06-27 18:00:00,120240,393.39,23761,52892,32685,189,5753,847,2425,1688,2.88192494865178,298.007372694562,294.583290816342,499.963395092904,1.83036241134022,2045.9376
4295,06/27/2020 23:00:00,2020-06-27 19:00:00,117485,403.59,23892,53093,32692,186,3566,297,2082,1677,2.88192494865178,298.007372694562,294.583290816342,499.963395092904,1.83036241134022,2192.1372
4296,06/28/2020 00:00:00,2020-06-27 20:00:00,112761,408.72,23558,51070,32713,188,1703,2,1856,1671,2.88192494865178,298.007372694562,294.583290816342,499.963395092904,1.83036241134022,898.2158
4297,06/28/2020 01:00:00,2020-06-27 21:00:00,110295,403.6,22162,50257,32735,193,1065,2,2241,1640,2.52519837129638,295.005580817386,293.098551813672,12.8573398158486,0.605296749321779,987.7312
4298,06/28/2020 02:00:00,2020-06-27 22:00:00,106000,397.84,21647,46772,32710,199,874,2,2465,1331,2.52519837129638,295.005580817386,293.098551813672,12.8573398158486,0.605296749321779,1020.5787
4299,06/28/2020 03:00:00,2020-06-27 23:00:00,100365,388.73,19599,43793,32580,201,822,2,2052,1316,2.52519837129638,295.005580817386,293.098551813672,12.8573398158486,0.605296749321779,1040.9371
4300,06/28/2020 04:00:00,2020-06-28 00:00:00,92466,353.44,15821,37063,32948,164,796,20,4257,1397,2.38377387891181,294.010110179861,292.550318079116,6.41717747583121,1.19450074071525,1143.887
4301,06/28/2020 05:00:00,2020-06-28 01:00:00,87023,358.2,14949,35572,32658,185,853,2,1469,1335,2.38377387891181,294.010110179861,292.550318079116,6.41717747583121,1.19450074071525,1159.8398
4302,06/28/2020 06:00:00,2020-06-28 02:00:00,84154,350.78,13904,33975,32731,176,857,2,1181,1328,2.38377387891181,294.010110179861,292.550318079116,6.41717747583121,1.19450074071525,1135.838
4303,06/28/2020 07:00:00,2020-06-28 03:00:00,81191,344.28,13318,31761,32776,177,887,2,943,1327,2.36248050616095,293.331274580027,292.090815658596,0,0.499708498558357,1099.5188
4304,06/28/2020 08:00:00,2020-06-28 04:00:00,80189,341.65,13290,30674,32824,176,895,2,1003,1325,2.36248050616095,293.331274580027,292.090815658596,0,0.499708498558357,1091.6273
4305,06/28/2020 09:00:00,2020-06-28 05:00:00,79475,341.17,13297,30168,32891,174,932,2,739,1272,2.36248050616095,293.331274580027,292.090815658596,0,0.499708498558357,1106.1149
4306,06/28/2020 10:00:00,2020-06-28 06:00:00,77846,337.35,13331,28378,32954,172,870,36,840,1265,2.56242092142811,294.877535337307,293.119396594787,29.8357349495066,0.838336288174998,1028.3792
4307,06/28/2020 11:00:00,2020-06-28 07:00:00,81109,343.35,13423,31335,32979,171,891,470,507,1333,2.56242092142811,294.877535337307,293.119396594787,29.8357349495066,0.838336288174998,1045.9263
4308,06/28/2020 12:00:00,2020-06-28 08:00:00,85667,349.28,13606,35193,32989,180,1005,948,409,1337,2.56242092142811,294.877535337307,293.119396594787,29.8357349495066,0.838336288174998,957.1847
4309,06/28/2020 13:00:00,2020-06-28 09:00:00,90568,358.44,14259,39261,32942,191,1000,1198,386,1331,3.09074353101864,299.103168706667,293.736349352868,467.932408073382,0.302066591385292,973.11487
4310,06/28/2020 14:00:00,2020-06-28 10:00:00,98630,376.9,16724,43842,32946,194,1166,1399,415,1944,3.09074353101864,299.103168706667,293.736349352868,467.932408073382,0.302066591385292,939.06085
4311,06/28/2020 15:00:00,2020-06-28 11:00:00,105864,390.13,18705,48951,32924,193,1208,1480,466,1937,3.09074353101864,299.103168706667,293.736349352868,467.932408073382,0.302066591385292,924.09644
4312,06/28/2020 16:00:00,2020-06-28 12:00:00,112157,399.22,20754,52596,32910,192,1624,1540,612,1929,3.16014272928337,301.481951694169,293.361100303001,639.912517042901,0.987358799868292,976.37695
4313,06/28/2020 17:00:00,2020-06-28 13:00:00,117055,407.63,22621,55474,32910,193,1889,1426,617,1925,3.16014272928337,301.481951694169,293.361100303001,639.912517042901,0.987358799868292,942.93744
4314,06/28/2020 18:00:00,2020-06-28 14:00:00,120714,409.73,23302,57854,32871,192,2328,1264,958,1945,3.16014272928337,301.481951694169,293.361100303001,639.912517042901,0.987358799868292,991.5531
4315,06/28/2020 19:00:00,2020-06-28 15:00:00,123573,404.42,23803,57994,32839,188,4054,1288,1476,1931,3.18236107633021,301.228108917226,293.668093167373,705.211588018782,0.664526780858225,1046.762
4316,06/28/2020 20:00:00,2020-06-28 16:00:00,126382,403.99,24519,58955,32847,191,5940,839,1160,1931,3.18236107633021,301.228108917226,293.668093167373,705.211588018782,0.664526780858225,1018.21454
4317,06/28/2020 21:00:00,2020-06-28 17:00:00,128039,408.64,25380,60132,32844,192,5847,658,1065,1921,3.18236107633021,301.228108917226,293.668093167373,705.211588018782,0.664526780858225,1104.9862
4318,06/28/2020 22:00:00,2020-06-28 18:00:00,127066,411.44,25459,59985,32845,187,5368,336,971,1915,2.34877024162763,298.213269790784,294.21138744625,498.06572385177,1.28514041326654,1159.5426
4319,06/28/2020 23:00:00,2020-06-28 19:00:00,123876,415.1,24780,59452,32871,188,3665,116,874,1930,2.34877024162763,298.213269790784,294.21138744625,498.06572385177,1.28514041326654,1249.0463
4320,06/29/2020 00:00:00,2020-06-28 20:00:00,118370,418.11,24196,56576,32860,186,1676,7,922,1947,2.34877024162763,298.213269790784,294.21138744625,498.06572385177,1.28514041326654,873.3104
4321,06/29/2020 01:00:00,2020-06-28 21:00:00,113911,416.11,23613,53281,32890,187,1030,7,935,1968,2.19413198198285,295.050282852693,292.531745815802,9.57541143877736,0.948382217481884,1048.7538
4322,06/29/2020 02:00:00,2020-06-28 22:00:00,109083,410.1,22965,49788,32914,188,1002,7,853,1366,2.19413198198285,295.050282852693,292.531745815802,9.57541143877736,0.948382217481884,1005.8612
4323,06/29/2020 03:00:00,2020-06-28 23:00:00,101208,393.45,19960,44763,32934,183,1064,11,908,1385,2.19413198198285,295.050282852693,292.531745815802,9.57541143877736,0.948382217481884,1016.297
4324,06/29/2020 04:00:00,2020-06-29 00:00:00,93150,374.66,17322,39190,32616,196,817,2,1671,1336,2.22358773515563,293.946808504935,291.855821520256,4.78511533365421,1.54089046123059,1196.3425
4325,06/29/2020 05:00:00,2020-06-29 01:00:00,89058,361.88,15019,37570,32951,166,853,7,1110,1382,2.22358773515563,293.946808504935,291.855821520256,4.78511533365421,1.54089046123059,1236.4784
4326,06/29/2020 06:00:00,2020-06-29 02:00:00,86780,354.97,14299,35880,32977,167,864,7,1216,1370,2.22358773515563,293.946808504935,291.855821520256,4.78511533365421,1.54089046123059,1259.7699
4327,06/29/2020 07:00:00,2020-06-29 03:00:00,84638,349.65,14154,33663,32988,172,864,7,1436,1354,2.15298826766812,293.129996039362,291.335074068439,0,0.755231407316652,1131.0103
4328,06/29/2020 08:00:00,2020-06-29 04:00:00,83621,347.28,13975,32815,32981,168,867,7,1438,1370,2.15298826766812,293.129996039362,291.335074068439,0,0.755231407316652,1177.4274
4329,06/29/2020 09:00:00,2020-06-29 05:00:00,85692,351.05,13991,35031,32988,171,878,7,1338,1288,2.15298826766812,293.129996039362,291.335074068439,0,0.755231407316652,1141.2644
4330,06/29/2020 10:00:00,2020-06-29 06:00:00,86912,353.13,14126,35910,32988,178,962,18,1356,1374,2.12380170902037,294.55034571775,292.246360035517,26.9295572263337,1.41838127786917,1013.1255
4331,06/29/2020 11:00:00,2020-06-29 07:00:00,92159,361.85,15042,39746,32976,192,960,409,1463,1371,2.12380170902037,294.55034571775,292.246360035517,26.9295572263337,1.41838127786917,946.4146
4332,06/29/2020 12:00:00,2020-06-29 08:00:00,100391,383.63,18527,44442,32985,192,974,950,968,1353,2.12380170902037,294.55034571775,292.246360035517,26.9295572263337,1.41838127786917,808.0653
4333,06/29/2020 13:00:00,2020-06-29 09:00:00,107785,400.37,21486,48943,32952,193,962,1325,576,1348,2.46258390792368,298.088314560839,293.103007070854,405.52215596501,0.697546408855362,820.5592
4334,06/29/2020 14:00:00,2020-06-29 10:00:00,114899,414.92,23987,53081,32798,191,979,1448,439,1976,2.46258390792368,298.088314560839,293.103007070854,405.52215596501,0.697546408855362,700.66113
4335,06/29/2020 15:00:00,2020-06-29 11:00:00,121415,420.93,25365,57518,32909,194,1334,1502,452,2141,2.46258390792368,298.088314560839,293.103007070854,405.52215596501,0.697546408855362,653.40656
4336,06/29/2020 16:00:00,2020-06-29 12:00:00,127339,423.92,26470,61244,32890,188,2166,1528,534,2319,2.79394779090633,300.100251399778,293.099963649499,557.335997936037,1.59820968097507,746.1577
4337,06/29/2020 17:00:00,2020-06-29 13:00:00,131141,421.41,27664,61857,32890,188,4116,1445,723,2258,2.79394779090633,300.100251399778,293.099963649499,557.335997936037,1.59820968097507,621.1254
4338,06/29/2020 18:00:00,2020-06-29 14:00:00,134840,420.92,28478,63500,32872,193,5092,1361,1094,2250,2.79394779090633,300.100251399778,293.099963649499,557.335997936037,1.59820968097507,732.0429
4339,06/29/2020 19:00:00,2020-06-29 15:00:00,136482,420.52,28125,64610,32853,698,5220,1247,1404,2325,2.98036591917516,299.771567734904,293.601649713391,649.078921345359,1.10314224635168,732.0776
4340,06/29/2020 20:00:00,2020-06-29 16:00:00,136931,422.2,28108,64563,32846,1316,5007,1328,1359,2404,2.98036591917516,299.771567734904,293.601649713391,649.078921345359,1.10314224635168,750.38464
4341,06/29/2020 21:00:00,2020-06-29 17:00:00,136592,421.9,28146,64397,32866,1092,5342,1130,1193,2426,2.98036591917516,299.771567734904,293.601649713391,649.078921345359,1.10314224635168,803.7141
4342,06/29/2020 22:00:00,2020-06-29 18:00:00,136820,425.95,28764,64733,32898,1011,5169,884,865,2496,2.51661171438323,297.083655608423,293.918107605925,463.281113416539,2.35689863569839,847.7185
4343,06/29/2020 23:00:00,2020-06-29 19:00:00,131950,430.02,29163,61301,32915,1000,4114,262,873,2322,2.51661171438323,297.083655608423,293.918107605925,463.281113416539,2.35689863569839,963.4769
4344,06/30/2020 00:00:00,2020-06-29 20:00:00,124937,430.62,28387,57141,32927,774,2440,6,1040,2222,2.51661171438323,297.083655608423,293.918107605925,463.281113416539,2.35689863569839,1201.4005
4345,06/30/2020 01:00:00,2020-06-29 21:00:00,120496,424.02,26826,54908,32930,189,1111,6,2210,2316,2.07974958815652,294.298198103687,292.19049187705,11.1466361344414,1.06839075912838,1041.3549
4346,06/30/2020 02:00:00,2020-06-29 22:00:00,114606,415.79,25270,51502,32946,189,971,6,2108,1614,2.07974958815652,294.298198103687,292.19049187705,11.1466361344414,1.06839075912838,1027.7418
4347,06/30/2020 03:00:00,2020-06-29 23:00:00,106065,401.04,22001,46784,32992,188,913,6,1735,1446,2.07974958815652,294.298198103687,292.19049187705,11.1466361344414,1.06839075912838,1057.2162
4348,06/30/2020 04:00:00,2020-06-30 00:00:00,93038,374.67,16874,39887,32937,163,856,7,965,1349,2.04672528457278,293.273634907956,291.476973448402,5.57815738351047,1.83969338954652,964.00934
4349,06/30/2020 05:00:00,2020-06-30 01:00:00,93147,368.51,16582,39236,33034,175,927,6,1830,1357,2.04672528457278,293.273634907956,291.476973448402,5.57815738351047,1.83969338954652,897.6601
4350,06/30/2020 06:00:00,2020-06-30 02:00:00,89917,362.03,15531,37369,33041,168,902,6,1526,1374,2.04672528457278,293.273634907956,291.476973448402,5.57815738351047,1.83969338954652,855.6109
4351,06/30/2020 07:00:00,2020-06-30 03:00:00,86618,356.12,15074,34782,33075,170,911,6,1316,1284,1.86144051523706,292.563279601126,290.915575805935,0,0.602077725492457,683.8637
4352,06/30/2020 08:00:00,2020-06-30 04:00:00,85593,354.54,14932,33877,33068,173,924,6,1246,1367,1.86144051523706,292.563279601126,290.915575805935,0,0.602077725492457,658.3375
4353,06/30/2020 09:00:00,2020-06-30 05:00:00,86428,357.06,15038,34720,33084,172,934,6,1084,1390,1.86144051523706,292.563279601126,290.915575805935,0,0.602077725492457,619.7448
4354,06/30/2020 10:00:00,2020-06-30 06:00:00,89568,363.51,15391,37557,33100,162,937,49,947,1425,1.96016335270271,294.149631774904,292.155155389744,29.7729203248257,0.989875196478134,601.81104
4355,06/30/2020 11:00:00,2020-06-30 07:00:00,92430,370.87,16630,38976,33098,184,954,290,895,1403,1.96016335270271,294.149631774904,292.155155389744,29.7729203248257,0.989875196478134,482.94244
4356,06/30/2020 12:00:00,2020-06-30 08:00:00,98476,385.03,18574,43138,33080,191,964,586,555,1388,1.96016335270271,294.149631774904,292.155155389744,29.7729203248257,0.989875196478134,358.6767
4357,06/30/2020 13:00:00,2020-06-30 09:00:00,105457,401.68,21785,46849,33043,195,926,955,350,1354,2.4637040983242,298.480611839966,293.18043116527,463.627636286364,0.424677151142919,418.34134
4358,06/30/2020 14:00:00,2020-06-30 10:00:00,111926,412.55,24243,50054,32873,199,1120,1257,528,1652,2.4637040983242,298.480611839966,293.18043116527,463.627636286364,0.424677151142919,452.55334
4359,06/30/2020 15:00:00,2020-06-30 11:00:00,117822,416.91,25072,54672,32791,189,1661,1341,452,1644,2.4637040983242,298.480611839966,293.18043116527,463.627636286364,0.424677151142919,459.44162
4360,06/30/2020 16:00:00,2020-06-30 12:00:00,123334,417.77,26734,56657,32810,190,3368,1377,519,1679,2.77757954347412,300.666972092601,293.264852645413,624.381587263159,1.14184855070215,585.35223
4361,06/30/2020 17:00:00,2020-06-30 13:00:00,127319,419.02,27300,59398,32787,191,3888,1290,778,1687,2.77757954347412,300.666972092601,293.264852645413,624.381587263159,1.14184855070215,639.23584
4362,06/30/2020 18:00:00,2020-06-30 14:00:00,130067,415.36,27841,59747,32793,192,5069,1275,1427,1723,2.77757954347412,300.666972092601,293.264852645413,624.381587263159,1.14184855070215,789.61646
4363,06/30/2020 19:00:00,2020-06-30 15:00:00,131225,416.8,28425,60246,32778,190,5250,1132,1554,1650,2.76112468922199,300.62818253343,293.661672692906,712.903903416955,0.851716990689221,804.3733
4364,06/30/2020 20:00:00,2020-06-30 16:00:00,131653,417.05,28652,60287,32778,190,5565,885,1636,1660,2.76112468922199,300.62818253343,293.661672692906,712.903903416955,0.851716990689221,933.2263
4365,06/30/2020 21:00:00,2020-06-30 17:00:00,131874,419.69,28799,60988,32780,189,5573,652,1245,1648,2.76112468922199,300.62818253343,293.661672692906,712.903903416955,0.851716990689221,966.3808
4366,06/30/2020 22:00:00,2020-06-30 18:00:00,130400,422.58,28473,60955,32785,309,5199,365,678,1636,2.38183964497476,297.904817138526,294.314339472361,516.613532560864,2.02228137809342,1132.7443
4367,06/30/2020 23:00:00,2020-06-30 19:00:00,126841,427.03,28538,59179,32837,184,3725,147,588,1643,2.38183964497476,297.904817138526,294.314339472361,516.613532560864,2.02228137809342,1191.2524
4368,07/01/2020 00:00:00,2020-06-30 20:00:00,121072,425.64,27548,55519,32855,187,2481,22,812,1648,2.38183964497476,297.904817138526,294.314339472361,516.613532560864,2.02228137809342,1237.1737
4369,07/01/2020 01:00:00,2020-06-30 21:00:00,116879,426.68,26748,53519,32916,187,1167,22,664,1656,1.98931177895798,294.523527168075,292.274614150584,12.2952736115271,0.646913661323589,1205.1979
4370,07/01/2020 02:00:00,2020-06-30 22:00:00,112011,423.18,26439,49435,32941,189,954,22,677,1354,1.98931177895798,294.523527168075,292.274614150584,12.2952736115271,0.646913661323589,1207.3798
4371,07/01/2020 03:00:00,2020-06-30 23:00:00,104480,410.5,23935,44388,32955,190,956,22,660,1374,1.98931177895798,294.523527168075,292.274614150584,12.2952736115271,0.646913661323589,1243.4211
4372,07/01/2020 04:00:00,2020-07-01 00:00:00,98131,382.2,19047,41565,32990,188,915,6,2052,1368,1.88880124703007,293.489964224311,291.659164939672,6.13752701197606,0.863768935076373,1182.466
4373,07/01/2020 05:00:00,2020-07-01 01:00:00,91734,377.22,17680,37919,33037,190,935,22,556,1395,1.88880124703007,293.489964224311,291.659164939672,6.13752701197606,0.863768935076373,1248.2579
4374,07/01/2020 06:00:00,2020-07-01 02:00:00,88817,367.34,16133,36467,33024,194,936,22,648,1393,1.88880124703007,293.489964224311,291.659164939672,6.13752701197606,0.863768935076373,1179.4722
4375,07/01/2020 07:00:00,2020-07-01 03:00:00,85990,360.75,15099,34938,33020,197,905,22,426,1383,1.92723671431705,292.704293717067,291.122902147229,0,0.150677012562078,1106.1063
4376,07/01/2020 08:00:00,2020-07-01 04:00:00,85122,357.62,14558,34636,33043,199,931,22,334,1399,1.92723671431705,292.704293717067,291.122902147229,0,0.150677012562078,1043.1229
4377,07/01/2020 09:00:00,2020-07-01 05:00:00,86662,360.14,14810,35770,33057,196,911,22,486,1410,1.92723671431705,292.704293717067,291.122902147229,0,0.150677012562078,998.6891
4378,07/01/2020 10:00:00,2020-07-01 06:00:00,89562,366.37,15401,38057,33056,198,917,28,502,1403,2.08053084023048,294.487677406511,292.257979627866,33.1110151422914,0.257434822093414,1001.81036
4379,07/01/2020 11:00:00,2020-07-01 07:00:00,93435,376.89,17235,39841,33062,203,894,245,536,1419,2.08053084023048,294.487677406511,292.257979627866,33.1110151422914,0.257434822093414,952.80457
4380,07/01/2020 12:00:00,2020-07-01 08:00:00,99487,392.62,20284,42851,33041,202,866,686,347,1210,2.08053084023048,294.487677406511,292.257979627866,33.1110151422914,0.257434822093414,837.6493
4381,07/01/2020 13:00:00,2020-07-01 09:00:00,105140,399.85,21331,47109,33030,201,908,1016,306,1239,2.68952253065641,299.416761248265,292.757039386722,518.394140592533,0.100764607220021,876.8158
4382,07/01/2020 14:00:00,2020-07-01 10:00:00,111787,413.21,24590,50026,32940,190,1000,1216,523,1302,2.68952253065641,299.416761248265,292.757039386722,518.394140592533,0.100764607220021,941.82074
4383,07/01/2020 15:00:00,2020-07-01 11:00:00,118421,418.06,26047,54284,32956,189,1466,1264,887,1328,2.68952253065641,299.416761248265,292.757039386722,518.394140592533,0.100764607220021,920.68353
4384,07/01/2020 16:00:00,2020-07-01 12:00:00,123684,419.87,26923,57480,32942,187,2602,1190,864,1496,2.92640503863346,302.030236818758,292.177620078924,698.316504754273,0.286499719390158,1026.8943
4385,07/01/2020 17:00:00,2020-07-01 13:00:00,127105,416.98,27210,59043,32936,190,4212,1192,787,1535,2.92640503863346,302.030236818758,292.177620078924,698.316504754273,0.286499719390158,1084.3176
4386,07/01/2020 18:00:00,2020-07-01 14:00:00,129771,416.89,27783,60329,32924,189,4992,1062,976,1516,2.92640503863346,302.030236818758,292.177620078924,698.316504754273,0.286499719390158,1223.7917
4387,07/01/2020 19:00:00,2020-07-01 15:00:00,131428,415.25,27924,60938,32902,190,5418,978,1493,1585,2.93933811845477,302.004538906555,292.68611526967,766.528333916697,0.242005420986858,1312.6731
4388,07/01/2020 20:00:00,2020-07-01 16:00:00,132189,412.6,27380,61809,32880,189,5622,817,1931,1561,2.93933811845477,302.004538906555,292.68611526967,766.528333916697,0.242005420986858,1410.9088
4389,07/01/2020 21:00:00,2020-07-01 17:00:00,132483,414.93,27726,62312,32886,188,5536,781,1625,1429,2.93933811845477,302.004538906555,292.68611526967,766.528333916697,0.242005420986858,1493.2852
4390,07/01/2020 22:00:00,2020-07-01 18:00:00,130780,416.24,27508,61611,32868,186,5538,444,1184,1441,2.30068793254023,298.834566483113,293.807769530939,552.722109848721,0.441321937590231,1603.0072
4391,07/01/2020 23:00:00,2020-07-01 19:00:00,126717,421.97,27399,59886,32874,186,3818,140,934,1480,2.30068793254023,298.834566483113,293.807769530939,552.722109848721,0.441321937590231,1632.6079
4392,07/02/2020 00:00:00,2020-07-01 20:00:00,121097,420.27,25904,57121,32912,189,2486,23,927,1535,2.30068793254023,298.834566483113,293.807769530939,552.722109848721,0.441321937590231,1074.1749
4393,07/02/2020 01:00:00,2020-07-01 21:00:00,117179,421.8,25718,54701,32919,190,1398,25,840,1388,2.00343514959306,295.533362612898,291.8214026766,13.1867334368556,0.182232941204546,1131.1819
4394,07/02/2020 02:00:00,2020-07-01 22:00:00,110751,417.84,25107,49316,32944,192,847,23,933,1389,2.00343514959306,295.533362612898,291.8214026766,13.1867334368556,0.182232941204546,1183.0131
4395,07/02/2020 03:00:00,2020-07-01 23:00:00,102924,399.51,22069,43857,32954,192,880,23,1559,1390,2.00343514959306,295.533362612898,291.8214026766,13.1867334368556,0.182232941204546,1258.1766
4396,07/02/2020 04:00:00,2020-07-02 00:00:00,96463,390.25,19800,40618,32988,190,942,22,536,1367,1.95471562744917,294.291456972267,291.179178210337,6.59798543715193,0.251492922825891,1215.0293
4397,07/02/2020 05:00:00,2020-07-02 01:00:00,90415,367.55,16703,36753,33015,192,799,23,1546,1384,1.95471562744917,294.291456972267,291.179178210337,6.59798543715193,0.251492922825891,1275.749
4398,07/02/2020 06:00:00,2020-07-02 02:00:00,87340,357.95,15490,34758,33044,195,853,25,1593,1382,1.95471562744917,294.291456972267,291.179178210337,6.59798543715193,0.251492922825891,1294.8184
4399,07/02/2020 07:00:00,2020-07-02 03:00:00,84490,351.8,15114,32368,33058,198,858,23,1578,1293,2.09704392686757,293.416373271854,290.732165784505,0,0.042491771397384,1297.9692
4400,07/02/2020 08:00:00,2020-07-02 04:00:00,83403,351.28,15193,31394,33061,198,849,23,1408,1277,2.09704392686757,293.416373271854,290.732165784505,0,0.042491771397384,1188.7515
4401,07/02/2020 09:00:00,2020-07-02 05:00:00,84246,354.71,15481,32075,33058,199,858,23,1252,1300,2.09704392686757,293.416373271854,290.732165784505,0,0.042491771397384,1204.2361
4402,07/02/2020 10:00:00,2020-07-02 06:00:00,85573,357.27,15622,33292,33039,198,820,42,1291,1269,2.2261588508497,295.290812375036,291.988081789965,31.1974153233525,0.062511152598985,1186.0778
4403,07/02/2020 11:00:00,2020-07-02 07:00:00,91102,367.45,16332,37834,33035,204,879,367,1071,1380,2.2261588508497,295.290812375036,291.988081789965,31.1974153233525,0.062511152598985,1136.1002
4404,07/02/2020 12:00:00,2020-07-02 08:00:00,98322,382.13,18432,42648,33015,203,949,1053,659,1363,2.2261588508497,295.290812375036,291.988081789965,31.1974153233525,0.062511152598985,994.2022
4405,07/02/2020 13:00:00,2020-07-02 09:00:00,104790,398.01,21122,46557,32992,202,932,1322,289,1374,2.50842810615287,300.376702065909,293.041676756291,509.663571820821,0.058052424342401,973.4311
4406,07/02/2020 14:00:00,2020-07-02 10:00:00,111706,408.79,22752,50769,32943,190,1112,1512,264,2164,2.50842810615287,300.376702065909,293.041676756291,509.663571820821,0.058052424342401,982.37573
4407,07/02/2020 15:00:00,2020-07-02 11:00:00,119732,414.72,24088,56164,32890,204,2015,1529,365,2477,2.50842810615287,300.376702065909,293.041676756291,509.663571820821,0.058052424342401,885.58704
4408,07/02/2020 16:00:00,2020-07-02 12:00:00,126062,418.97,25615,60077,32882,189,2767,1465,613,2454,2.58110878557704,302.91673541456,292.652251217797,690.759344875245,0.261963363476161,913.58325
4409,07/02/2020 17:00:00,2020-07-02 13:00:00,131473,419.28,27546,61268,32866,190,4758,1544,721,2580,2.58110878557704,302.91673541456,292.652251217797,690.759344875245,0.261963363476161,943.246
4410,07/02/2020 18:00:00,2020-07-02 14:00:00,135223,422.57,28485,63737,32832,190,5278,1471,608,2622,2.58110878557704,302.91673541456,292.652251217797,690.759344875245,0.261963363476161,1036.6448
4411,07/02/2020 19:00:00,2020-07-02 15:00:00,137706,428.5,30045,64239,32795,190,5470,1407,451,3109,2.73323151549376,302.525322058497,293.267139114355,753.970978553235,0.356893408357355,1097.3384
4412,07/02/2020 20:00:00,2020-07-02 16:00:00,139269,429.5,30774,64806,32780,190,6024,1363,333,2999,2.73323151549376,302.525322058497,293.267139114355,753.970978553235,0.356893408357355,1076.272
4413,07/02/2020 21:00:00,2020-07-02 17:00:00,139243,431.48,31281,64246,32722,188,6075,1244,302,3185,2.73323151549376,302.525322058497,293.267139114355,753.970978553235,0.356893408357355,1148.6547
4414,07/02/2020 22:00:00,2020-07-02 18:00:00,138609,434.91,31561,64150,32703,186,5510,905,338,3256,2.29273331280703,299.228174370531,294.308172243632,539.084620438137,0.744734175828482,1251.053
4415,07/02/2020 23:00:00,2020-07-02 19:00:00,135921,438.78,31092,63633,32728,186,4242,340,373,3327,2.29273331280703,299.228174370531,294.308172243632,539.084620438137,0.744734175828482,1248.3091
4416,07/03/2020 00:00:00,2020-07-02 20:00:00,127900,432.21,28662,59160,32774,186,3563,6,430,3119,2.29273331280703,299.228174370531,294.308172243632,539.084620438137,0.744734175828482,1193.4971
4417,07/03/2020 01:00:00,2020-07-02 21:00:00,123881,431.55,28058,56825,32802,186,2446,6,661,2897,2.11117109722728,295.956004694556,292.273761300479,12.9193476294207,0.37697271310871,1212.0333
4418,07/03/2020 02:00:00,2020-07-02 22:00:00,116158,424.93,26436,52548,32844,188,948,8,1214,1972,2.11117109722728,295.956004694556,292.273761300479,12.9193476294207,0.37697271310871,1285.249
4419,07/03/2020 03:00:00,2020-07-02 23:00:00,109308,412.7,23888,48697,32866,187,853,6,1223,1588,2.11117109722728,295.956004694556,292.273761300479,12.9193476294207,0.37697271310871,1348.9708
