UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_geothermal_production_forecast,avg_unknown_production_forecast
2023-07-30 00:00:00,2024-07-17 00:00:00,3.1,4.24387021555907,287.361255999356,5.64132379986336,0.473182415301711,23850.12456,9973.96246,142.08184,1598.90541,7801.87928,0.0,48359.99813,19379.77944,62.77066,1037.39583
2023-07-30 01:00:00,2024-07-17 00:00:00,3.1,4.55662907099515,286.838913788504,0.0,0.588075402060792,23420.72452,9590.81221,191.3487,1589.39907,7860.1363,0.0,50429.0009,19490.78409,62.65761,1047.16662
2023-07-30 02:00:00,2024-07-17 00:00:00,3.1,4.55662907099515,286.838913788504,0.0,0.588075402060792,22694.28702,9183.61673,190.25401,1577.55373,7852.51141,0.0,52298.00179,19750.63267,62.08895,1054.68255
2023-07-30 03:00:00,2024-07-17 00:00:00,3.1,4.55662907099515,286.838913788504,0.0,0.588075402060792,22429.79305,8979.66317,162.38692,1548.65717,7862.75458,124.0,53376.99964,19992.97093,62.1534,1051.14324
2023-07-30 04:00:00,2024-07-17 00:00:00,3.1,4.78423957622729,288.087669397848,20.2697748475554,1.30020770625583,22584.54976,9012.67481,146.44579,1537.99704,7895.13123,4705.99998,53057.99899,20205.48149,61.93543,1055.62495
2023-07-30 05:00:00,2024-07-17 00:00:00,3.1,4.78423957622729,288.087669397848,20.2697748475554,1.30020770625583,23318.59729,9081.54965,163.99473,1523.56636,7966.11208,18556.99996,48712.99952,20405.10601,61.05734,1066.07044
2023-07-30 06:00:00,2024-07-17 00:00:00,3.1,4.78423957622729,288.087669397848,20.2697748475554,1.30020770625583,24221.22758,9647.77296,238.87968,1514.2033,7906.46632,39094.0007,49401.9981,20433.6254,59.48959,1067.31419
2023-07-30 07:00:00,2024-07-17 00:00:00,3.1,5.61455911062747,290.309251074282,227.113269779683,0.790305537360619,25195.48255,9939.37799,0.0,1495.99882,8016.30847,61244.0001,59726.00137,20421.30727,58.55323,1060.62329
2023-07-30 08:00:00,2024-07-17 00:00:00,3.1,5.61455911062747,290.309251074282,227.113269779683,0.790305537360619,26395.80512,10541.28763,152.98153,1505.91711,8014.42964,81054.00013,65299.99722,20183.19565,57.25594,1065.91264
2023-07-30 09:00:00,2024-07-17 00:00:00,3.1,5.61455911062747,290.309251074282,227.113269779683,0.790305537360619,27156.45613,11456.38575,281.13937,1513.59349,7911.8625,96599.99666,71773.99964,19832.10011,56.07469,1075.18945
2023-07-30 10:00:00,2024-07-17 00:00:00,3.1,5.85698161499287,291.546455043428,290.589848165596,1.51304582653514,27338.85086,12233.40281,336.71129,1520.02102,7874.46068,105514.9987,76401.99965,19476.80331,55.9717,1079.37827
2023-07-30 11:00:00,2024-07-17 00:00:00,3.1,5.85698161499287,291.546455043428,290.589848165596,1.51304582653514,27668.73945,13134.67518,379.49242,1515.03059,7899.78969,108194.00186,80879.99729,19280.41,55.47907,1067.33772
2023-07-30 12:00:00,2024-07-17 00:00:00,3.1,5.85698161499287,291.546455043428,290.589848165596,1.51304582653514,27483.39318,13791.78883,378.31297,1517.07925,7933.8135,105656.99776,84916.99838,19253.87176,55.76643,1060.74352
2023-07-30 13:00:00,2024-07-17 00:00:00,3.1,5.59692518257533,292.028995548657,304.225162664809,0.54238975161782,27400.53011,14117.21449,320.64741,1517.84005,7941.37152,96857.99658,88552.99793,19368.57286,55.95098,1047.52146
2023-07-30 14:00:00,2024-07-17 00:00:00,3.1,5.59692518257533,292.028995548657,304.225162664809,0.54238975161782,27679.34059,14150.11594,242.10972,1529.16307,7922.3999,82305.00246,93891.99722,19570.95366,56.99381,1049.78122
2023-07-30 15:00:00,2024-07-17 00:00:00,3.1,5.59692518257533,292.028995548657,304.225162664809,0.54238975161782,28167.90165,14121.61361,171.03851,1531.98323,7942.4574,62293.0016,100070.0013,19668.85496,57.29531,1044.03395
2023-07-30 16:00:00,2024-07-17 00:00:00,3.1,4.57791313806244,290.392853613172,212.293389971236,1.44628745258081,28837.81148,14276.16942,150.79656,1516.71321,7883.35955,38058.00072,104547.99894,19788.82742,57.62864,1046.27702
2023-07-30 17:00:00,2024-07-17 00:00:00,3.1,4.57791313806244,290.392853613172,212.293389971236,1.44628745258081,30024.05751,14701.90583,255.48537,1520.41212,7920.44687,15880.00056,91549.00064,19919.79026,58.73182,1050.09082
2023-07-30 18:00:00,2024-07-17 00:00:00,3.1,4.57791313806244,290.392853613172,212.293389971236,1.44628745258081,31198.07546,14707.44988,286.30572,1514.25828,8014.54483,3643.99999,80820.00094,19991.98335,59.51464,1041.6242
2023-07-30 19:00:00,2024-07-17 00:00:00,3.1,4.67786315394814,289.146680762696,3.66865870178084,1.83086939313523,32420.37818,14877.40428,298.12335,1525.76317,8015.48748,74.0,77747.99927,20019.84186,60.80216,1026.45431
2023-07-30 20:00:00,2024-07-17 00:00:00,3.1,4.67786315394814,289.146680762696,3.66865870178084,1.83086939313523,33379.28651,14787.91405,341.9946,1535.39071,7984.90423,0.0,79444.99708,19823.62218,62.0917,1025.98802
2023-07-30 21:00:00,2024-07-17 00:00:00,3.1,4.67786315394814,289.146680762696,3.66865870178084,1.83086939313523,34462.54481,14697.34019,391.45716,1540.15214,7938.16738,0.0,84243.99857,19609.02556,63.71562,1015.85247
2023-07-30 22:00:00,2024-07-17 00:00:00,3.1,5.08030724106673,288.615628873279,1.83406200275504,4.09208453852958,34693.03974,14280.03253,388.1678,1571.32108,7969.48016,0.0,82478.99927,19399.30638,64.52488,1011.58141
2023-07-30 23:00:00,2024-07-17 00:00:00,3.1,5.08030724106673,288.615628873279,1.83406200275504,4.09208453852958,34295.72174,14010.24209,361.38829,1631.93586,8012.07539,0.0,84232.00237,19282.70105,65.25148,1015.3035
2023-07-31 00:00:00,2024-07-17 00:00:00,3.1,5.08030724106673,288.615628873279,1.83406200275504,4.09208453852958,29208.40734,14937.88019,434.80917,1609.15981,7851.66971,1916.48999,69026.80101,19543.22097,62.85889,1037.39583
2023-07-31 01:00:00,2024-07-17 00:00:00,3.1,5.13493911946828,288.378530812699,0.0,2.1737970741849,28376.70209,14140.93992,482.4947,1599.44682,7910.52079,0.0,68636.83628,19646.55606,62.71466,1047.16662
2023-07-31 02:00:00,2024-07-17 00:00:00,3.1,5.13493911946828,288.378530812699,0.0,2.1737970741849,27198.58556,13325.82406,481.56404,1587.41812,7902.3644,0.0,67723.88179,19896.75506,62.12234,1054.68255
2023-07-31 03:00:00,2024-07-17 00:00:00,3.1,5.13493911946828,288.378530812699,0.0,2.1737970741849,26593.97366,12770.13876,455.02905,1558.09092,7911.89313,1703.19682,67255.08599,20127.24901,62.15987,1051.14324
2023-07-31 04:00:00,2024-07-17 00:00:00,3.1,5.2561918654443,288.634240593258,12.2249134929763,4.70233633722318,26580.52733,12581.50176,440.6778,1547.53303,7944.65936,7417.36976,66794.93237,20330.6566,61.90788,1055.62495
