UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-08-29 00:00:00,247.0,30.0,681.0,0.0,771.0,0.0,2.0,14.0
2023-08-29 01:00:00,236.0,29.0,681.0,0.0,784.0,0.0,2.0,14.0
2023-08-29 02:00:00,255.0,29.0,680.0,0.0,787.0,0.0,2.0,15.0
2023-08-29 03:00:00,319.0,31.0,680.0,0.0,794.0,0.0,1.0,16.0
2023-08-29 04:00:00,428.0,33.0,680.0,0.0,810.0,1.0,1.0,15.0
2023-08-29 05:00:00,480.0,33.0,680.0,0.0,825.0,7.0,2.0,15.0
2023-08-29 06:00:00,489.0,32.0,681.0,0.0,828.0,18.0,2.0,16.0
2023-08-29 07:00:00,510.0,30.0,681.0,0.0,818.0,38.0,1.0,16.0
2023-08-29 08:00:00,484.0,27.0,681.0,0.0,806.0,55.0,1.0,17.0
2023-08-29 09:00:00,455.0,29.0,681.0,0.0,801.0,58.0,1.0,17.0
2023-08-29 10:00:00,452.0,26.0,681.0,0.0,777.0,71.0,2.0,16.0
2023-08-29 11:00:00,457.0,29.0,680.0,0.0,780.0,51.0,1.0,16.0
2023-08-29 12:00:00,471.0,27.0,681.0,0.0,780.0,44.0,0.0,14.0
2023-08-29 13:00:00,473.0,26.0,682.0,0.0,765.0,45.0,0.0,15.0
2023-08-29 14:00:00,474.0,27.0,682.0,0.0,762.0,29.0,0.0,17.0
2023-08-29 15:00:00,456.0,26.0,683.0,0.0,789.0,16.0,1.0,16.0
2023-08-29 16:00:00,473.0,28.0,683.0,0.0,753.0,6.0,1.0,17.0
2023-08-29 17:00:00,457.0,33.0,684.0,0.0,767.0,2.0,2.0,16.0
2023-08-29 18:00:00,490.0,33.0,684.0,0.0,741.0,0.0,2.0,13.0
2023-08-29 19:00:00,491.0,41.0,685.0,0.0,721.0,0.0,2.0,13.0
2023-08-29 20:00:00,500.0,28.0,685.0,0.0,696.0,0.0,2.0,14.0
2023-08-29 21:00:00,505.0,29.0,686.0,0.0,732.0,0.0,2.0,13.0
2023-08-29 22:00:00,492.0,30.0,687.0,0.0,724.0,0.0,0.0,14.0
2023-08-29 23:00:00,488.0,41.0,687.0,0.0,709.0,0.0,0.0,14.0
