UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-12-06 00:00:00,268.0,66.0,698.0,0.0,789.0,1.0,1.0,16.0
2023-12-06 01:00:00,261.0,66.0,698.0,0.0,702.0,1.0,1.0,15.0
2023-12-06 02:00:00,261.0,66.0,698.0,0.0,698.0,1.0,1.0,17.0
2023-12-06 03:00:00,286.0,67.0,698.0,0.0,772.0,1.0,1.0,15.0
2023-12-06 04:00:00,399.0,69.0,698.0,0.0,798.0,1.0,1.0,16.0
2023-12-06 05:00:00,491.0,70.0,697.0,0.0,811.0,2.0,2.0,16.0
2023-12-06 06:00:00,494.0,74.0,697.0,0.0,832.0,2.0,1.0,15.0
2023-12-06 07:00:00,502.0,74.0,697.0,0.0,841.0,8.0,2.0,17.0
2023-12-06 08:00:00,503.0,70.0,697.0,0.0,846.0,20.0,1.0,15.0
2023-12-06 09:00:00,499.0,73.0,697.0,0.0,841.0,31.0,1.0,17.0
2023-12-06 10:00:00,499.0,74.0,697.0,0.0,824.0,41.0,1.0,16.0
2023-12-06 11:00:00,501.0,73.0,697.0,0.0,826.0,45.0,0.0,13.0
2023-12-06 12:00:00,504.0,72.0,697.0,0.0,815.0,46.0,0.0,11.0
2023-12-06 13:00:00,506.0,71.0,697.0,0.0,763.0,28.0,0.0,10.0
2023-12-06 14:00:00,504.0,72.0,697.0,0.0,760.0,8.0,0.0,12.0
2023-12-06 15:00:00,506.0,91.0,698.0,0.0,832.0,2.0,0.0,12.0
2023-12-06 16:00:00,509.0,177.0,698.0,0.0,836.0,2.0,0.0,15.0
2023-12-06 17:00:00,503.0,179.0,697.0,0.0,804.0,2.0,0.0,14.0
2023-12-06 18:00:00,522.0,179.0,698.0,0.0,800.0,2.0,0.0,16.0
2023-12-06 19:00:00,500.0,89.0,698.0,0.0,767.0,2.0,1.0,17.0
2023-12-06 20:00:00,495.0,71.0,698.0,0.0,767.0,2.0,0.0,15.0
2023-12-06 21:00:00,490.0,72.0,698.0,0.0,729.0,2.0,0.0,15.0
2023-12-06 22:00:00,418.0,70.0,698.0,0.0,786.0,1.0,0.0,15.0
2023-12-06 23:00:00,322.0,62.0,698.0,0.0,740.0,2.0,0.0,16.0
