UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-10-10 00:00:00,3729.0,5081.0,5540.0,4818.0,0.0,293.0,169.0
2023-10-10 01:00:00,3702.0,5087.0,5542.0,4733.0,0.0,424.0,169.0
2023-10-10 02:00:00,3697.0,5091.0,5545.0,4683.0,0.0,977.0,170.0
2023-10-10 03:00:00,3411.0,5078.0,5551.0,4557.0,0.0,1696.0,170.0
2023-10-10 04:00:00,3124.0,5093.0,5551.0,5218.0,10.0,1955.0,171.0
2023-10-10 05:00:00,3545.0,5076.0,5552.0,5271.0,346.0,2443.0,166.0
2023-10-10 06:00:00,3736.0,4881.0,5362.0,5299.0,1076.0,2513.0,170.0
2023-10-10 07:00:00,3546.0,4849.0,5421.0,4917.0,1734.0,2919.0,178.0
2023-10-10 08:00:00,2907.0,4783.0,5437.0,4953.0,2373.0,3406.0,182.0
2023-10-10 09:00:00,2862.0,4826.0,5443.0,4673.0,2641.0,4732.0,180.0
2023-10-10 10:00:00,2888.0,4815.0,5506.0,3959.0,2757.0,5245.0,175.0
2023-10-10 11:00:00,2892.0,4780.0,5505.0,3917.0,2678.0,4718.0,178.0
2023-10-10 12:00:00,2916.0,4786.0,5519.0,3984.0,2274.0,4128.0,180.0
2023-10-10 13:00:00,2976.0,4799.0,5523.0,4985.0,1526.0,3134.0,181.0
2023-10-10 14:00:00,3271.0,4805.0,5551.0,5281.0,689.0,2806.0,177.0
2023-10-10 15:00:00,3697.0,4838.0,5556.0,5409.0,85.0,2453.0,187.0
2023-10-10 16:00:00,3725.0,4906.0,5555.0,5430.0,0.0,2503.0,189.0
2023-10-10 17:00:00,3704.0,4956.0,5541.0,5262.0,0.0,2457.0,210.0
2023-10-10 18:00:00,3643.0,4979.0,5543.0,5110.0,0.0,2141.0,214.0
2023-10-10 19:00:00,3617.0,4985.0,5558.0,4812.0,0.0,1946.0,211.0
2023-10-10 20:00:00,2903.0,4932.0,5564.0,4812.0,0.0,1879.0,207.0
2023-10-10 21:00:00,2862.0,4933.0,5564.0,4781.0,0.0,1569.0,206.0
2023-10-10 22:00:00,3099.0,4761.0,5564.0,4915.0,0.0,1324.0,203.0
2023-10-10 23:00:00,3634.0,4721.0,5563.0,4620.0,0.0,1205.0,204.0
