UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-02-04 00:00:00,2024-07-17 00:00:00,3.1,6.727854345225147,269.0239287768409,265.1429480771026,0.0,1.1650880501941172,2837.68766,197.68407,1141.15759,14.89295,30.09958,29.69114
2023-02-04 01:00:00,2024-07-17 00:00:00,3.1,5.790287848627253,268.2751093840707,264.5403320900335,0.0,0.6041503649401654,2899.17283,201.52891,1098.63708,17.01285,30.11842,30.6038
2023-02-04 02:00:00,2024-07-17 00:00:00,3.1,5.790287848627253,268.2751093840707,264.5403320900335,0.0,0.6041503649401654,2922.3993,199.34225,1153.57436,21.07597,30.03276,30.37217
2023-02-04 03:00:00,2024-07-17 00:00:00,3.1,5.790287848627253,268.2751093840707,264.5403320900335,0.0,0.6041503649401654,2935.14749,201.95097,1340.75151,23.10304,29.9997,31.56756
2023-02-04 04:00:00,2024-07-17 00:00:00,3.1,5.243096670732744,267.77674277456754,264.06589908670543,0.0546945219418509,1.0905926860389803,2964.15994,199.40883,1502.4064,22.90853,30.03713,30.66551
2023-02-04 05:00:00,2024-07-17 00:00:00,3.1,5.243096670732744,267.77674277456754,264.06589908670543,0.0546945219418509,1.0905926860389803,2943.34488,201.44944,1636.30218,24.62837,30.03883,29.94394
2023-02-04 06:00:00,2024-07-17 00:00:00,3.1,5.243096670732744,267.77674277456754,264.06589908670543,0.0546945219418509,1.0905926860389803,2947.30924,201.48229,1739.97078,24.32376,30.06203,29.03205
2023-02-04 07:00:00,2024-07-17 00:00:00,3.1,5.996623588014684,269.64268794544535,263.80914357781046,167.4904127325879,0.2865174539130022,2901.7871,216.18836,1779.05081,25.72619,30.02174,28.30293
2023-02-04 08:00:00,2024-07-17 00:00:00,3.1,5.996623588014684,269.64268794544535,263.80914357781046,167.4904127325879,0.2865174539130022,2942.63423,208.35618,1752.07572,27.02842,30.02858,27.92103
2023-02-04 09:00:00,2024-07-17 00:00:00,3.1,5.996623588014684,269.64268794544535,263.80914357781046,167.4904127325879,0.2865174539130022,2903.00796,210.01864,1729.21012,24.77814,30.00297,27.60159
2023-02-04 10:00:00,2024-07-17 00:00:00,3.1,6.141580025783812,271.060490904002,263.5858383494675,291.4616071195376,0.4457032304721074,2882.7563,210.58206,1642.37685,23.56221,30.06698,28.30687
2023-02-04 11:00:00,2024-07-17 00:00:00,3.1,6.141580025783812,271.060490904002,263.5858383494675,291.4616071195376,0.4457032304721074,2909.63884,203.51344,1642.35718,22.56642,30.0064,28.67519
2023-02-04 12:00:00,2024-07-17 00:00:00,3.1,6.141580025783812,271.060490904002,263.5858383494675,291.4616071195376,0.4457032304721074,2903.69333,212.86972,1639.38378,22.21855,30.00107,29.10994
2023-02-04 13:00:00,2024-07-17 00:00:00,3.1,5.254960049022942,270.02662205210794,263.90470767598595,260.40637579835425,0.1098630747520393,2883.88828,219.97593,1691.62491,22.92354,30.03324,27.53859
2023-02-04 14:00:00,2024-07-17 00:00:00,3.1,5.254960049022942,270.02662205210794,263.90470767598595,260.40637579835425,0.1098630747520393,2885.62827,217.404,1811.3302,24.60079,30.00639,26.98878
2023-02-04 15:00:00,2024-07-17 00:00:00,3.1,5.254960049022942,270.02662205210794,263.90470767598595,260.40637579835425,0.1098630747520393,2873.38267,215.47005,1858.9475,23.30474,29.95731,26.76276
2023-02-04 16:00:00,2024-07-17 00:00:00,3.1,3.9869092344354056,267.6216595960816,263.35796777063763,134.43408561109436,0.1977503871623175,2896.58515,214.6243,1865.36726,19.84246,29.98007,25.55613
2023-02-04 17:00:00,2024-07-17 00:00:00,3.1,3.9869092344354056,267.6216595960816,263.35796777063763,134.43408561109436,0.1977503871623175,2858.73495,214.37204,1763.13748,16.71607,30.00361,26.31385
2023-02-04 18:00:00,2024-07-17 00:00:00,3.1,3.9869092344354056,267.6216595960816,263.35796777063763,134.43408561109436,0.1977503871623175,2866.26055,215.95776,1688.70261,15.86274,29.96151,25.4175
