Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
38520,2023-05-25 00:00:00,429.25,1685.0,1.0,1241.0,4.0,30.0,27.0,0.0,0.0,0.0,0.0
38521,2023-05-25 01:00:00,440.72,1681.0,1.0,1159.0,21.0,30.0,27.0,0.0,0.0,0.0,0.0
38522,2023-05-25 02:00:00,435.91,1673.0,1.0,1184.0,39.0,30.0,27.0,0.0,0.0,0.0,0.0
38523,2023-05-25 03:00:00,416.46,1683.0,1.0,1330.0,48.0,30.0,27.0,0.0,0.0,0.0,0.0
38524,2023-05-25 04:00:00,410.75,1754.0,1.0,1434.0,26.0,30.0,27.0,0.0,0.0,0.0,0.0
38525,2023-05-25 05:00:00,400.26,1818.0,1.0,1577.0,6.0,30.0,27.0,0.0,0.0,0.0,0.0
38526,2023-05-25 06:00:00,381.61,1831.0,1.0,1759.0,7.0,30.0,27.0,0.0,0.0,0.0,0.0
38527,2023-05-25 07:00:00,382.79,1858.0,1.0,1775.0,18.0,30.0,27.0,0.0,0.0,0.0,0.0
38528,2023-05-25 08:00:00,384.86,1845.0,1.0,1743.0,29.0,30.0,27.0,0.0,0.0,0.0,0.0
38529,2023-05-25 09:00:00,386.39,1869.0,1.0,1752.0,36.0,30.0,27.0,0.0,0.0,0.0,0.0
38530,2023-05-25 10:00:00,391.59,1895.0,1.0,1727.0,33.0,30.0,27.0,0.0,0.0,0.0,0.0
38531,2023-05-25 11:00:00,391.31,1886.0,1.0,1722.0,56.0,30.0,27.0,0.0,0.0,0.0,0.0
38532,2023-05-25 12:00:00,403.71,1885.0,1.0,1607.0,95.0,30.0,27.0,0.0,0.0,0.0,0.0
38533,2023-05-25 13:00:00,410.97,1906.0,1.0,1561.0,54.0,30.0,27.0,0.0,0.0,0.0,0.0
38534,2023-05-25 14:00:00,407.54,1862.0,1.0,1553.0,72.0,30.0,27.0,0.0,0.0,0.0,0.0
38535,2023-05-25 15:00:00,389.47,1791.0,1.0,1648.0,26.0,30.0,27.0,0.0,0.0,0.0,0.0
38536,2023-05-25 16:00:00,393.03,1849.0,1.0,1670.0,21.0,30.0,27.0,0.0,0.0,0.0,0.0
38537,2023-05-25 17:00:00,390.62,1821.0,1.0,1666.0,27.0,30.0,27.0,0.0,0.0,0.0,0.0
38538,2023-05-25 18:00:00,374.63,1815.0,1.0,1811.0,12.0,30.0,27.0,0.0,0.0,0.0,0.0
38539,2023-05-25 19:00:00,382.98,1852.0,1.0,1767.0,15.0,30.0,27.0,0.0,0.0,0.0,0.0
38540,2023-05-25 20:00:00,388.22,1857.0,1.0,1723.0,37.0,30.0,27.0,0.0,0.0,0.0,0.0
38541,2023-05-25 21:00:00,393.98,1766.0,1.0,1584.0,14.0,30.0,27.0,0.0,0.0,0.0,0.0
38542,2023-05-25 22:00:00,406.54,1738.0,1.0,1454.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
38543,2023-05-25 23:00:00,412.72,1740.0,1.0,1407.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
