UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-06-08 00:00:00,115.0,92.0,23.0,14.0,458.0,549.0
2023-06-08 01:00:00,123.0,103.0,24.0,4.0,541.0,652.0
2023-06-08 02:00:00,129.0,114.0,25.0,6.0,613.0,655.0
2023-06-08 03:00:00,119.0,95.0,24.0,63.0,647.0,569.0
2023-06-08 04:00:00,118.0,99.0,23.0,220.0,610.0,593.0
2023-06-08 05:00:00,117.0,100.0,23.0,505.0,539.0,572.0
2023-06-08 06:00:00,119.0,101.0,23.0,992.0,490.0,573.0
2023-06-08 07:00:00,116.0,99.0,26.0,1562.0,490.0,575.0
2023-06-08 08:00:00,117.0,101.0,31.0,1993.0,552.0,546.0
2023-06-08 09:00:00,114.0,101.0,34.0,2300.0,633.0,502.0
2023-06-08 10:00:00,114.0,94.0,36.0,2374.0,639.0,489.0
2023-06-08 11:00:00,114.0,93.0,37.0,2371.0,745.0,486.0
2023-06-08 12:00:00,113.0,93.0,37.0,2366.0,801.0,463.0
2023-06-08 13:00:00,113.0,92.0,33.0,2231.0,773.0,543.0
2023-06-08 14:00:00,110.0,92.0,23.0,1935.0,801.0,611.0
2023-06-08 15:00:00,114.0,96.0,23.0,1501.0,757.0,700.0
2023-06-08 16:00:00,119.0,101.0,24.0,954.0,677.0,700.0
2023-06-08 17:00:00,119.0,107.0,24.0,432.0,544.0,731.0
2023-06-08 18:00:00,114.0,99.0,23.0,144.0,423.0,675.0
2023-06-08 19:00:00,102.0,89.0,20.0,31.0,369.0,615.0
2023-06-08 20:00:00,101.0,87.0,20.0,4.0,321.0,640.0
2023-06-08 21:00:00,104.0,87.0,21.0,4.0,282.0,624.0
2023-06-08 22:00:00,112.0,91.0,22.0,4.0,197.0,590.0
2023-06-08 23:00:00,113.0,92.0,22.0,4.0,179.0,597.0
