UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-10-08 00:00:00,122.0,95.0,24.0,0.0,875.0,297.0
2023-10-08 01:00:00,124.0,102.0,24.0,0.0,728.0,276.0
2023-10-08 02:00:00,151.0,146.0,30.0,0.0,754.0,375.0
2023-10-08 03:00:00,155.0,158.0,30.0,0.0,714.0,449.0
2023-10-08 04:00:00,135.0,119.0,27.0,0.0,603.0,314.0
2023-10-08 05:00:00,143.0,122.0,34.0,10.0,667.0,389.0
2023-10-08 06:00:00,148.0,131.0,37.0,241.0,532.0,329.0
2023-10-08 07:00:00,151.0,136.0,38.0,799.0,382.0,316.0
2023-10-08 08:00:00,140.0,127.0,36.0,1324.0,248.0,321.0
2023-10-08 09:00:00,131.0,116.0,34.0,1556.0,165.0,411.0
2023-10-08 10:00:00,127.0,109.0,33.0,1608.0,115.0,316.0
2023-10-08 11:00:00,124.0,106.0,32.0,1353.0,150.0,350.0
2023-10-08 12:00:00,123.0,107.0,29.0,1013.0,132.0,416.0
2023-10-08 13:00:00,129.0,127.0,25.0,701.0,138.0,473.0
2023-10-08 14:00:00,139.0,167.0,27.0,516.0,165.0,398.0
2023-10-08 15:00:00,159.0,194.0,31.0,266.0,179.0,466.0
2023-10-08 16:00:00,190.0,250.0,37.0,23.0,234.0,483.0
2023-10-08 17:00:00,192.0,257.0,38.0,0.0,397.0,472.0
2023-10-08 18:00:00,191.0,251.0,37.0,0.0,465.0,458.0
2023-10-08 19:00:00,174.0,221.0,34.0,0.0,597.0,311.0
2023-10-08 20:00:00,156.0,191.0,30.0,0.0,772.0,325.0
2023-10-08 21:00:00,144.0,178.0,28.0,0.0,895.0,306.0
2023-10-08 22:00:00,139.0,131.0,27.0,0.0,973.0,306.0
2023-10-08 23:00:00,137.0,123.0,27.0,0.0,1197.0,255.0
