Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
37488,2023-04-12 00:00:00,2024-07-17 00:00:00,3.1,279.07,478.0,135.0,35.0,0.0,1000.0,651.0
37489,2023-04-12 01:00:00,2024-07-17 00:00:00,3.1,223.05,393.0,132.0,36.0,0.0,1366.0,639.0
37490,2023-04-12 02:00:00,2024-07-17 00:00:00,3.1,201.57,400.0,137.0,37.0,2.0,1659.0,457.0
37491,2023-04-12 03:00:00,2024-07-17 00:00:00,3.1,187.18,411.0,132.0,36.0,2.0,1928.0,543.0
37492,2023-04-12 04:00:00,2024-07-17 00:00:00,3.1,193.81,472.0,153.0,37.0,22.0,2071.0,666.0
37493,2023-04-12 05:00:00,2024-07-17 00:00:00,3.1,175.99,514.0,170.0,43.0,196.0,2520.0,679.0
37494,2023-04-12 06:00:00,2024-07-17 00:00:00,3.1,149.95,559.0,187.0,46.0,570.0,3287.0,692.0
37495,2023-04-12 07:00:00,2024-07-17 00:00:00,3.1,126.38,465.0,193.0,42.0,869.0,3592.0,680.0
37496,2023-04-12 08:00:00,2024-07-17 00:00:00,3.1,115.9,458.0,191.0,42.0,1075.0,3978.0,676.0
37497,2023-04-12 09:00:00,2024-07-17 00:00:00,3.1,104.48,424.0,169.0,41.0,1069.0,4216.0,532.0
37498,2023-04-12 10:00:00,2024-07-17 00:00:00,3.1,102.15,396.0,179.0,39.0,931.0,4126.0,424.0
37499,2023-04-12 11:00:00,2024-07-17 00:00:00,3.1,102.55,399.0,253.0,39.0,829.0,4482.0,411.0
37500,2023-04-12 12:00:00,2024-07-17 00:00:00,3.1,102.93,401.0,248.0,39.0,610.0,4675.0,474.0
37501,2023-04-12 13:00:00,2024-07-17 00:00:00,3.1,106.96,415.0,250.0,40.0,351.0,4571.0,382.0
37502,2023-04-12 14:00:00,2024-07-17 00:00:00,3.1,111.48,406.0,251.0,39.0,251.0,4323.0,400.0
37503,2023-04-12 15:00:00,2024-07-17 00:00:00,3.1,124.55,466.0,273.0,41.0,180.0,4218.0,454.0
37504,2023-04-12 16:00:00,2024-07-17 00:00:00,3.1,149.01,555.0,318.0,46.0,105.0,3866.0,501.0
37505,2023-04-12 17:00:00,2024-07-17 00:00:00,3.1,188.03,685.0,449.0,50.0,28.0,3444.0,527.0
37506,2023-04-12 18:00:00,2024-07-17 00:00:00,3.1,212.1,730.0,440.0,50.0,1.0,2980.0,642.0
37507,2023-04-12 19:00:00,2024-07-17 00:00:00,3.1,211.47,713.0,449.0,55.0,0.0,2951.0,461.0
37508,2023-04-12 20:00:00,2024-07-17 00:00:00,3.1,175.86,541.0,303.0,37.0,0.0,2946.0,452.0
37509,2023-04-12 21:00:00,2024-07-17 00:00:00,3.1,170.66,561.0,201.0,34.0,0.0,2934.0,399.0
37510,2023-04-12 22:00:00,2024-07-17 00:00:00,3.1,149.6,443.0,157.0,29.0,0.0,2872.0,412.0
37511,2023-04-12 23:00:00,2024-07-17 00:00:00,3.1,145.72,383.0,159.0,29.0,0.0,2679.0,395.0
