UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-03-16 00:00:00,495.0,244.0,40.0,0.0,1404.0,710.0
2023-03-16 01:00:00,461.0,256.0,43.0,0.0,1188.0,736.0
2023-03-16 02:00:00,485.0,288.0,47.0,0.0,1174.0,884.0
2023-03-16 03:00:00,459.0,318.0,49.0,0.0,1278.0,892.0
2023-03-16 04:00:00,498.0,389.0,50.0,0.0,1501.0,884.0
2023-03-16 05:00:00,678.0,477.0,55.0,11.0,1724.0,974.0
2023-03-16 06:00:00,801.0,507.0,55.0,117.0,1966.0,1044.0
2023-03-16 07:00:00,786.0,516.0,55.0,297.0,2248.0,1036.0
2023-03-16 08:00:00,708.0,445.0,53.0,488.0,2617.0,855.0
2023-03-16 09:00:00,574.0,382.0,48.0,611.0,2900.0,668.0
2023-03-16 10:00:00,479.0,370.0,48.0,682.0,3417.0,773.0
2023-03-16 11:00:00,366.0,347.0,46.0,627.0,3833.0,558.0
2023-03-16 12:00:00,327.0,304.0,46.0,543.0,4236.0,586.0
2023-03-16 13:00:00,323.0,278.0,45.0,432.0,4591.0,539.0
2023-03-16 14:00:00,326.0,302.0,45.0,310.0,4991.0,607.0
2023-03-16 15:00:00,315.0,339.0,43.0,149.0,5491.0,662.0
2023-03-16 16:00:00,346.0,424.0,49.0,38.0,5745.0,929.0
2023-03-16 17:00:00,354.0,437.0,51.0,1.0,5798.0,926.0
2023-03-16 18:00:00,350.0,431.0,50.0,0.0,5659.0,897.0
2023-03-16 19:00:00,362.0,355.0,50.0,0.0,5677.0,777.0
2023-03-16 20:00:00,377.0,296.0,47.0,2.0,5695.0,815.0
2023-03-16 21:00:00,363.0,271.0,43.0,2.0,5608.0,716.0
2023-03-16 22:00:00,318.0,218.0,39.0,2.0,5131.0,621.0
2023-03-16 23:00:00,354.0,203.0,44.0,0.0,5323.0,614.0
